match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_wasFouled,captain,stat_lastManTackle,player_sofascoreId,stat_goalAssist,stat_challengeLost,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyWon,stat_hitWoodwork,stat_clearanceOffLine
11391395,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,30.0,29.0,2.0,1.0,29.0,29.0,1.0,2.0,2.0,2.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,90.0,43.0,6.1,1.0,0.00024834,0,-0.6803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391395,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,53.0,49.0,5.0,5.0,22.0,25.0,31.0,,4.0,1.0,5.0,,,,,,,90.0,85.0,6.5,12.0,0.296423,3,,30.0,3.0,3.0,1.0,11.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,0.4144,1.0,,,,,,,,,,,,,
11391395,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,88.0,73.0,17.0,7.0,47.0,49.0,40.0,2.0,10.0,4.0,9.0,,,,,,,90.0,110.0,7.3,18.0,0.0538495,2,,27.0,1.0,1.0,,4.0,2.0,,,,1.0,,1.0,,4.0,3.0,1.0,,2.0,0.1499,,2.0,4.0,,,,,,,,,,,
11391395,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,62.0,56.0,6.0,2.0,42.0,43.0,19.0,1.0,4.0,3.0,3.0,,,,,,,82.0,73.0,6.7,6.0,0.0078067,0,,14.0,,,1.0,1.0,,,,,,,,1.0,3.0,2.0,,,,,,1.0,,True,,,,,,,,,,
11391395,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,23.0,18.0,3.0,1.0,13.0,15.0,9.0,1.0,5.0,2.0,2.0,,,,,,,45.0,42.0,6.3,7.0,0.00430282,0,,5.0,1.0,,3.0,4.0,,,,,,,,,3.0,2.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,
11391395,home,Stade de Reims,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,1121333,EUR,1011830400,M,8,8,False,21.0,19.0,1.0,,6.0,6.0,16.0,,4.0,1.0,1.0,,,,,,,63.0,35.0,6.4,7.0,0.0207713,1,,13.0,1.0,,1.0,5.0,3.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,0.0742,,,3.0,,,ami2r,,,,,,,,
11391395,home,Stade de Reims,Benjamin Stambouli,,,benjamin-stambouli,B. Stambouli,M,21,180,168,M,105951,EUR,650505600,M,26,26,False,32.0,19.0,4.0,,8.0,10.0,22.0,5.0,9.0,2.0,3.0,,,,,,,75.0,47.0,6.9,13.0,0.0100975,1,,11.0,,,1.0,4.0,,1.0,1.0,,,,1.0,1.0,3.0,3.0,,,1.0,0.0303,1.0,,,,,,1.0,2.0,,,,,,
11391395,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,71.0,58.0,5.0,4.0,23.0,25.0,60.0,,6.0,,9.0,,,,,,,90.0,105.0,8.3,25.0,0.251482,2,,40.0,14.0,5.0,2.0,7.0,1.0,2.0,2.0,,,2.0,,,3.0,1.0,2.0,,1.0,0.1198,4.0,1.0,1.0,,,,,3.0,1.0,0.5776,,,,
11391395,home,Stade de Reims,Reda Khadra,,,reda-khadra,R. Khadra,M,30,175,253,M,995671,EUR,994204800,F,14,14,False,25.0,21.0,,,7.0,7.0,26.0,,6.0,,5.0,,,,,,,90.0,54.0,7.3,19.0,0.92233,0,,16.0,8.0,2.0,,6.0,2.0,7.0,3.0,1.0,,,,,1.0,1.0,2.0,,,,3.0,,2.0,,,,1.0,,,,,,,
11391395,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,F,15,15,False,16.0,9.0,,,3.0,4.0,12.0,3.0,7.0,1.0,1.0,,,,,,,76.0,26.0,6.8,10.0,0.0136856,2,,6.0,,,2.0,6.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,1.0,,2.0,0.2545,,,2.0,,,,,,,,,,,
