match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_aerialLost,stat_errorLeadToAShot,stat_wasFouled,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
10411671,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,True,25.0,18.0,10.0,4.0,16.0,21.0,2.0,4.0,6.0,1.0,2.0,2.0,90.0,34.0,5.9,7.0,0.0,0.0,0.0021681,0,-1.5897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411671,home,Sassuolo,Nadir Zortea,zortea-nadir,N. Zortea,M,187,1108,M,928104,EUR,929750400,D,21,21,False,,35.0,29.0,1.0,1.0,16.0,19.0,14.0,19.0,6.0,,,,90.0,61.0,6.7,13.0,0.0,0.0,0.101575,0,,20,3.0,1.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411671,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,28,28,False,,54.0,46.0,8.0,3.0,34.0,38.0,12.0,16.0,5.0,,,,90.0,64.0,6.6,8.0,0.0,0.0,0.00346282,0,,6,,,,2.0,,,,,,1.0,1.0,,,,1.0,7.0,,,,,,,,,,,,,,,,,
10411671,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,False,,41.0,38.0,2.0,1.0,32.0,34.0,6.0,7.0,7.0,,,,90.0,56.0,6.6,4.0,0.0,0.0,0.00166788,0,,4,,,3.0,5.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,,3.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411671,home,Sassuolo,Rogério,rogerio,Rogério,D,178,289,M,830551,EUR,884649600,D,6,6,False,,36.0,27.0,4.0,1.0,10.0,14.0,20.0,27.0,3.0,,,,90.0,57.0,6.6,12.0,0.1051,0.0271,0.0710981,2,,13,5.0,3.0,3.0,3.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
10411671,home,Sassuolo,Davide Frattesi,davide-frattesi,D. Frattesi,M,178,5601,M,835600,EUR,937958400,M,16,16,False,,23.0,17.0,1.0,1.0,8.0,9.0,9.0,14.0,2.0,,,,85.0,38.0,6.3,14.0,0.0,0.0,0.0138475,0,,16,,,3.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,davidefrrattesi_22,5.0,,,,,,,,
10411671,home,Sassuolo,Maxime López,maxime-lopez,M. López,M,167,1284,M,352802,EUR,881193600,M,27,27,False,,70.0,61.0,2.0,,25.0,31.0,36.0,39.0,6.0,,,,85.0,77.0,6.2,10.0,0.0413,0.0,0.0401117,1,,21,,,8.0,2.0,2.0,1.0,,,,1.0,2.0,1.0,5.0,,,,,,,,,,1.0,,,,,,,,,,
10411671,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,False,,23.0,21.0,1.0,1.0,6.0,6.0,15.0,18.0,3.0,,,,79.0,31.0,6.9,3.0,0.0284,0.1967,0.0929505,1,,8,1.0,,2.0,4.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,3.0,,,1.0,,,,,,,,,,,
10411671,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,F,20,20,False,,30.0,21.0,,,7.0,12.0,14.0,18.0,4.0,,,,79.0,38.0,6.5,12.0,0.1478,0.0,0.0264414,2,,14,,,4.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,
10411671,home,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,F,92,92,False,,7.0,6.0,,,3.0,3.0,3.0,4.0,,,,,57.0,10.0,6.5,1.0,0.0789,0.0,0.0121027,1,,92,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,,,,,,
10411671,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,F,45,45,False,,33.0,28.0,2.0,1.0,6.0,7.0,22.0,30.0,12.0,,,,90.0,58.0,6.9,19.0,0.0593,0.0,0.205493,1,,45,4.0,,7.0,4.0,1.0,2.0,5.0,1.0,,2.0,1.0,,,4.0,,,,,2.0,,,,,,3.0,1.0,1.0,1.0,,,,,
