match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_wonContest,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_firstName,player_lastName,stat_punches,stat_accurateKeeperSweeper,stat_penaltyWon,stat_penaltyMiss
13981514,home,Napoli,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,32.0,17.0,19.0,5.0,0.0,15.0,20.0,2.0,12.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,90.0,36.0,6.5,15.0,0.00199888,0.4292,0,0.7685,0.0,-0.01,-0.35,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981514,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,31.0,22.0,5.0,2.0,0.0,13.0,14.0,9.0,17.0,8.0,,2.0,,,4.0,,,,,,90.0,52.0,7.0,11.0,0.00339313,,0,,-0.03,0.03,0.14,,dilorenzo22,True,2.0,3.0,9.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
13981514,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,52.0,46.0,5.0,1.0,0.0,34.0,36.0,12.0,16.0,2.0,3.0,4.0,,,1.0,,,,,,90.0,62.0,7.8,6.0,0.00308248,,1,,0.07,0.04,0.69,,,,1.0,5.0,9.0,,,,,2.0,1.0,2.0,1.0,2.0,0.0284,-0.15,,,,,,,,,,,,,,,,
13981514,home,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,55.0,50.0,5.0,2.0,0.0,34.0,35.0,16.0,20.0,2.0,4.0,2.0,,,,,,,,,90.0,64.0,7.2,6.0,0.00497371,,1,,0.06,0.09,0.37,,,,2.0,2.0,3.0,,,,,1.0,1.0,,,1.0,0.0466,-0.14,1.0,1.0,0.0948,,,,,,,,,,,,,
13981514,home,Napoli,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,37,185,3729,M,148899,EUR,733017600,D,37,37,False,17.0,12.0,3.0,1.0,0.0,6.0,8.0,6.0,9.0,2.0,,2.0,,,,,,,,,45.0,29.0,6.9,9.0,0.0317542,,0,,0.25,-0.12,0.14,,,,,,2.0,,,3.0,1.0,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,
13981514,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,42.0,39.0,2.0,,0.0,20.0,21.0,19.0,21.0,7.0,1.0,6.0,,,2.0,,,,,,90.0,54.0,6.3,7.0,0.0310156,,0,,-0.04,0.03,-0.04,,anguiss_29,,2.0,1.0,2.0,2.0,1.0,,2.0,,,1.0,,1.0,,,,2.0,,1.0,,,2.0,,,,,,,,,
13981514,home,Napoli,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,6,6,False,23.0,20.0,,,0.0,10.0,11.0,10.0,12.0,1.0,,4.0,,,,,,,,,38.0,28.0,7.2,4.0,0.0481111,,0,,0.35,0.07,0.14,,billygilmour,,,,4.0,,1.0,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,
13981514,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,23.0,17.0,2.0,2.0,0.0,6.0,7.0,11.0,16.0,6.0,,5.0,,,1.0,,,,,,90.0,49.0,7.3,11.0,0.0254919,,5,,0.16,0.36,0.19,,ScottMcTominay,,,1.0,10.0,,4.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,0.5611,-0.43,3.0,,0.1782,,,4.0,1.0,1.0,1.0,,,,,,,
13981514,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,21.0,14.0,2.0,1.0,0.0,8.0,10.0,6.0,11.0,5.0,3.0,4.0,,,1.0,,,,,,87.0,47.0,6.9,15.0,0.109,,3,,0.18,0.11,0.35,,,,,,4.0,,3.0,1.0,,2.0,1.0,2.0,1.0,1.0,0.0291,-0.04,2.0,3.0,,3.0,2.0,,1.0,,,1.0,,,,,,
13981514,home,Napoli,Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,191,70296,M,1086417,EUR,1044316800,F,19,19,False,14.0,12.0,,,0.0,2.0,3.0,10.0,11.0,9.0,1.0,1.0,,,,,,,,,87.0,27.0,6.0,8.0,0.0748819,,1,,-0.37,0.09,0.0,,RHøjlund,,7.0,1.0,4.0,,1.0,1.0,,1.0,,2.0,,,0.1007,-0.24,1.0,4.0,0.6748,,,,,1.0,,,,,,,,
