match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_interceptionWon,player_sofascoreId,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_goodHighClaim,stat_totalOffside
14572697,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,512,M,963744,EUR,1026518400,G,1,1,False,33.0,20.0,13.0,1.0,0.0,19.0,22.0,1.0,11.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,40.0,6.5,13.0,0.00092465,0.0002,0,0.0258,0.03,0.01,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572697,home,Sporting Braga,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,475,M,965263,EUR,955324800,D,14,14,False,51.0,44.0,7.0,4.0,0.0,24.0,29.0,20.0,22.0,5.0,4.0,,,,,90.0,60.0,7.1,7.0,0.0289826,,0,,0.12,-0.17,-0.03,,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14572697,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1552,M,868235,EUR,931564800,D,4,4,False,32.0,30.0,4.0,3.0,0.0,21.0,22.0,9.0,10.0,5.0,2.0,,,,,81.0,39.0,7.2,2.0,0.00499301,,0,,0.01,0.0,0.33,,2.0,3.0,2.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14572697,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,792,M,997173,EUR,1048636800,D,26,26,False,31.0,26.0,7.0,5.0,0.0,19.0,20.0,7.0,11.0,5.0,1.0,,,,,90.0,41.0,7.0,6.0,0.0258019,,0,,0.19,0.0,0.23,,2.0,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14572697,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,299,M,877918,EUR,954547200,M,2,2,False,42.0,31.0,5.0,2.0,0.0,12.0,14.0,19.0,28.0,2.0,2.0,,,,,90.0,66.0,6.8,16.0,0.0651646,,0,,0.47,0.09,-0.17,,1.0,,9.0,5.0,3.0,3.0,,2.0,2.0,1.0,,,,2.0,4.0,2.0,1.0,,,,,,,,,,,,,
14572697,home,Sporting Braga,Gabriel Moscardo,gabriel-moscardo,G. Moscardo,M,17,185,5063,M,1485309,EUR,1127865600,M,17,17,False,26.0,24.0,2.0,2.0,0.0,11.0,12.0,13.0,14.0,5.0,6.0,,,,,90.0,43.0,7.5,6.0,0.0350326,,0,,0.22,0.03,0.19,,,5.0,3.0,10.0,5.0,3.0,1.0,,2.0,,,,2.0,1.0,,,1.0,gabrielmoscardo,1.0,,,,,,,,,,,
14572697,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,36.0,32.0,1.0,,0.0,14.0,14.0,18.0,22.0,,5.0,,,,,62.0,48.0,6.6,6.0,0.103177,,1,,0.26,0.11,-0.09,,2.0,,6.0,2.0,2.0,1.0,,,1.0,,,,,,2.0,1.0,2.0,,,1.0,0.0275,-0.03,,,,,,,,
14572697,home,Sporting Braga,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,37.0,29.0,4.0,,1.0,8.0,12.0,21.0,25.0,3.0,1.0,,,,,90.0,67.0,7.3,18.0,0.223346,,0,,0.32,-0.14,0.21,,,2.0,5.0,7.0,3.0,2.0,,1.0,1.0,4.0,,,1.0,6.0,,1.0,,,4.0,,,,2.0,1.0,,,,,,
14572697,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2847,M,966575,EUR,934416000,F,10,10,False,25.0,21.0,,,0.0,5.0,6.0,16.0,19.0,,10.0,,,,,71.0,59.0,7.0,23.0,0.104828,,1,,-0.05,0.34,-0.04,,,3.0,6.0,8.0,,,,4.0,1.0,,,,4.0,12.0,1.0,3.0,2.0,,2.0,,0.1049,-0.23,1.0,1.0,1.0,0.4744,,,,
14572697,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2167,M,314380,EUR,779587200,F,21,21,False,21.0,19.0,2.0,2.0,0.0,3.0,4.0,16.0,17.0,3.0,3.0,,,,,71.0,36.0,7.0,6.0,0.176003,,2,,0.19,0.04,0.19,,,,2.0,4.0,3.0,1.0,,1.0,,1.0,,,,4.0,1.0,,,,1.0,2.0,0.1443,-0.52,1.0,,,,True,,,
