match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
12764894,home,Real Betis,Adrián,adrian,Adrián,G,13,190,2122,M,50539,EUR,536630400,G,13,13,False,22.0,20.0,5.0,3.0,0.0,20.0,21.0,1.0,7.0,1.0,1.0,1.0,90.0,26.0,6.7,2.0,0.00012504,0,0.0398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764894,home,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,17,174,5614,M,111803,EUR,731289600,D,23,23,False,62.0,53.0,1.0,,1.0,21.0,22.0,47.0,8.0,,,,90.0,91.0,8.1,17.0,0.555145,0,,,,youssouf_sabaly23,35.0,7.0,3.0,3.0,6.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,,,,
12764894,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,5,5,False,57.0,50.0,11.0,6.0,0.0,30.0,32.0,25.0,2.0,,,,90.0,68.0,6.8,9.0,0.0132136,1,,,,,20.0,,,5.0,5.0,,,2.0,1.0,,1.0,2.0,,,1.0,True,2.0,2.0,1.0,1.0,2.0,0.021,,,,,,,,
12764894,home,Real Betis,Natan,natan,Natan,D,4,188,3280,M,1015287,EUR,981417600,D,6,6,False,45.0,39.0,2.0,,0.0,21.0,24.0,22.0,1.0,,,,77.0,54.0,7.5,7.0,0.00484609,1,,,,,18.0,1.0,,5.0,4.0,1.0,,,,,3.0,1.0,1.0,,,,3.0,3.0,,,1.0,0.0489,1.0,1.0,0.1282,,,,,
12764894,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1733,M,67769,EUR,714700800,D,12,12,False,42.0,38.0,6.0,4.0,0.0,14.0,14.0,34.0,6.0,,,,90.0,62.0,7.4,10.0,0.140527,0,,,,,26.0,6.0,2.0,3.0,4.0,1.0,,1.0,1.0,,,,,2.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,
12764894,home,Real Betis,Assane Diao,assane-diao,A. Diao,F,38,185,18661,M,1493689,EUR,1126051200,M,38,38,False,29.0,25.0,1.0,1.0,1.0,5.0,5.0,25.0,6.0,,,,90.0,52.0,7.6,13.0,0.250605,4,,,,,20.0,1.0,,10.0,6.0,1.0,3.0,3.0,1.0,,,2.0,2.0,2.0,2.0,,2.0,1.0,,1.0,2.0,0.2731,1.0,,0.1715,3.0,3.0,1.0,,
12764894,home,Real Betis,Mateo Flores,mateo-flores,M. Flores,M,46,178,184,M,1893864,EUR,1081296000,M,46,46,False,46.0,44.0,,,0.0,15.0,16.0,30.0,4.0,,,,60.0,52.0,6.8,4.0,0.0444321,1,,,,,29.0,,,6.0,1.0,1.0,,2.0,,,,1.0,,,2.0,,2.0,,,,1.0,0.0245,,,,1.0,,,,
12764894,home,Real Betis,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5155,M,990169,EUR,1000944000,M,4,4,False,46.0,43.0,3.0,3.0,0.0,22.0,22.0,24.0,6.0,,,,71.0,70.0,7.4,9.0,0.0298068,4,,,,,21.0,,,6.0,6.0,,3.0,4.0,2.0,1.0,3.0,3.0,2.0,,1.0,,1.0,1.0,2.0,,1.0,0.1445,1.0,,0.0916,1.0,1.0,,,
12764894,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2768,M,816763,EUR,824947200,M,18,18,False,62.0,53.0,3.0,2.0,0.0,14.0,16.0,51.0,6.0,,,,90.0,74.0,7.2,16.0,0.280418,1,,,,,39.0,5.0,,4.0,3.0,,,3.0,1.0,,,2.0,2.0,,3.0,,2.0,,,,,0.1043,,,,1.0,,,,
12764894,home,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2152,M,789381,EUR,760492800,F,9,9,False,23.0,18.0,4.0,4.0,0.0,4.0,5.0,19.0,2.0,,,,72.0,38.0,7.3,8.0,0.0341608,1,,,,,14.0,1.0,,3.0,5.0,,,,,,2.0,4.0,2.0,1.0,,,,,,,4.0,0.0356,1.0,,0.2902,,2.0,,,
12764894,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182,45633,M,115665,EUR,671328000,F,11,11,False,9.0,8.0,,,0.0,1.0,1.0,9.0,,,,,60.0,20.0,6.7,6.0,0.0350428,4,,,,bakambu17,7.0,1.0,,3.0,2.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,2.0,0.2362,,,,4.0,2.0,1.0,,
12764894,home,Real Betis,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44706,M,1011375,EUR,1008547200,F,10,10,True,11.0,10.0,,,0.0,2.0,2.0,9.0,1.0,,,,30.0,17.0,6.6,4.0,0.0342452,1,,,,ez_abde,8.0,,,3.0,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,1.0,,,0.0329,,,,,1.0,,,
12764894,home,Real Betis,Vitor Roque,vitor-roque,V. Roque,F,9,174,72751,M,1150391,EUR,1109548800,F,8,8,True,5.0,4.0,1.0,,0.0,2.0,2.0,3.0,,,,,30.0,9.0,6.8,1.0,0.0022581,1,,Vitor Roque,,VRoque,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,0.0956,1.0,,0.2125,,,,,
12764894,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188,1047,M,1137814,EUR,998697600,M,16,16,True,13.0,10.0,,,0.0,5.0,7.0,6.0,2.0,,,,19.0,15.0,6.6,3.0,0.0076092,0,,,,,5.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12764894,home,Real Betis,Juanmi,juanmi,Juanmi,F,7,169,641,M,96369,EUR,737856000,F,7,7,True,4.0,4.0,,,0.0,1.0,1.0,3.0,1.0,,,,18.0,10.0,7.3,1.0,0.00460624,1,,,,,3.0,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,0.3296,1.0,1.0,0.7142,,1.0,,,
12764894,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1163,M,305278,EUR,745459200,D,3,3,True,5.0,3.0,2.0,,0.0,3.0,5.0,,1.0,,,,13.0,10.0,6.3,3.0,4.736e-05,0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,
12764894,home,Real Betis,Rui Silva,rui-silva,R. Silva,G,1,191,3285,M,253809,EUR,760579200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,Rui,Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764894,home,Real Betis,Romain Perraud,romain-perraud,R. Perraud,D,15,173,600,M,827519,EUR,874886400,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764894,home,Real Betis,Angel Ortiz,angel-ortiz,Á. Ortiz,D,40,167,493,M,1152139,EUR,1090713600,F,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764894,home,Real Betis,Nobel Mendy,mendy-nobel,N. Mendy,D,32,187,4112,M,1458073,EUR,1092614400,D,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764894,home,Real Betis,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185,4183,M,1800245,EUR,1132531200,F,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764894,away,NK Celje,Lovro Štubljar,lovro-stubljar,L. Štubljar,G,13,191,142,M,1004481,EUR,1092009600,G,98,98,False,42.0,31.0,29.0,18.0,0.0,22.0,24.0,18.0,13.0,1.0,2.0,4.0,90.0,56.0,7.4,11.0,0.00126021,0,-0.3917,,,,9.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12764894,away,NK Celje,Juanjo Nieto,juanjo-nieto,J. Nieto,D,2,175,74,M,868329,EUR,781142400,D,2,2,False,51.0,45.0,4.0,2.0,0.0,32.0,36.0,16.0,8.0,,,,90.0,83.0,7.7,13.0,0.0307071,2,,,,,13.0,1.0,,4.0,7.0,1.0,,3.0,,4.0,4.0,4.0,3.0,3.0,1.0,,,,,,,0.4167,1.0,1.0,0.8917,1.0,,,,
12764894,away,NK Celje,Damjan Vuklišević,damjan-vuklisevic,D. Vuklišević,D,3,191,33,M,232082,EUR,804297600,D,3,3,False,44.0,42.0,8.0,6.0,0.0,38.0,38.0,6.0,2.0,,,,90.0,52.0,6.3,4.0,0.00228735,0,,,,,4.0,,,4.0,1.0,2.0,,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,
12764894,away,NK Celje,David Zec,zec-david,D. Zec,D,26,185,264,M,887911,EUR,947030400,D,6,6,False,53.0,50.0,8.0,6.0,0.0,41.0,44.0,9.0,2.0,,,,90.0,65.0,6.6,5.0,0.0124431,0,,,,,9.0,,,2.0,1.0,,,1.0,,5.0,2.0,1.0,,,,True,1.0,,,,,,,,,,,,,
12764894,away,NK Celje,Svit Sešlar,svit-seslar,S. Sešlar,M,10,185,669,M,946291,EUR,1010534400,M,11,11,False,47.0,36.0,5.0,3.0,1.0,24.0,26.0,21.0,6.0,,,,89.0,74.0,7.2,23.0,0.402421,0,,,,,12.0,,,9.0,8.0,1.0,5.0,2.0,1.0,1.0,,4.0,3.0,2.0,1.0,,2.0,1.0,,,,,,,,,2.0,,1.0,
12764894,away,NK Celje,Mark Zabukovnik,mark-zabukovnik,M. Zabukovnik,M,19,185,63,M,1001902,EUR,977875200,M,19,19,False,48.0,41.0,2.0,2.0,0.0,25.0,30.0,18.0,4.0,,,,90.0,68.0,7.0,9.0,0.0127658,0,,,,,16.0,,,5.0,7.0,2.0,1.0,1.0,,2.0,2.0,4.0,1.0,2.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,
12764894,away,NK Celje,Žan Karničnik,zan-karnicnik,Ž. Karničnik,D,23,178,419,M,896421,EUR,779846400,M,23,23,False,32.0,27.0,1.0,1.0,0.0,17.0,20.0,12.0,4.0,,,,72.0,48.0,7.0,6.0,0.239196,1,,,,,10.0,,,3.0,4.0,,,,,1.0,2.0,4.0,3.0,,1.0,,,,1.0,,3.0,0.014,,,,,1.0,,,
12764894,away,NK Celje,Tamar Svetlin,tamar-svetlin,T. Svetlin,M,88,175,177,M,959616,EUR,996451200,M,88,88,False,29.0,26.0,1.0,1.0,0.0,9.0,9.0,20.0,3.0,,,,72.0,39.0,6.5,8.0,0.0170113,0,,,,,17.0,,,4.0,3.0,,3.0,1.0,,,2.0,3.0,,,1.0,,,,,,,,,,,,1.0,,,
12764894,away,NK Celje,Aljoša Matko,aljosa-matko,A. Matko,M,17,177,321,M,907454,EUR,954288000,F,7,7,False,16.0,12.0,,,0.0,5.0,6.0,11.0,2.0,,,,90.0,30.0,6.6,5.0,0.0932728,3,,,,,8.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,,,,2.0,,,,,1.0,,2.0,0.1902,1.0,,0.1481,1.0,,1.0,,1.0
12764894,away,NK Celje,Armandas Kučys,armandas-kucys,A. Kučys,F,47,194,917,M,1124208,EUR,1046304000,F,47,47,False,13.0,8.0,1.0,1.0,0.0,6.0,8.0,5.0,1.0,,,,54.0,18.0,6.6,8.0,0.00063906,0,,,,,2.0,,,1.0,6.0,,,,,,,,,1.0,,,,5.0,,,2.0,,,,,,3.0,1.0,,
12764894,away,NK Celje,Ivan Brnić,ivan-brnic,I. Brnić,M,77,175,376,M,916182,EUR,998524800,F,77,77,False,11.0,5.0,1.0,,0.0,4.0,6.0,8.0,3.0,,,,45.0,17.0,6.4,10.0,0.00620329,0,,,,,1.0,3.0,,3.0,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,2.0,,
12764894,away,NK Celje,Mario Kvesić,mario-kvesic,M. Kvesić,M,8,175,141,M,137095,EUR,695174400,M,16,16,True,23.0,19.0,3.0,2.0,0.0,8.0,9.0,14.0,2.0,,,,45.0,34.0,6.9,5.0,0.0204339,2,,,,,11.0,,,1.0,3.0,,,3.0,2.0,2.0,,,,1.0,,,,,1.0,1.0,,0.2177,,,,1.0,,,,
12764894,away,NK Celje,Edmilson,edmilson,Edmilson,F,26,190,464,M,1417710,EUR,861408000,F,30,30,True,12.0,10.0,,,0.0,5.0,5.0,7.0,1.0,,,,36.0,16.0,6.8,6.0,0.0142222,0,,Edmilson,,,5.0,,,4.0,3.0,1.0,,,,,,,,,1.0,,2.0,3.0,,,1.0,,,,,,3.0,1.0,1.0,
12764894,away,NK Celje,Klemen Nemanič,klemen-nemanic,K. Nemanič,D,81,194,54,M,822439,EUR,847324800,D,81,81,True,12.0,11.0,3.0,2.0,0.0,8.0,8.0,4.0,1.0,,,,18.0,14.0,6.2,1.0,0.00598789,0,,,,,3.0,,,2.0,1.0,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,
12764894,away,NK Celje,Marco Dulca,marco-dulca,M. Dulca,M,88,184,78,M,920622,EUR,926380800,M,4,4,True,9.0,7.0,1.0,,0.0,5.0,6.0,3.0,,,,,18.0,12.0,6.4,2.0,0.00571424,0,,Marco,Dulca,,2.0,,,,2.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,
12764894,away,NK Celje,Clement Lhernault,clement-lhernault,C. Lhernault,M,88,176,30,M,1513253,EUR,1045094400,M,5,5,True,,,,,0.0,,,,,,,,1.0,1.0,,,,0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
12764894,away,NK Celje,Luka Kolar,luka-kolar,L. Kolar,G,12,192,33,M,1128821,EUR,1126224000,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764894,away,NK Celje,Matjaž Rozman,matjaz-rozman,M. Rozman,G,22,192,18,M,41236,EUR,536630400,G,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
