match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_interceptionWon,stat_fouls,stat_outfielderBlock,stat_wonContest,captain,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12773646,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,563,M,822564,EUR,890956800,G,1,1,False,34.0,25.0,21.0,12.0,0.0,14.0,16.0,11.0,18.0,4.0,1.0,90.0,37.0,7.1,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773646,home,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,539,M,254119,EUR,801532800,D,11,11,False,40.0,28.0,3.0,1.0,0.0,10.0,12.0,19.0,32.0,4.0,,80.0,61.0,7.1,18.0,3,4.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12773646,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,663,M,963198,EUR,1021420800,D,5,5,False,58.0,48.0,7.0,3.0,0.0,23.0,28.0,25.0,30.0,4.0,,90.0,73.0,7.3,11.0,1,,,3.0,1.0,6.0,5.0,1.0,,1.0,,4.0,4.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12773646,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,228,M,146853,EUR,679104000,D,6,6,False,56.0,48.0,10.0,5.0,0.0,29.0,32.0,19.0,24.0,5.0,,90.0,71.0,7.3,10.0,0,,,1.0,,3.0,5.0,1.0,,,,6.0,4.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
12773646,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,406,M,891651,EUR,862185600,D,31,31,False,75.0,65.0,7.0,3.0,0.0,28.0,32.0,37.0,43.0,9.0,,90.0,91.0,7.4,12.0,0,,,2.0,3.0,3.0,3.0,,,,,10.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
12773646,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1039,M,354878,EUR,813888000,D,13,13,False,46.0,35.0,5.0,2.0,0.0,10.0,12.0,26.0,38.0,3.0,,90.0,79.0,7.6,17.0,1,4.0,1.0,1.0,,3.0,2.0,,1.0,1.0,,3.0,,,,2.0,1.0,,,1.0,3.0,,1.0,,,,,,,,,,,
12773646,home,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4636,M,885864,EUR,883612800,M,19,19,False,24.0,21.0,,,1.0,5.0,6.0,16.0,19.0,2.0,,58.0,41.0,7.2,10.0,0,1.0,,,1.0,4.0,5.0,1.0,2.0,,,2.0,3.0,2.0,3.0,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,
12773646,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2257,M,796206,EUR,863568000,M,17,17,False,47.0,41.0,5.0,3.0,0.0,12.0,13.0,29.0,34.0,6.0,,90.0,58.0,6.9,8.0,1,,,2.0,,5.0,3.0,2.0,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,
12773646,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,35.0,31.0,1.0,,0.0,4.0,5.0,27.0,30.0,3.0,,73.0,51.0,7.1,8.0,0,,,,1.0,3.0,8.0,1.0,1.0,,,1.0,4.0,3.0,2.0,3.0,,,,1.0,1.0,,,,True,,,,,,,,,
12773646,home,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,484,M,822340,EUR,868406400,F,21,21,False,26.0,17.0,1.0,1.0,0.0,7.0,9.0,10.0,17.0,4.0,,80.0,35.0,6.5,14.0,0,,,6.0,1.0,10.0,2.0,,1.0,,,,,,3.0,1.0,1.0,,,1.0,,2.0,,,,2.0,,,,,,,,
