match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_challengeLost,stat_wasFouled,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_wonTackle,stat_penaltyConceded,stat_dispossessed,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_ownGoals,stat_penaltyWon,stat_clearanceOffLine
12177817,home,Ventura County FC,Brady Scott,brady-scott,B. Scott,G,31,189.0,24,M,880797,EUR,930700800,G,31,31,False,37.0,34.0,7.0,4.0,32.0,33.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,90.0,43.0,7.2,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12177817,home,Ventura County FC,Carson Klein,carson-klein,C. Klein,D,,188.0,1,M,1035646,EUR,1012521600,D,47,47,False,58.0,52.0,4.0,3.0,22.0,22.0,30.0,37.0,,3.0,,,,,90.0,79.0,7.0,9.0,3,,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12177817,home,Ventura County FC,Marcus Ferkranus,ferkranus-marcus,M. Ferkranus,D,,183.0,41,M,1025306,EUR,1052524800,D,12,12,False,98.0,90.0,6.0,3.0,55.0,56.0,35.0,42.0,4.0,6.0,,,,,90.0,104.0,6.8,8.0,0,,,,1.0,3.0,3.0,3.0,,,,1.0,,,2.0,True,,,,,,,,,,,,,,,,,,,
12177817,home,Ventura County FC,Ascel Essengue,ascel-essengue,A. Essengue,D,51,185.0,44,M,1825929,EUR,1051660800,D,51,51,False,121.0,114.0,4.0,3.0,61.0,63.0,53.0,58.0,1.0,5.0,,,,,90.0,126.0,6.9,8.0,0,,,,,2.0,2.0,3.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12177817,home,Ventura County FC,Carlos Diaz,carlos-diaz,C. Diaz,D,72,,43,M,1823788,EUR,1126137600,D,55,55,False,66.0,59.0,2.0,1.0,30.0,31.0,29.0,36.0,,5.0,,,,,90.0,81.0,6.8,10.0,1,Carlos Diaz,,1.0,,,2.0,6.0,2.0,,,,3.0,2.0,2.0,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,
12177817,home,Ventura County FC,Gabriel Arnold,gabriel-arnold,G. Arnold,M,87,,12,M,1823851,EUR,1170288000,M,87,87,False,86.0,82.0,,,20.0,23.0,62.0,65.0,,7.0,,,,,90.0,93.0,7.3,7.0,1,Gabriel Arnold,,2.0,,,2.0,1.0,,1.0,,,1.0,,1.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,
12177817,home,Ventura County FC,Isaiah Parente,isaiah-parente,I. Parente,M,16,179.0,42,M,1108925,EUR,953164800,M,52,52,False,91.0,82.0,5.0,4.0,21.0,22.0,62.0,73.0,1.0,7.0,,,,,76.0,104.0,8.2,14.0,1,Isaiah Parente,,4.0,,2.0,3.0,6.0,,,,,3.0,1.0,,,2.0,1.0,4.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
12177817,home,Ventura County FC,Harbor Miller,harbon-miller,H. Miller,D,26,,100,M,1820066,EUR,1182384000,M,75,75,False,34.0,27.0,,,11.0,11.0,16.0,24.0,1.0,4.0,,,,,85.0,47.0,6.7,12.0,3,,,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,
12177817,home,Ventura County FC,Tucker Lepley,lepley-tucker,T. Lepley,M,21,163.0,47,M,1804888,EUR,1011225600,M,21,21,False,50.0,46.0,1.0,1.0,5.0,5.0,43.0,53.0,,4.0,,,,,76.0,70.0,7.5,13.0,4,,,8.0,,,3.0,3.0,2.0,1.0,1.0,,,,1.0,,,2.0,4.0,1.0,2.0,,,1.0,,2.0,,,,,,,,,
12177817,home,Ventura County FC,Sean Karani,sean-karani,S. Karani,F,,173.0,9,M,1823854,EUR,976752000,M,61,61,False,25.0,20.0,2.0,2.0,5.0,6.0,16.0,22.0,,3.0,,,,,65.0,44.0,8.1,10.0,4,Sean Karani,,3.0,,,2.0,6.0,5.0,2.0,1.0,,1.0,2.0,,,1.0,1.0,2.0,4.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,
12177817,home,Ventura County FC,Aaron Bibout,bibout-aaron,A. Bibout,F,23,193.0,430,M,1502620,EUR,1094688000,F,29,29,False,19.0,13.0,,,4.0,5.0,10.0,15.0,,2.0,,,,,65.0,30.0,7.1,11.0,2,,,1.0,3.0,2.0,6.0,3.0,1.0,1.0,,,,4.0,2.0,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,
12177817,home,Ventura County FC,Gino Vivi,vivi-gino,G. Vivi,M,37,167.0,82,M,1471017,EUR,977270400,F,30,30,True,20.0,19.0,,,4.0,4.0,15.0,17.0,,,,,,,25.0,29.0,7.1,6.0,1,Gino Vivi,,1.0,,,3.0,2.0,3.0,,1.0,,,1.0,,,,,2.0,2.0,,,,2.0,,,1.0,1.0,,,,,,,
