match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_wasFouled,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork,stat_errorLeadToAGoal,player_sofascoreId
10913499,home,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,False,19.0,14.0,10.0,5.0,12.0,13.0,2.0,6.0,1.0,1.0,7.0,1.0,3.0,5.0,90.0,28.0,6.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913499,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,2,2,False,16.0,15.0,3.0,2.0,8.0,8.0,8.0,10.0,2.0,4.0,2.0,,,,86.0,29.0,6.7,3.0,0,Ali Makki,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10913499,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,33.0,26.0,12.0,5.0,21.0,23.0,5.0,10.0,2.0,3.0,2.0,,,,90.0,40.0,6.4,7.0,0,,,,3.0,1.0,3.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10913499,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,156401,EUR,612835200,D,6,6,False,30.0,21.0,12.0,6.0,16.0,17.0,5.0,13.0,,,1.0,,,,90.0,46.0,7.4,9.0,2,,,,2.0,,11.0,2.0,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10913499,home,Al Wehda,Abdullah Bukhari,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,832637,EUR,774489600,D,3,3,False,26.0,19.0,2.0,1.0,14.0,16.0,5.0,12.0,,4.0,6.0,,,,88.0,53.0,6.4,16.0,0,,2.0,,4.0,2.0,2.0,,,2.0,1.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,
10913499,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,143786,EUR,586396800,M,76,76,False,55.0,43.0,11.0,4.0,25.0,28.0,19.0,33.0,,2.0,8.0,,,,90.0,71.0,6.8,20.0,1,,6.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
10913499,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,42.0,38.0,6.0,5.0,24.0,26.0,14.0,18.0,,3.0,4.0,,,,90.0,54.0,6.6,7.0,0,,2.0,,5.0,1.0,1.0,,1.0,2.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,True,2.0,,,,,,,,,
10913499,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,88,88,False,35.0,27.0,5.0,4.0,11.0,16.0,16.0,20.0,1.0,6.0,5.0,,,,90.0,55.0,6.6,13.0,0,,1.0,,6.0,1.0,1.0,,3.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,3.0,,,,,,2.0,,,,,,,,,
10913499,home,Al Wehda,Karim Yoda,karim-yoda,K. Yoda,M,10,182.0,57,M,23448,EUR,593740800,M,74,74,False,31.0,25.0,6.0,6.0,11.0,13.0,14.0,18.0,,3.0,6.0,,,,86.0,44.0,7.1,10.0,3,,,,7.0,,,,,1.0,,,,1.0,3.0,6.0,3.0,,,2.0,,,,,,1.0,,,,,,,,,,,
10913499,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,256671,EUR,603936000,M,87,87,False,19.0,13.0,1.0,,8.0,11.0,5.0,8.0,2.0,12.0,7.0,,,,90.0,39.0,6.6,11.0,4,,,,5.0,4.0,,,1.0,1.0,1.0,1.0,2.0,,,4.0,3.0,,2.0,2.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,,
