match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_totalTackle,stat_dispossessed,stat_wonTackle,captain,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
12499292,home,Monza,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,30,30,False,42.0,29.0,33.0,20.0,0.0,17.0,22.0,12.0,20.0,1.0,4.0,1.0,1.0,90.0,44.0,6.9,13.0,0.00263574,0,-0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499292,home,Monza,Armando Izzo,armando-izzo,A. Izzo,D,4,183,521,M,165583,EUR,699494400,D,4,4,False,47.0,42.0,4.0,3.0,1.0,31.0,32.0,12.0,16.0,7.0,4.0,,,90.0,61.0,7.2,6.0,0.0626995,0,,1.0,1.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499292,home,Monza,Pablo Marí,pablo-mari,P. Marí,D,30,191,1707,M,208988,EUR,746755200,D,22,22,False,50.0,49.0,1.0,,0.0,37.0,37.0,12.0,13.0,7.0,2.0,,,90.0,63.0,7.1,1.0,0.0047082,0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,
12499292,home,Monza,Andrea Carboni,andrea-carboni,A. Carboni,D,44,185,201,M,970978,EUR,981244800,D,44,44,False,47.0,45.0,1.0,1.0,0.0,28.0,29.0,17.0,20.0,4.0,,,,90.0,60.0,6.8,5.0,0.00906515,0,,2.0,,1.0,3.0,3.0,6.0,,,,1.0,,1.0,1.0,,,,1.0,3.0,,,,,,,,,,,,,,
12499292,home,Monza,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,M,13,13,False,23.0,17.0,3.0,,0.0,13.0,18.0,4.0,6.0,3.0,9.0,,,90.0,43.0,6.6,12.0,0.00856288,0,,1.0,,,,3.0,3.0,2.0,1.0,,,2.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,
12499292,home,Monza,Matteo Pessina,matteo-pessina,M. Pessina,M,32,183,659,M,350210,EUR,861580800,M,32,32,False,46.0,39.0,,,0.0,26.0,31.0,13.0,16.0,1.0,2.0,,,90.0,61.0,6.8,10.0,0.0115919,1,,1.0,,2.0,,3.0,3.0,1.0,,,4.0,1.0,3.0,,,,,,,,,True,1.0,0.0475,,,,,,,,,
12499292,home,Monza,Warren Bondo,warren-bondo,W. Bondo,M,38,177,2004,M,1000366,EUR,1063584000,M,38,38,False,24.0,22.0,,,0.0,13.0,15.0,9.0,9.0,1.0,3.0,,,90.0,37.0,6.4,5.0,0.0056466,1,,,,2.0,1.0,5.0,4.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,,1.0,,,,0.033,1.0,,,,,,,,
12499292,home,Monza,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,377302,EUR,823478400,M,77,77,False,35.0,27.0,5.0,1.0,0.0,11.0,12.0,16.0,26.0,2.0,2.0,,,90.0,59.0,7.4,11.0,0.0275814,0,,3.0,,,,,11.0,,,,2.0,,6.0,,,,,,5.0,,4.0,,,,,,,,,,,,
12499292,home,Monza,Daniel Maldini,daniel-maldini,D. Maldini,F,27,187,4629,M,970928,EUR,1002758400,F,14,14,False,21.0,17.0,1.0,,0.0,8.0,11.0,10.0,13.0,,6.0,,,72.0,40.0,7.1,11.0,0.227498,1,,3.0,1.0,1.0,2.0,4.0,8.0,3.0,2.0,1.0,,3.0,2.0,1.0,1.0,,,,2.0,1.0,2.0,,,0.0264,,dani.malda,1.0,1.0,0.009,,,,
12499292,home,Monza,Gianluca Caprari,gianluca-caprari,G. Caprari,F,24,170,457,M,148458,EUR,743990400,F,10,10,False,22.0,20.0,,,0.0,8.0,8.0,13.0,16.0,,1.0,,,62.0,40.0,6.4,13.0,0.0199082,0,,2.0,1.0,,,7.0,3.0,2.0,1.0,,1.0,4.0,1.0,1.0,,,,,1.0,5.0,,,,,,,,,,1.0,,,
