match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_totalCross,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork
14082855,home,Mallorca,Leo Román,,,leo-roman,L. Román,G,1,189.0,1557,M,1131909,EUR,962841600,G,1,1,False,35.0,12.0,32.0,9.0,0.0,4.0,7.0,8.0,28.0,2.0,1.0,9.0,1.0,2.0,5.0,1.0,1.0,1.0,90.0,47.0,6.0,23.0,0.00519882,0.2442,0,-0.5888,0.05,0.0,-0.23,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082855,home,Mallorca,Mateu Morey,,,mateu-morey,M. Morey,D,2,171.0,594,M,879543,EUR,951955200,D,2,2,False,13.0,11.0,2.0,1.0,0.0,8.0,8.0,3.0,5.0,3.0,,1.0,,,,,,,45.0,28.0,6.1,9.0,0.0380076,,0,,0.05,0.05,-0.3,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14082855,home,Mallorca,Martin Valjent,,,martin-valjent,M. Valjent,D,24,187.0,757,M,300522,EUR,818640000,D,24,24,False,22.0,17.0,6.0,2.0,0.0,11.0,11.0,6.0,11.0,6.0,,5.0,,,,,,,90.0,37.0,6.4,5.0,0.0127508,,0,,0.15,0.08,-0.16,,2.0,2.0,,,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14082855,home,Mallorca,Antonio Raíllo,,,antonio-raillo,A. Raíllo,D,21,186.0,793,M,807116,EUR,686880000,D,21,21,False,30.0,25.0,2.0,1.0,0.0,22.0,25.0,3.0,5.0,2.0,,4.0,,,,,,,90.0,39.0,6.2,6.0,0.00084618,,1,,0.08,0.02,-0.25,,3.0,2.0,1.0,,,,,,,,2.0,2.0,1.0,,True,1.0,1.0,1.0,0.013,-0.12,,,,,,,,,,
14082855,home,Mallorca,Johan Mojica,,,johan-mojica,J. Mojica,D,22,185.0,3950,M,344847,EUR,714355200,D,22,22,False,23.0,13.0,6.0,,0.0,11.0,17.0,2.0,6.0,,2.0,9.0,,,,,,,89.0,46.0,6.2,17.0,0.058363,,0,,0.18,0.07,-0.35,,5.0,4.0,1.0,2.0,,,2.0,1.0,1.0,,,,3.0,,,2.0,,,,,1.0,1.0,,,,,,,,
14082855,home,Mallorca,Manu Morlanes,,,manu-morlanes,M. Morlanes,M,8,178.0,430,M,826004,EUR,916099200,M,8,8,False,15.0,14.0,1.0,,0.0,13.0,13.0,1.0,2.0,1.0,,1.0,,,,,,,33.0,18.0,5.0,2.0,0.00049299,,0,,0.02,0.01,-0.28,,3.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14082855,home,Mallorca,Antonio Sánchez,,,antonio-sanchez,A. Sánchez,M,6,179.0,256,M,949722,EUR,861667200,M,6,6,False,21.0,19.0,1.0,,0.0,15.0,15.0,4.0,6.0,1.0,1.0,3.0,,,,,,,90.0,36.0,7.3,4.0,0.00288017,,1,,0.08,0.02,0.68,,4.0,4.0,2.0,,,,1.0,1.0,,,1.0,1.0,3.0,2.0,,,,1.0,0.0253,-0.06,1.0,,,,,,,,,
14082855,home,Mallorca,Takuma Asano,,,takuma-asano,T. Asano,M,11,173.0,2033,M,309546,EUR,784425600,M,11,11,False,5.0,2.0,,,0.0,,1.0,2.0,4.0,,,1.0,,,,,,,45.0,8.0,6.1,4.0,0.00138636,,0,,0.01,0.11,-0.16,,4.0,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
14082855,home,Mallorca,Pablo Torre,,,pablo-torre,P. Torre,M,20,173.0,37883,M,1082981,EUR,1049328000,M,20,20,False,12.0,10.0,,,0.0,7.0,7.0,3.0,5.0,1.0,,,,,,,,,45.0,17.0,6.2,5.0,0.00062244,,0,,-0.06,-0.06,-0.07,,3.0,1.0,,,,,,1.0,2.0,,1.0,,,,,2.0,,,,,,,PabloTorre,,,,,,,
14082855,home,Mallorca,Sergi Darder,,,sergi-darder,S. Darder,M,10,180.0,979,M,110783,EUR,756518400,M,10,10,False,17.0,14.0,3.0,2.0,0.0,7.0,8.0,7.0,9.0,,,3.0,,,,,,,83.0,26.0,6.5,9.0,0.0450096,,0,,0.19,0.05,-0.1,,3.0,1.0,,3.0,,,1.0,1.0,,1.0,,,,,,3.0,,,,,,,,1.0,,,,,,
14082855,home,Mallorca,Vedat Muriqi,,,vedat-muriqi,V. Muriqi,F,7,194.0,5879,M,310874,EUR,767145600,F,7,7,False,4.0,1.0,,,0.0,1.0,1.0,,3.0,,,,,,,,,,39.0,8.0,5.5,4.0,1.924e-05,,1,,-0.24,0.27,-0.01,,3.0,3.0,,,,,1.0,2.0,2.0,,1.0,,,,,,1.0,,0.1488,-0.45,,1.0,vedatmuriqi,,1.0,1.0,0.2166,,,
14082855,home,Mallorca,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181.0,553,M,255999,EUR,728611200,M,5,5,True,8.0,5.0,3.0,2.0,0.0,3.0,5.0,2.0,3.0,,1.0,,,,,,,,45.0,13.0,6.7,4.0,0.00586392,,0,,0.04,0.01,0.0,,,2.0,,,,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
