match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_lastManTackle,stat_unsuccessfulTouch,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,captain,stat_shotOffTarget,stat_totalOffside,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
12450954,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,1,1,False,17.0,14.0,5.0,2.0,0.0,12.0,12.0,2.0,5.0,9.0,1.0,3.0,4.0,90.0,29.0,7.7,3.0,0.00139043,0,0.2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450954,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,False,33.0,28.0,,,0.0,11.0,12.0,18.0,22.0,3.0,,,,79.0,50.0,7.2,9.0,0.18008,0,,1.0,1.0,1.0,7.0,5.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12450954,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,73.0,61.0,15.0,4.0,0.0,41.0,47.0,20.0,27.0,6.0,,,,90.0,89.0,7.6,16.0,0.339276,0,,1.0,,,,2.0,,,,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
12450954,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,76.0,70.0,7.0,4.0,0.0,46.0,48.0,24.0,28.0,4.0,,,,90.0,90.0,7.4,7.0,0.022849,0,,,,,2.0,1.0,,,,7.0,1.0,1.0,1.0,,1.0,,1.0,,,niakhate,1.0,,,,,,,,,,,
12450954,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,62.0,57.0,1.0,1.0,0.0,30.0,30.0,27.0,37.0,5.0,,,,90.0,89.0,7.6,10.0,0.171902,2,,5.0,,3.0,6.0,5.0,,,,2.0,2.0,2.0,1.0,3.0,2.0,,1.0,,,tagliafico3,1.0,1.0,1.0,0.2571,0.0933,,,,,,,
12450954,home,Olympique Lyonnais,Jordan Veretout,,,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,7,7,False,64.0,57.0,2.0,,0.0,29.0,30.0,28.0,34.0,10.0,,,,90.0,67.0,6.7,8.0,0.0180072,0,,,,,2.0,1.0,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,,
12450954,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,70.0,62.0,6.0,3.0,0.0,25.0,26.0,37.0,45.0,6.0,,,,90.0,85.0,7.3,15.0,0.186127,0,,1.0,,1.0,4.0,5.0,,4.0,1.0,,1.0,2.0,1.0,,,2.0,1.0,,2.0,Mati,,,,,,2.0,,,,,,
12450954,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,52.0,43.0,3.0,,0.0,12.0,13.0,31.0,40.0,5.0,,,,90.0,78.0,7.5,12.0,0.180964,2,,1.0,,3.0,11.0,11.0,,3.0,1.0,5.0,,4.0,3.0,1.0,3.0,1.0,,,,,4.0,1.0,,0.081,0.0122,5.0,True,1.0,1.0,,,
12450954,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,F,18,18,False,47.0,40.0,1.0,1.0,0.0,5.0,6.0,37.0,45.0,3.0,,,,79.0,71.0,7.8,17.0,0.223476,3,,4.0,2.0,,3.0,8.0,2.0,4.0,4.0,1.0,,1.0,1.0,2.0,,2.0,,,5.0,rayan_cherki,1.0,,2.0,0.2337,,1.0,,1.0,,,,
12450954,home,Olympique Lyonnais,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,1009372,EUR,972950400,F,69,69,False,19.0,16.0,1.0,1.0,0.0,1.0,3.0,15.0,18.0,1.0,,,,90.0,35.0,6.4,12.0,0.0192529,2,,2.0,,3.0,7.0,,1.0,2.0,,1.0,,,,,,,,,4.0,georgesmkd,1.0,,1.0,0.1141,,,,1.0,,,,
