match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_aerialLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_wonContest,stat_wasFouled,captain,stat_accurateCross,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_clearanceOffLine
10913463,home,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400.0,G,1,1,False,33.0,29.0,9.0,5.0,28.0,29.0,1.0,4.0,6.0,90.0,37.0,6.9,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913463,home,Al-Hilal,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,178.0,8457,M,966849,EUR,932256000.0,D,66,66,False,48.0,45.0,1.0,1.0,21.0,21.0,24.0,28.0,4.0,90.0,68.0,7.3,8.0,1,,,23,s.abdulhamed66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10913463,home,Al-Hilal,Hyun Soo Jang,hyun-soo-jang,H. S. Jang,D,187.0,185,M,160875,EUR,686016000.0,D,20,20,False,102.0,93.0,1.0,,64.0,69.0,29.0,33.0,3.0,90.0,107.0,7.2,9.0,0,,,20,,,,2.0,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10913463,home,Al-Hilal,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,182.0,1057,M,1138857,EUR,627609600.0,D,5,5,False,102.0,98.0,5.0,4.0,67.0,69.0,31.0,33.0,4.0,90.0,106.0,7.3,5.0,0,,,3,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10913463,home,Al-Hilal,Mohammed Al-Burayk,mohammed-al-burayk,M. Al-Burayk,D,173.0,281,M,804096,EUR,716515200.0,D,2,2,False,66.0,58.0,2.0,1.0,26.0,29.0,32.0,39.0,7.0,89.0,89.0,7.0,13.0,3,,,2,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,4.0,3.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,
10913463,home,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,191.0,1575,M,828524,EUR,780192000.0,M,28,28,False,86.0,82.0,5.0,5.0,39.0,40.0,43.0,46.0,6.0,90.0,95.0,7.5,6.0,2,,,28,,,,4.0,,,3.0,1.0,,1.0,1.0,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
10913463,home,Al-Hilal,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,175.0,1944,M,180059,EUR,719020800.0,M,6,6,False,74.0,71.0,2.0,1.0,33.0,34.0,38.0,40.0,5.0,61.0,81.0,7.0,7.0,0,,,6,,,,,,,,,1.0,,,,2.0,4.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,
10913463,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,180.0,14534,M,115182,EUR,676857600.0,M,19,19,False,99.0,94.0,10.0,8.0,38.0,40.0,56.0,61.0,8.0,90.0,112.0,7.5,11.0,1,,,19,18andrecarrillo,,2.0,5.0,1.0,1.0,,,2.0,2.0,,,,2.0,,2.0,,,,,4.0,,,,4.0,1.0,,,,,,
10913463,home,Al-Hilal,Salman Al-Faraj,salman-al-faraj,S. Al-Faraj,M,180.0,489,M,148858,EUR,617932800.0,M,7,7,False,83.0,80.0,3.0,3.0,33.0,33.0,48.0,55.0,5.0,90.0,102.0,7.7,11.0,2,,,7,,1.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,,,,4.0,2.0,1.0,,1.0,,,2.0,1.0,,1.0,2.0,,True,1.0,1.0,,,
10913463,home,Al-Hilal,Michael,michael,Michael,M,166.0,9025,M,878084,EUR,826588800.0,M,96,96,False,25.0,18.0,,,1.0,3.0,18.0,23.0,1.0,87.0,43.0,6.6,13.0,2,,,96,Michael19,,1.0,4.0,,1.0,,,2.0,1.0,,,2.0,6.0,1.0,,1.0,,,1.0,6.0,,,,2.0,2.0,,1.0,1.0,,,
