match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_accurateCross,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalOffside,stat_challengeLost,stat_shotOffTarget,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed
11406743,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,29.0,13.0,27.0,11.0,6.0,9.0,7.0,20.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,35.0,6.8,16.0,0.00183371,0,0.0671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406743,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,16.0,11.0,3.0,1.0,7.0,9.0,4.0,9.0,2.0,,3.0,,,,,,,,45.0,24.0,6.7,8.0,0.0162463,0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11406743,home,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,19.0,10.0,7.0,2.0,7.0,7.0,3.0,12.0,12.0,10.0,4.0,4.0,,,,,,,90.0,37.0,7.8,10.0,0.00071679,1,,,,7.0,,1.0,,yerrymina,1.0,1.0,1.0,1.0,1.0,0.4749,0.1087,,,,,,,,,,,,,,,,,
11406743,home,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,4,4,False,17.0,10.0,5.0,2.0,4.0,5.0,6.0,12.0,8.0,9.0,3.0,,,,,,,,90.0,29.0,7.1,7.0,0.00576948,1,,,4.0,8.0,4.0,,,,,,1.0,,,0.0498,0.0272,2.0,,,,,,,,,,,,,,,,
11406743,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,27,27,False,18.0,14.0,4.0,2.0,7.0,10.0,10.0,18.0,1.0,2.0,9.0,,,,,,,,77.0,40.0,6.8,15.0,0.0344947,0,,10.0,3.0,1.0,5.0,,,,1.0,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,
11406743,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,M,8,8,False,25.0,12.0,2.0,,2.0,7.0,11.0,21.0,13.0,2.0,5.0,2.0,,,,,,,89.0,49.0,6.8,22.0,0.0662289,0,,3.0,4.0,8.0,10.0,2.0,2.0,,3.0,1.0,,,2.0,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,
11406743,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,23.0,22.0,1.0,,9.0,9.0,13.0,14.0,4.0,2.0,3.0,,,,,,,,90.0,35.0,6.8,3.0,0.0380272,1,,,4.0,,8.0,3.0,3.0,,2.0,1.0,,,,0.0253,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,
11406743,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,24.0,11.0,6.0,1.0,7.0,10.0,4.0,15.0,4.0,,4.0,2.0,,,,,,,90.0,34.0,6.2,17.0,0.0464958,0,,1.0,,1.0,7.0,2.0,1.0,,1.0,,,,,,,,,3.0,1.0,2.0,,2.0,,True,1.0,,,,,,,
11406743,home,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,M,70,70,False,8.0,7.0,1.0,1.0,,,7.0,9.0,,,1.0,,,,,,,,44.0,15.0,5.9,6.0,0.0282097,2,,1.0,2.0,,5.0,,,,,,,,2.0,0.0444,,,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,
11406743,home,Cagliari,Gianluca Lapadula,gianluca-lapadula,G. Lapadula,F,10,178,4596,M,147368,EUR,634348800,F,9,9,False,7.0,6.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,,2.0,1.0,,,,,,,45.0,10.0,6.8,2.0,0.0112011,1,,,1.0,1.0,1.0,,,gianlucalapadula,,,1.0,,1.0,0.2733,0.3311,,,,,,,,,,,,,,,,,
