match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,from,player_id,player_name,rescinded
10447713,FT,3.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
10447713,,,,,90,4.0,,1,,,substitution,121216586.0,False,True,regular,,,,,
10447713,,,,,90,0.0,,1,,,injuryTime,,,,,4.0,,,,
10447713,,3.0,2.0,,87,,,4,,,goal,165541372.0,,False,regular,,regular,347952.0,Santo D'Angelo,
10447713,,3.0,1.0,,80,,,11,,,goal,165541343.0,,True,penalty,,penalty,152483.0,Matteo Brunori,
10447713,,,,,74,,,17,,,card,120397905.0,,True,yellow,,,792314.0,Edoardo Soleri,False
10447713,,,,,73,,,18,,,substitution,121216587.0,False,False,regular,,,,,
10447713,,,,,66,,,25,,,substitution,121215837.0,False,True,regular,,,,,
10447713,,,,,63,,,28,,,substitution,121215841.0,False,False,regular,,,,,
10447713,,,,,63,,,28,,,substitution,121215839.0,False,False,regular,,,,,
10447713,,,,,60,,,31,,,card,120397872.0,,False,yellow,,,226790.0,Giuliano Laezza,False
10447713,,2.0,1.0,,57,,,34,,,goal,165541238.0,,False,penalty,,penalty,283337.0,Marco Rosafio,
10447713,,,,,52,,,39,,,substitution,121215812.0,False,False,regular,,,,,
10447713,,,,,52,,,39,,,substitution,121215811.0,False,False,regular,,,,,
10447713,,,,,46,,,45,,,substitution,121215753.0,False,True,regular,,,,,
10447713,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
10447713,,,,,45,0.0,,1,,,injuryTime,,,,,4.0,,,,
10447713,,2.0,0.0,,37,,,9,,,goal,165541078.0,,True,regular,,regular,152483.0,Matteo Brunori,
10447713,,,,,30,,,16,,,card,120397773.0,,False,yellow,,,1011545.0,Daniele Sorrentino,False
10447713,,,,,20,,,26,,,substitution,121215555.0,True,True,injury,,,,,
10447713,,,,,19,,,27,,,card,120397728.0,,False,yellow,,,283337.0,Marco Rosafio,False
10447713,,1.0,0.0,,3,,,43,,,goal,165540911.0,,True,regular,,regular,152483.0,Matteo Brunori,
