match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded
12499661,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,38.0,38.0,15.0,15.0,0.0,35.0,35.0,3.0,3.0,6.0,1.0,2.0,90.0,43.0,7.7,0.00073768,0,0.5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499661,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,False,,70.0,66.0,2.0,2.0,0.0,27.0,27.0,40.0,45.0,8.0,,,90.0,88.0,8.1,0.640253,1,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.1498,0.8443,1.0,,,,,,,,,,,,,,,,,,,,,
12499661,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,58.0,53.0,2.0,2.0,0.0,22.0,26.0,31.0,32.0,6.0,,,61.0,66.0,7.2,0.0151225,0,,,,,,2.0,,,,2.0,1.0,,6.0,,,,1.0,4.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
12499661,home,FC Bayern München,Eric Dier,eric-dier,E. Dier,D,3,191,4303,M,ericdier,146101,EUR,758592000,D,15,15,False,,108.0,103.0,10.0,8.0,0.0,53.0,55.0,50.0,53.0,6.0,,,90.0,116.0,7.8,0.259795,1,,,,,,3.0,,1.0,,1.0,1.0,,5.0,0.1325,0.5769,,2.0,4.0,7.0,,2.0,,1.0,1.0,,,,,,,,,,,,,
12499661,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,False,,68.0,62.0,2.0,2.0,0.0,17.0,19.0,45.0,52.0,4.0,,,90.0,95.0,7.4,0.15794,3,,,,3.0,,6.0,1.0,,,3.0,1.0,1.0,15.0,0.0906,,2.0,,1.0,4.0,3.0,1.0,,1.0,,3.0,1.0,1.0,2.0,,,,,,,,,
12499661,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,97.0,86.0,14.0,12.0,0.0,29.0,30.0,60.0,74.0,8.0,,,90.0,117.0,8.0,0.42335,1,,,,7.0,3.0,2.0,,,,,,1.0,18.0,0.1138,,3.0,,,6.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
12499661,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,91.0,86.0,5.0,2.0,0.0,24.0,25.0,62.0,66.0,4.0,,,90.0,95.0,7.0,0.0958827,0,,,,,,3.0,,,,,,1.0,6.0,,,,,,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,
12499661,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,LeroySane,293519,EUR,821318400,M,10,10,False,,41.0,34.0,2.0,2.0,0.0,5.0,6.0,30.0,36.0,2.0,,,67.0,58.0,9.0,0.231922,4,,,,1.0,1.0,4.0,1.0,2.0,2.0,,2.0,,11.0,0.4828,1.1883,2.0,,,4.0,4.0,1.0,1.0,1.0,,1.0,2.0,,2.0,,,,,,,,,
12499661,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,esmuellert,35166,EUR,621648000,M,25,25,False,,42.0,31.0,2.0,1.0,1.0,2.0,3.0,30.0,40.0,,,,81.0,49.0,7.1,0.257836,1,,,,1.0,1.0,3.0,,,,,,2.0,15.0,0.1203,,3.0,,,1.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,
12499661,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,,27.0,24.0,,,0.0,3.0,3.0,21.0,27.0,2.0,,,45.0,37.0,7.0,0.0366576,2,,,,3.0,,3.0,,,,,1.0,1.0,8.0,0.0742,,,1.0,,2.0,3.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,
12499661,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299741,M,HurriKane,108579,EUR,743817600,F,9,9,False,,15.0,10.0,1.0,1.0,1.0,1.0,2.0,9.0,13.0,1.0,,,61.0,24.0,8.1,0.150657,5,,,,,,1.0,,4.0,1.0,,,1.0,7.0,1.3214,1.96,1.0,,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,
12499661,home,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11316,M,m.tel14,1048888,EUR,1114560000,F,39,39,True,,21.0,21.0,1.0,1.0,1.0,4.0,4.0,18.0,20.0,,,,45.0,30.0,7.2,0.399142,2,,,,3.0,1.0,4.0,,,,,,,4.0,0.0579,,1.0,,,2.0,2.0,,,2.0,2.0,,,,2.0,,1.0,,,,,,,
