match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_challengeLost,stat_totalOffside,stat_dispossessed,stat_goalAssist,stat_keyPass,stat_goals,stat_goodHighClaim,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed
10411589,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,47.0,21.0,35.0,9.0,13.0,14.0,8.0,33.0,11.0,1.0,1.0,90.0,54.0,7.1,28.0,0.0,0.0,0.00650886,0,0.1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411589,home,Torino,David Zima,zima-david,D. Zima,D,4,190,298,M,963084,EUR,973641600,D,6,6,False,35.0,27.0,5.0,3.0,21.0,25.0,6.0,10.0,5.0,,,90.0,47.0,7.8,8.0,0.0325,0.0906,0.0093933,1,,1.0,5.0,2.0,8.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411589,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,15.0,12.0,,,10.0,12.0,2.0,3.0,,,,23.0,18.0,6.6,4.0,0.0,0.0,0.00086155,0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10411589,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,13,13,False,34.0,26.0,7.0,2.0,23.0,27.0,4.0,10.0,7.0,,,90.0,58.0,7.9,10.0,0.0,0.0,0.0300937,0,,2.0,2.0,5.0,8.0,,7.0,2.0,4.0,4.0,1.0,3.0,,,,2.0,True,3.0,1.0,,,,,,,,,,,,,,
10411589,home,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,M,17,17,False,51.0,39.0,6.0,1.0,17.0,18.0,22.0,35.0,4.0,,,90.0,79.0,6.8,19.0,0.0422,0.0,0.0121958,1,,2.0,4.0,5.0,7.0,,4.0,,,1.0,1.0,3.0,,,2.0,,,2.0,,stephane_singo,2.0,2.0,1.0,,,,,,,,,,
10411589,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,43.0,34.0,2.0,1.0,13.0,17.0,21.0,26.0,8.0,,,90.0,58.0,7.0,13.0,0.0,0.0,0.044638,0,,2.0,2.0,4.0,6.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,3.0,2.0,,,,,,,,1.0,1.0,,,,,,,,
10411589,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,44.0,39.0,,,22.0,24.0,17.0,20.0,4.0,,,90.0,58.0,6.6,9.0,0.0,0.0,0.00553804,0,,2.0,,6.0,9.0,,,,1.0,2.0,1.0,1.0,,,1.0,7.0,,,,,,,,,,3.0,,,,,,,
10411589,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,27,27,False,54.0,50.0,3.0,3.0,21.0,23.0,29.0,33.0,5.0,,,90.0,71.0,7.4,6.0,0.0,0.0,0.096279,0,,3.0,,3.0,2.0,,1.0,,2.0,2.0,2.0,,,,,,,2.0,,,,,,,,,1.0,2.0,,,,,
10411589,home,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182,4256,M,324353,EUR,813888000,F,59,59,False,26.0,24.0,3.0,2.0,9.0,10.0,15.0,16.0,7.0,,,90.0,34.0,6.6,6.0,0.0,0.0,0.025767,0,,1.0,1.0,4.0,3.0,,,,,,,,,,1.0,2.0,,,,Miranchuk,2.0,,,,,1.0,,1.0,,,,,
10411589,home,Torino,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185,4597,M,802665,EUR,824342400,F,49,49,False,26.0,17.0,3.0,,3.0,5.0,15.0,25.0,3.0,,,88.0,51.0,7.3,20.0,0.3048,0.5302,0.116808,4,,,,9.0,4.0,3.0,,,,,,3.0,,,1.0,1.0,,4.0,1.0,n.radonjic7,8.0,3.0,1.0,,1.0,1.0,,1.0,1.0,,,,
