match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed
10665991,home,Al-Ettifaq,Vitinho,,,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800.0,F,27,27,False,28.0,23.0,3.0,3.0,3.0,4.0,21.0,28.0,3.0,9.0,3.0,4.0,1.0,3.0,,,,,85.0,57.0,7.1,16.0,3,,4.0,1.0,,8.0,6.0,2.0,,,1.0,,2.0,2.0,1.0,,1.0,2.0,,3.0,,1.0,,
10665991,home,Al-Ettifaq,Robin Quaison,,,robin-quaison,R. Quaison,F,,184.0,385,M,163565,EUR,750124800.0,F,99,99,True,5.0,3.0,,,1.0,1.0,2.0,4.0,,,1.0,1.0,,,,,,,14.0,9.0,7.4,3.0,0,1.0,,,1.0,2.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,
10665991,home,Al-Ettifaq,Youssouf Niakate,,,youssouf-niakate,Y. Niakate,F,12,178.0,551,M,291915,EUR,724464000.0,F,18,18,True,3.0,1.0,,,1.0,1.0,,2.0,,1.0,,2.0,,,,,,,17.0,7.0,7.5,3.0,2,,,,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,
10665991,home,Al-Ettifaq,Turki Ba Al-Jawsh,Turki Ba Al-Jawsh,,turki-ba-al-jawsh,T. B. Al-Jawsh,G,92,,20,M,1434208,EUR,1069632000.0,G,92,92,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,home,Al-Ettifaq,Fahad Ghazi,Fahad,Ghazi,fahad-ghazi,F. Ghazi,D,14,181.0,11,M,832496,EUR,762393600.0,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,home,Al-Ettifaq,Fahad Al-Dossari,Fahad Al-Dossari,,fahad-al-dossari,F. Al-Dossari,M,97,,1,M,1134247,EUR,,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,home,Al-Ettifaq,Ibrahim Mahnashi,,,ibrahim-mahnashi,I. Mahnashi,M,40,,10,M,917267,EUR,942883200.0,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,home,Al-Ettifaq,Hamed Al-Ghamdi,,,hamed-al-ghamdi,H. Al-Ghamdi,M,80,162.0,225,M,985140,EUR,923011200.0,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,home,Al-Ettifaq,Nawaf Hazazi,Nawaf Hazazi,,hazazi-nawaf,N. Hazazi,F,77,168.0,13,M,1092810,EUR,1010707200.0,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,home,Al-Ettifaq,Abdullah Al-Salem,,,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200.0,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,away,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187.0,1481,M,362758,EUR,728611200.0,G,16,16,False,28.0,16.0,21.0,9.0,15.0,20.0,1.0,8.0,,,,14.0,,,1.0,2.0,5.0,,90.0,45.0,6.9,14.0,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,away,Abha,Saeed Al Hamsal,,,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600.0,D,39,39,False,25.0,20.0,2.0,2.0,12.0,16.0,8.0,10.0,1.0,5.0,2.0,7.0,4.0,,,,,,78.0,46.0,7.0,10.0,1,,1.0,,1.0,4.0,,,,1.0,3.0,3.0,1.0,,,,2.0,,,1.0,,,,
10665991,away,Abha,Saad Natiq,,,saad-natiq,S. Natiq,D,,188.0,510,M,836756,EUR,764035200.0,D,4,4,False,43.0,38.0,2.0,,32.0,34.0,6.0,9.0,3.0,6.0,6.0,7.0,3.0,,,,,,90.0,56.0,6.8,6.0,1,,,,2.0,5.0,,,,1.0,1.0,3.0,3.0,,1.0,,,,,,,,,
10665991,away,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178.0,7,M,118137,EUR,555811200.0,D,3,3,False,47.0,39.0,6.0,3.0,31.0,37.0,8.0,10.0,1.0,3.0,4.0,4.0,1.0,1.0,,,,,90.0,59.0,7.2,10.0,1,,,,2.0,4.0,,,,,3.0,,2.0,,,,,1.0,1.0,2.0,True,,,
10665991,away,Abha,Sari Amro,,,sari-amro,S. Amro,D,,178.0,2,,817952,EUR,627091200.0,D,31,31,False,30.0,23.0,2.0,1.0,18.0,21.0,5.0,11.0,,,,5.0,,,,,,,78.0,47.0,6.1,14.0,0,,2.0,,1.0,3.0,1.0,,,,,,,,,,1.0,,,2.0,,,,
10665991,away,Abha,Zakaria Al-Sudani,,,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200.0,M,21,21,False,39.0,34.0,4.0,3.0,23.0,25.0,11.0,14.0,1.0,5.0,4.0,8.0,2.0,,,,,,86.0,52.0,6.9,8.0,0,,,,2.0,6.0,2.0,2.0,,,,1.0,3.0,2.0,1.0,,,,,2.0,,,,
10665991,away,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800.0,M,8,8,False,38.0,32.0,3.0,,15.0,17.0,17.0,21.0,,1.0,,4.0,,1.0,,,,,90.0,45.0,6.1,10.0,1,,,,,6.0,2.0,,,,,,2.0,,1.0,,1.0,1.0,,,,,,
10665991,away,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400.0,M,18,18,False,16.0,12.0,1.0,,7.0,9.0,5.0,9.0,,5.0,,4.0,3.0,2.0,,,,,89.0,35.0,6.3,13.0,1,,2.0,,1.0,8.0,2.0,,,1.0,,1.0,,1.0,1.0,,4.0,,,1.0,,,,
10665991,away,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400.0,M,10,10,False,51.0,41.0,3.0,2.0,14.0,17.0,29.0,42.0,,6.0,,4.0,3.0,2.0,,,,,90.0,75.0,7.7,20.0,3,1.0,8.0,2.0,,3.0,2.0,1.0,2.0,,,1.0,1.0,5.0,1.0,,,1.0,,3.0,,2.0,2.0,1.0
10665991,away,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800.0,M,7,7,False,38.0,34.0,1.0,1.0,9.0,10.0,25.0,29.0,,4.0,,1.0,2.0,1.0,,,,,90.0,53.0,6.8,10.0,1,,1.0,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,2.0,
10665991,away,Abha,Felipe Caicedo,,,felipe-caicedo,F. Caicedo,F,,185.0,1058,M,18841,EUR,589420800.0,F,20,20,False,19.0,13.0,,,6.0,8.0,7.0,12.0,2.0,7.0,1.0,2.0,1.0,1.0,,,,,89.0,40.0,6.5,13.0,3,,1.0,,2.0,5.0,5.0,3.0,,2.0,,1.0,,,,,1.0,,,1.0,,1.0,2.0,1.0
10665991,away,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000.0,M,14,14,True,12.0,10.0,,,3.0,4.0,7.0,8.0,,1.0,1.0,1.0,,,,,,,12.0,19.0,6.5,2.0,1,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,
10665991,away,Abha,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400.0,D,13,13,True,13.0,10.0,2.0,1.0,2.0,3.0,9.0,14.0,,1.0,,4.0,1.0,,,,,,12.0,23.0,6.6,8.0,0,,4.0,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,
10665991,away,Abha,Mutair Al Zahrani,Mutair Al Zahrani,,mutair-al-zahrani,M. A. Zahrani,M,15,174.0,8,M,1063645,EUR,782784000.0,D,15,15,True,18.0,14.0,1.0,,4.0,5.0,10.0,13.0,,,,3.0,,,,,,,16.0,20.0,6.2,4.0,1,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,
10665991,away,Abha,Saad Al-Salouli,,,saad-alselouli,S. Al-Salouli,M,24,168.0,15,M,917266,EUR,896054400.0,D,88,88,True,5.0,5.0,,,1.0,1.0,4.0,6.0,,,,,,,,,,,8.0,10.0,6.2,3.0,0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10665991,away,Abha,Tayeb Meziani,,,tayeb-meziani,T. Meziani,F,,175.0,395,M,896711,EUR,825379200.0,F,17,17,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,9.0,6.0,6.3,4.0,0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,
10665991,away,Abha,Mansour Jawhar,,,mansour-jawhar,M. Jawhar,G,1,180.0,2,M,793872,EUR,795571200.0,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,away,Abha,Ahmad Al Hbeab,Ahmad,Al Hbeab,ahmad-al-hbeab,A. A. Hbeab,D,76,176.0,1,M,818761,EUR,725932800.0,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,away,Abha,Musab Muharraq,Musab,Muharraq,musab-muharraq,M. Muharraq,M,16,166.0,1,M,996632,EUR,917136000.0,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
10665991,away,Abha,Abdulfattah Adam Mohammed,,,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180.0,85,M,952442,EUR,788918400.0,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
