match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_penaltyConceded,stat_dispossessed,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
11352402,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,333373,EUR,760838400,F,24,24,False,34.0,29.0,2.0,2.0,14.0,16.0,19.0,6.0,,,,63.0,39.0,6.8,7.0,0.0261298,0,,miguel_almiron,,,15.0,1.0,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,
11352402,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,113956,EUR,699148800,F,9,9,True,14.0,11.0,,,4.0,4.0,10.0,1.0,,,,45.0,25.0,6.9,10.0,0.115965,0,,,,,7.0,,,,4.0,3.0,1.0,1.0,,,,1.0,,,5.0,2.0,1.0,,,2.0,1.0,,,,,,,2.0,,,,,,
11352402,home,Newcastle United,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,M,15,15,True,11.0,10.0,,,,1.0,10.0,2.0,,,,27.0,16.0,7.6,1.0,0.0865196,3,,,,,10.0,,,,,1.0,1.0,1.0,,2.0,1.0,,,,,,,0.3225,0.3487,,,,1.0,,,,,,,,,,,
11352402,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,980634,EUR,1037059200,D,21,21,True,16.0,14.0,1.0,,7.0,7.0,9.0,2.0,,,,26.0,21.0,6.6,3.0,0.00918151,0,,,,,7.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
11352402,home,Newcastle United,Loris Karius,,,loris-karius,L. Karius,G,1,190,1739,M,174135,EUR,740707200,G,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,1136730,EUR,1094601600,D,20,20,True,,,,,,,,,,,,,,,,,0,,lewishall_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,home,Newcastle United,Paul Dummett,,,paul-dummett,P. Dummett,D,,183,154,M,185995,EUR,685843200,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,home,Newcastle United,Emil Krafth,,,emil-krafth,E. Krafth,D,17,184,985,M,150396,EUR,775785600,D,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,home,Newcastle United,Matt Ritchie,,,matt-ritchie,M. Ritchie,M,30,173,303,M,42699,EUR,621388800,M,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,home,Newcastle United,Joe White,,,joe-white,J. White,M,30,186,206,M,994550,EUR,1033430400,M,40,40,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,away,Luton Town,Thomas Kaminski,,,thomas-kaminski,T. Kaminski,G,1,190,545,M,45959,EUR,719798400,G,24,24,False,40.0,22.0,24.0,8.0,15.0,23.0,17.0,10.0,2.0,,2.0,90.0,50.0,6.2,18.0,0.0017102,0,-1.2616,,,,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
11352402,away,Luton Town,Teden Mengi,,,teden-mengi,T. Mengi,D,15,183,754,M,979233,EUR,1020124800,D,15,15,False,42.0,39.0,1.0,1.0,19.0,20.0,22.0,7.0,,,,90.0,58.0,6.5,5.0,0.00991782,0,,,,,20.0,,,,4.0,,,,,,,5.0,,,,,1.0,,,,1.0,,,2.0,4.0,1.0,,1.0,,,,,,
11352402,away,Luton Town,Gabriel Osho,,,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,2,2,False,24.0,19.0,4.0,,14.0,15.0,9.0,2.0,,,,90.0,41.0,7.1,6.0,0.00179078,1,,,,,5.0,,,,2.0,4.0,1.0,1.0,,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,0.483,0.5036,,,,,1.0,1.0,,,,,,,,,
11352402,away,Luton Town,Amari'i Bell,,,amarii-bell,A. Bell,D,17,179,289,M,369674,EUR,768096000,D,29,29,False,42.0,34.0,1.0,,17.0,21.0,22.0,8.0,,,,90.0,62.0,6.1,15.0,0.0151398,0,,,,,17.0,1.0,,,5.0,3.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,
11352402,away,Luton Town,Chiedozie Ogbene,,,ogbene-chiedozie,C. Ogbene,M,19,181,757,M,849309,EUR,862444800,M,7,7,False,31.0,29.0,,,12.0,12.0,21.0,7.0,,,,90.0,62.0,7.5,8.0,0.0115456,1,,,,,17.0,2.0,,,6.0,10.0,7.0,5.0,,1.0,,3.0,,,1.0,5.0,1.0,0.0591,0.0424,,2.0,,,1.0,,,,1.0,,,,,,1.0
11352402,away,Luton Town,Albert Sambi Lokonga,,,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,28,28,False,45.0,42.0,3.0,2.0,23.0,25.0,20.0,4.0,,,,90.0,65.0,7.2,6.0,0.0415538,0,,,,,19.0,,,3.0,4.0,11.0,1.0,1.0,,,,2.0,5.0,3.0,1.0,2.0,1.0,,,1.0,1.0,,,2.0,2.0,,,2.0,,,,,,
11352402,away,Luton Town,Ross Barkley,,,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,6,6,False,56.0,51.0,5.0,3.0,17.0,18.0,40.0,6.0,,,,90.0,78.0,8.9,7.0,0.44,2,,,,1.0,36.0,2.0,2.0,2.0,6.0,8.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,,,,0.7045,0.8116,5.0,2.0,,1.0,,2.0,2.0,,,,,,,,
11352402,away,Luton Town,Alfie Doughty,,,alfie-doughty,A. Doughty,M,14,183,521,M,945792,EUR,945734400,M,45,45,False,29.0,21.0,7.0,3.0,12.0,16.0,16.0,5.0,,,,79.0,46.0,6.4,14.0,0.0512469,1,,,,,10.0,3.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,3.0,1.0,,0.0473,0.3382,1.0,,,,,1.0,,,,,,,,,
11352402,away,Luton Town,Jordan Clark,,,jordan-clark,J. Clark,M,18,183,134,M,150477,EUR,748656000,F,18,18,False,19.0,12.0,1.0,1.0,4.0,7.0,14.0,1.0,,,,68.0,38.0,6.5,15.0,0.00847753,0,,,,,8.0,2.0,,,9.0,3.0,2.0,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,3.0,2.0,,5.0,,,,,,
11352402,away,Luton Town,Carlton Morris,,,carlton-morris,C. Morris,F,9,185,1069,M,358222,EUR,819072000,F,9,9,False,20.0,16.0,1.0,,8.0,10.0,10.0,4.0,,,,79.0,31.0,8.2,6.0,0.141129,2,,,True,1.0,8.0,,,4.0,1.0,4.0,,,1.0,2.0,1.0,3.0,,,2.0,,1.0,0.8213,1.0211,2.0,,,,,,,,,,,,,,
11352402,away,Luton Town,Elijah Adebayo,,,adebayo-elijah,E. Adebayo,F,11,193,980,M,920542,EUR,884131200,F,11,11,False,10.0,9.0,1.0,,3.0,4.0,7.0,1.0,,,,88.0,37.0,6.7,16.0,0.0105263,2,,,,,6.0,1.0,,3.0,11.0,5.0,4.0,1.0,,1.0,1.0,3.0,,,7.0,1.0,2.0,0.1606,0.8945,,1.0,,1.0,,1.0,2.0,,3.0,,,,,,
11352402,away,Luton Town,Pelly Ruddock Mpanzu,,,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175,298,M,387116,EUR,742867200,M,17,17,True,6.0,6.0,,,2.0,2.0,4.0,1.0,,,,22.0,11.0,6.7,1.0,0.00528048,1,,,,,4.0,,,,4.0,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,0.0738,0.1807,,1.0,,,,,,,1.0,,,,,,
11352402,away,Luton Town,Reece Burke,,,reece-burke,R. Burke,D,32,189,102,M,372342,EUR,841622400,D,16,16,True,5.0,2.0,2.0,,,,5.0,,,,,11.0,8.0,6.6,3.0,0.00143095,0,,,,,2.0,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11352402,away,Luton Town,Jacob Brown,,,jacob-brown,J. Brown,F,40,178,156,M,858911,EUR,892166400,F,19,19,True,8.0,3.0,,,1.0,1.0,7.0,1.0,,,,11.0,17.0,6.6,8.0,0.00158318,1,,,,,2.0,,,3.0,6.0,5.0,3.0,2.0,,,,1.0,,,,,1.0,0.0466,,,2.0,,1.0,,,,,2.0,,,,,,
11352402,away,Luton Town,Cauley Woodrow,,,cauley-woodrow,C. Woodrow,F,12,184,112,M,140487,EUR,786326400,F,10,10,True,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,13.0,5.0,6.5,2.0,0.00140324,0,,,,,1.0,,,,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11352402,away,Luton Town,Tim Krul,,,tim-krul,T. Krul,G,,193,418,M,18154,EUR,576028800,G,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,away,Luton Town,Issa Kaboré,,,issa-kabore,I. Kaboré,D,12,180,16736,M,1006189,EUR,989625600,D,12,12,True,,,,,,,,,,,,,,,,,0,,issa_kabore_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,away,Luton Town,Luke Berry,,,luke-berry,L. Berry,M,8,177,75,M,97465,EUR,710899200,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,away,Luton Town,Tahith Chong,,,tahith-chong,T. Chong,M,24,185,1632,M,825845,EUR,944265600,M,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352402,away,Luton Town,Andros Townsend,,,andros-townsend,A. Townsend,F,30,181,590,M,47992,EUR,679622400,M,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
