match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalOffside,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_fouls,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyWon,captain,stat_goals,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,player_sofascoreId
12117084,home,Internacional,Fabricio,,,fabricio,Fabricio,G,12,193,150,M,883917,EUR,505440000,G,12,12,False,15.0,12.0,4.0,1.0,0.0,11.0,12.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,90.0,26.0,6.7,4.0,0.00013888,0,0.2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117084,home,Internacional,Hugo Mallo,,,hugo-mallo,H. Mallo,D,,174,274,M,83506,EUR,677548800,D,2,2,False,26.0,19.0,,,0.0,8.0,9.0,11.0,21.0,2.0,1.0,,,,,90.0,41.0,6.5,11.0,0.0152715,0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117084,home,Internacional,Vitão,,,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,52.0,44.0,10.0,2.0,0.0,28.0,29.0,17.0,24.0,2.0,7.0,,,,,90.0,63.0,7.0,9.0,0.0223218,1,,1.0,1.0,1.0,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0355,,,,,,,,,,,,,,,,,,
12117084,home,Internacional,Robert Renan,Robert Renan,,robert-renan,R. Renan,D,30,186,3212,M,1191278,EUR,1065830400,D,4,4,False,48.0,43.0,5.0,2.0,0.0,28.0,28.0,15.0,20.0,3.0,7.0,,,,,90.0,64.0,7.1,7.0,0.0053143,0,,,1.0,1.0,7.0,6.0,1.0,,,1.0,1.0,,,3.0,,5.0,5.0,,,1.0,3.0,,,,,,,,,,,,,,,,
12117084,home,Internacional,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,56.0,43.0,3.0,,0.0,12.0,12.0,31.0,45.0,2.0,6.0,,,,,90.0,76.0,6.9,18.0,0.0412941,1,,1.0,1.0,2.0,3.0,7.0,1.0,,,2.0,,,1.0,,,3.0,1.0,2.0,0.0761,,,,,,,,,,,,,,,,,,
12117084,home,Internacional,Bruno Henrique,,,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,24.0,19.0,1.0,,0.0,5.0,6.0,15.0,22.0,1.0,2.0,,,,,61.0,41.0,6.5,14.0,0.0650076,1,,4.0,,,7.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.2562,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
12117084,home,Internacional,Rômulo Zwarg,,,romulo,R. Zwarg,M,23,182,491,M,989384,EUR,951868800,M,40,40,False,37.0,32.0,4.0,3.0,0.0,10.0,11.0,22.0,26.0,2.0,5.0,,,,,78.0,47.0,6.8,7.0,0.0151678,1,,,1.0,2.0,5.0,5.0,1.0,,,,,,,,,3.0,2.0,,0.0473,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,
12117084,home,Internacional,Thiago Maia,,,thiago-maia,T. Maia,M,29,179,1392,M,358550,EUR,859075200,M,29,29,False,47.0,43.0,1.0,1.0,0.0,17.0,20.0,26.0,27.0,,9.0,,,,,90.0,68.0,7.3,8.0,0.0302579,0,,,,2.0,5.0,8.0,4.0,,,3.0,2.0,2.0,,,,3.0,3.0,1.0,,,2.0,,4.0,,,,,,,,,,,,,,
12117084,home,Internacional,Wesley Ribeiro,,,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,F,21,21,False,20.0,17.0,,,0.0,3.0,3.0,17.0,23.0,,5.0,,,,,88.0,43.0,7.6,14.0,0.269414,2,,6.0,,3.0,5.0,8.0,,1.0,3.0,1.0,3.0,2.0,,,,1.0,1.0,2.0,0.0468,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
12117084,home,Internacional,Alan Patrick,,,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,F,10,10,False,53.0,40.0,3.0,2.0,0.0,5.0,6.0,35.0,51.0,,3.0,,,,,90.0,76.0,7.8,20.0,0.235029,5,,4.0,3.0,,8.0,7.0,,,,3.0,5.0,4.0,3.0,1.0,,2.0,2.0,1.0,1.2408,1.0,,2.0,1.0,4.0,1.0,1.0,1.0,,True,1.0,1.0,,,,,,
