match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_wasFouled,stat_wonTackle,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_aerialWon,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_hitWoodwork,stat_lastManTackle,stat_errorLeadToAGoal
11391410,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,37.0,23.0,24.0,11.0,18.0,24.0,5.0,13.0,11.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,90.0,47.0,7.2,15.0,0.00178485,0,0.3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391410,home,RC Lens,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,False,,38.0,32.0,4.0,3.0,22.0,24.0,10.0,14.0,2.0,,,,,,,,90.0,52.0,7.3,6.0,0.00398499,1,,abdukodir_khusanov,1.0,4.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0395,,,,,,,,,,,,,,,,,,,,,,,
11391410,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,64.0,57.0,6.0,5.0,44.0,48.0,13.0,16.0,7.0,,,,,,,,90.0,78.0,7.4,7.0,0.00804847,0,,,,1.0,2.0,1.0,,5.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391410,home,RC Lens,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,21,21,False,,37.0,31.0,4.0,1.0,23.0,25.0,8.0,12.0,5.0,,1.0,,,,,,90.0,49.0,7.0,9.0,0.0045529,0,,,,2.0,1.0,,,1.0,,4.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11391410,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,41.0,33.0,3.0,1.0,13.0,16.0,21.0,31.0,7.0,,2.0,,,,,,90.0,74.0,8.3,17.0,0.368659,0,,,,4.0,8.0,2.0,,1.0,,1.0,5.0,,,2.0,1.0,2.0,4.0,,,1.0,6.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11391410,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,,25.0,22.0,,,15.0,15.0,8.0,11.0,3.0,,5.0,,,,,,90.0,42.0,6.7,9.0,0.038734,0,,,2.0,5.0,5.0,2.0,,2.0,,,1.0,,,2.0,2.0,1.0,,Neil,El Aynaoui,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,
11391410,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,False,,33.0,30.0,,,22.0,25.0,8.0,8.0,4.0,,2.0,,,,,,89.0,42.0,6.6,5.0,0.0249393,0,,,,3.0,2.0,2.0,,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11391410,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,35.0,23.0,4.0,,12.0,17.0,11.0,22.0,10.0,,3.0,,,,,,88.0,61.0,6.8,21.0,0.00827059,0,,przemek.franek_,1.0,4.0,4.0,1.0,,1.0,,2.0,3.0,2.0,,1.0,1.0,,2.0,,,,4.0,,,,,,,,,,,,,,,
11391410,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,F,28,28,False,,28.0,18.0,2.0,2.0,6.0,7.0,13.0,23.0,4.0,,1.0,,,,,,65.0,42.0,6.5,15.0,0.0844935,1,,,2.0,7.0,2.0,1.0,1.0,2.0,,,2.0,1.0,0.1184,1.0,,,1.0,,,,2.0,1.0,2.0,,1.0,,,1.0,,,,,,,,
11391410,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,F,11,11,False,,32.0,28.0,2.0,2.0,15.0,18.0,17.0,21.0,3.0,,3.0,,,,,,65.0,55.0,7.6,13.0,0.246761,1,,,,3.0,5.0,,,2.0,,,1.0,1.0,0.0701,1.0,,2.0,1.0,,,,7.0,4.0,1.0,1.0,3.0,2.0,,,1.0,,,,,,,
