match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,player_sofascoreId,captain,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_goalAssist,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
10583901,home,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,34,34,False,20.0,8.0,18.0,6.0,4.0,7.0,4.0,13.0,1.0,8.0,3.0,1.0,2.0,90.0,32.0,6.7,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Omar Hawsawi,omar-hawsawi,O. Hawsawi,D,,184.0,54,M,350072,EUR,496627200.0,D,5,5,False,16.0,13.0,2.0,,13.0,15.0,,1.0,2.0,2.0,,,,90.0,20.0,6.3,4.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Ahmed Hegazy,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600.0,D,26,26,False,24.0,24.0,3.0,3.0,20.0,20.0,4.0,4.0,6.0,5.0,,,,90.0,33.0,7.0,,0,,,ahmedhegazy6,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000.0,D,37,37,False,15.0,10.0,2.0,,9.0,12.0,1.0,3.0,4.0,4.0,,,,72.0,23.0,6.5,5.0,0,,2.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174.0,531,M,872275,EUR,801964800.0,M,24,24,False,20.0,14.0,4.0,1.0,6.0,7.0,8.0,14.0,1.0,3.0,,,,90.0,41.0,7.1,17.0,1,,3.0,,,4.0,1.0,1.0,2.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,
10583901,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400.0,M,14,14,False,17.0,15.0,,,12.0,12.0,3.0,5.0,,5.0,,,,90.0,24.0,6.8,4.0,0,,1.0,,,3.0,,2.0,,,2.0,,,,,,,,1.0,1.0,,Awad Al Nashri,,1.0,1.0,,,,,,,
10583901,home,Al-Ittihad,Igor Coronado,igor-coronado,I. Coronado,M,77,170.0,5336,M,152098,EUR,714096000.0,M,10,10,False,34.0,28.0,7.0,5.0,16.0,16.0,13.0,20.0,1.0,5.0,,,,90.0,49.0,8.4,11.0,2,1.0,2.0,igor_coronado,,5.0,,,1.0,,,1.0,1.0,2.0,5.0,4.0,,1.0,,2.0,2.0,,,,,1.0,1.0,1.0,,,,
10583901,home,Al-Ittihad,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180.0,899,M,345113,EUR,624931200.0,M,19,19,False,33.0,31.0,2.0,2.0,19.0,19.0,12.0,14.0,1.0,5.0,,,,90.0,45.0,7.4,3.0,0,,1.0,,,3.0,2.0,3.0,,1.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,,
10583901,home,Al-Ittihad,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600.0,M,27,27,False,16.0,11.0,1.0,1.0,5.0,7.0,7.0,10.0,3.0,3.0,,,,77.0,34.0,7.1,11.0,1,1.0,5.0,,,3.0,,,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,
10583901,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000.0,F,90,90,False,8.0,6.0,,,1.0,2.0,5.0,6.0,2.0,1.0,,,,45.0,17.0,7.4,3.0,2,1.0,1.0,,,4.0,,,2.0,,2.0,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,
10583901,home,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000.0,F,9,9,False,14.0,10.0,,,5.0,5.0,5.0,9.0,,3.0,,,,89.0,28.0,6.8,10.0,3,2.0,7.0,abderrazak_hamdallah,,3.0,,2.0,1.0,,,1.0,,,3.0,,,2.0,2.0,2.0,,,,,1.0,,1.0,1.0,,1.0,1.0,
10583901,home,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800.0,D,33,33,True,8.0,6.0,2.0,2.0,2.0,2.0,4.0,6.0,,1.0,,,,45.0,15.0,6.4,4.0,0,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
10583901,home,Al-Ittihad,Haroune Camara,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800.0,F,70,70,True,1.0,,,,,,,1.0,,1.0,,,,18.0,5.0,6.7,1.0,0,,1.0,,,2.0,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200.0,D,12,12,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,1.0,,,,13.0,9.0,6.5,3.0,0,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,Zakaria Al Hawsawi,,,,,,,,,,
10583901,home,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,9,179.0,1132,M,1474689,EUR,1076976000.0,M,36,36,True,,,,,,,,,,,,,,1.0,1.0,,,0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Abdullah Al-Jadani,abdullah-al-jadani,A. Al-Jadani,G,30,183.0,41,M,818618,EUR,686707200.0,G,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Sultan Al Sulayi,sultan-al-sulayi,S. A. Sulayi,D,13,,1,M,1404291,EUR,,D,38,38,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Sultan Al Sulayi,,,,,,,,,,
10583901,home,Al-Ittihad,Nour El Din El Bahar,noor,Noor,M,,172.0,27,M,1399466,EUR,1087603200.0,M,44,44,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Nour,,,,,,,,,,
10583901,home,Al-Ittihad,Mohammed Al-Saiari,mohammed-al-saiari,M. Al-Saiari,F,70,174.0,26,M,828525,EUR,736300800.0,F,80,80,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583901,home,Al-Ittihad,Hélder Costa,helder-costa,H. Costa,F,,178.0,550,,138891,EUR,758332800.0,F,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
