match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_bigChanceCreated,captain,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_punches,stat_clearanceOffLine
10433937,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195.0,47,M,47860,EUR,701481600,G,1,1,False,31.0,28.0,10.0,7.0,27.0,27.0,1.0,4.0,7.0,1.0,1.0,90.0,37.0,7.2,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433937,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180.0,24,M,851095,EUR,908236800,D,21,21,False,62.0,53.0,3.0,1.0,20.0,23.0,33.0,42.0,6.0,,,90.0,88.0,6.9,17.0,1,,,21,3.0,1.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10433937,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185.0,54,M,881213,EUR,907027200,D,23,23,False,81.0,75.0,5.0,3.0,54.0,56.0,21.0,25.0,4.0,,,90.0,92.0,7.3,6.0,1,,,3,,1.0,2.0,2.0,,,,1.0,,3.0,1.0,1.0,,,,3.0,2.0,,,,,,,,,,,,,,
10433937,home,İstanbulspor,Simon Deli,simon-deli,S. Deli,D,192.0,262,M,326419,EUR,688521600,D,20,20,False,79.0,69.0,9.0,4.0,55.0,58.0,14.0,21.0,7.0,,,90.0,85.0,7.2,10.0,1,,,13,,1.0,3.0,2.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
10433937,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180.0,31,M,190815,EUR,794620800,D,66,66,False,58.0,52.0,3.0,2.0,29.0,31.0,23.0,27.0,10.0,,,90.0,76.0,7.0,8.0,0,,,66,,,2.0,4.0,1.0,1.0,1.0,,,2.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,
10433937,home,İstanbulspor,Onur Ergün,onur-ergun,O. Ergün,M,185.0,45,M,893009,EUR,721785600,M,8,8,False,70.0,65.0,9.0,7.0,31.0,32.0,35.0,39.0,7.0,,,90.0,80.0,7.4,8.0,2,,,4,1.0,,3.0,1.0,,,,1.0,,,1.0,,,,4.0,1.0,2.0,,1.0,,1.0,1.0,3.0,,,,,,,,
10433937,home,İstanbulspor,Florian Loshaj,florian-loshaj,F. Loshaj,M,174.0,152,M,831407,EUR,839894400,M,34,34,False,24.0,22.0,2.0,1.0,10.0,10.0,12.0,17.0,7.0,,,73.0,35.0,6.5,6.0,5,,,10,3.0,,4.0,,1.0,,,,,,,,,,,,2.0,,4.0,,,1.0,,1.0,,,,,,,
10433937,home,İstanbulspor,Jason Lokilo,jason-lokilo,J. Lokilo,M,175.0,218,M,818036,EUR,905990400,M,70,70,False,36.0,31.0,3.0,1.0,7.0,9.0,24.0,30.0,1.0,,,56.0,55.0,7.2,14.0,3,,,98,3.0,,3.0,3.0,3.0,1.0,1.0,,,,2.0,2.0,,1.0,1.0,,,,1.0,,,,2.0,2.0,1.0,,,,,,
10433937,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182.0,79,M,938181,EUR,743817600,M,10,10,False,53.0,43.0,3.0,2.0,9.0,10.0,37.0,47.0,6.0,,,89.0,72.0,8.0,16.0,6,,,8,4.0,1.0,4.0,4.0,1.0,1.0,,2.0,,,1.0,1.0,2.0,,5.0,1.0,,1.0,2.0,,3.0,1.0,3.0,2.0,,True,1.0,2.0,1.0,,
10433937,home,İstanbulspor,Jetmir Topalli,jetmir-topalli,J. Topalli,M,180.0,102,M,987126,EUR,886809600,M,98,98,False,36.0,28.0,4.0,2.0,7.0,7.0,21.0,31.0,3.0,,,89.0,57.0,9.0,13.0,2,,,98,2.0,,5.0,8.0,1.0,8.0,7.0,1.0,,,1.0,1.0,,,3.0,1.0,,2.0,,,,1.0,,1.0,2.0,,1.0,,1.0,,
