match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalClearance,stat_penaltyConceded,stat_wasFouled,player_sofascoreId,captain,stat_keyPass,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock,stat_penaltyWon,stat_errorLeadToAShot
12513658,home,Sporting CP,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,24,24,False,14.0,13.0,1.0,0.0,13.0,13.0,1.0,9.0,1.0,90.0,17.0,6.5,1.0,0.00022566,0,-0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Eduardo Quaresma,Eduardo,Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2167,M,989841,EUR,1015027200,D,72,72,False,81.0,78.0,3.0,0.0,23.0,24.0,57.0,6.0,,90.0,96.0,8.0,6.0,0.0972731,1,,2.0,55.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0609,0.583,,,,,,,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Jeremiah St. Juste,,,jeremiah-st-juste,J. St. Juste,D,8,185,1155,M,787640,EUR,845683200,D,3,3,False,77.0,73.0,2.0,0.0,48.0,49.0,28.0,1.0,,64.0,86.0,6.5,4.0,0.020698,0,,2.0,25.0,3.0,2.0,5.0,5.0,,,,,,1.0,1.0,,,2.0,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Gonçalo Inácio,Gonçalo,Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,111.0,98.0,10.0,0.0,39.0,42.0,69.0,7.0,,90.0,132.0,7.9,13.0,0.0620621,0,,4.0,59.0,2.0,3.0,4.0,10.0,,1.0,1.0,,,2.0,6.0,4.0,,2.0,,,4.0,,,goncaloinacio_25,True,2.0,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Geny Catamo,,,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,M,21,21,False,51.0,44.0,3.0,0.0,9.0,9.0,47.0,6.0,,83.0,74.0,6.6,20.0,0.0636505,1,,2.0,35.0,1.0,,7.0,3.0,2.0,3.0,,,,,2.0,1.0,2.0,,0.0306,,,,1.0,,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,
12513658,home,Sporting CP,Zeno Debast,,,zeno-debast,Z. Debast,D,6,191,3313,M,1126512,EUR,1066867200,M,6,6,False,58.0,52.0,5.0,0.0,14.0,14.0,51.0,8.0,,90.0,82.0,7.9,13.0,0.121607,1,,4.0,39.0,,1.0,5.0,7.0,1.0,,,,,4.0,4.0,2.0,,1.0,0.0194,,2.0,,2.0,,,1.0,7.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
12513658,home,Sporting CP,Hidemasa Morita,Hidemasa,Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,45.0,40.0,5.0,0.0,12.0,15.0,30.0,6.0,,64.0,52.0,6.8,7.0,0.080495,0,,3.0,28.0,,,4.0,1.0,1.0,,,,,2.0,1.0,1.0,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Maximiliano Araújo,Maximiliano,Araújo,maximiliano-araujo,M. Araújo,M,20,179,3576,M,929193,EUR,950572800,M,20,20,False,47.0,37.0,1.0,0.0,9.0,9.0,44.0,7.0,,90.0,80.0,7.3,23.0,0.107378,1,,,29.0,2.0,1.0,8.0,3.0,1.0,3.0,,1.0,1.0,,,,3.0,3.0,0.1111,0.2923,,,2.0,,,2.0,6.0,,,1.0,,1.0,,,,,,,,,,,
12513658,home,Sporting CP,Francisco Trincão,Francisco,Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,23.0,16.0,,0.0,,1.0,24.0,2.0,,89.0,37.0,7.3,9.0,0.070632,6,,,17.0,,,2.0,3.0,,1.0,1.0,,,1.0,,,1.0,1.0,0.2613,,1.0,,2.0,trincao,,,2.0,1.0,3.0,1.0,,,3.0,1.0,,,,,,,,,
12513658,home,Sporting CP,Pedro Gonçalves,,,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,8,8,False,23.0,17.0,1.0,0.0,2.0,3.0,20.0,2.0,,64.0,37.0,6.6,12.0,0.0426477,2,,1.0,15.0,,,4.0,1.0,1.0,3.0,1.0,,,1.0,,,3.0,1.0,0.0709,,,,,pedroogoncalves28,,,,,1.0,,,,1.0,,,,,,,,,,
12513658,home,Sporting CP,Viktor Gyökeres,,,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,30.0,18.0,,0.0,2.0,3.0,29.0,1.0,,90.0,46.0,6.8,22.0,0.163968,1,,,16.0,1.0,,5.0,2.0,,4.0,,,,,1.0,1.0,4.0,,0.0192,,,,1.0,VGyökeres,,3.0,2.0,,,,,,1.0,,,,,,,,,,
12513658,home,Sporting CP,Morten Hjulmand,Morten,Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,True,30.0,25.0,1.0,0.0,3.0,3.0,27.0,3.0,,26.0,33.0,6.7,6.0,0.0742963,0,,,22.0,,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Geovany Quenda,Geovany,Quenda,geovany-quenda,G. Quenda,M,7,172,12851,M,1403165,EUR,1177891200,M,57,57,True,8.0,8.0,,0.0,2.0,2.0,9.0,1.0,,26.0,19.0,6.7,6.0,0.0387632,0,,,6.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,,,,1.0,GeoQuenda07,,1.0,3.0,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Conrad Harder,,,harder-conrad,C. Harder,F,11,186,4727,M,1494826,EUR,1112832000,F,19,19,True,3.0,1.0,1.0,0.0,,,4.0,1.0,,26.0,10.0,6.4,3.0,0.0051734,3,,,1.0,3.0,,3.0,2.0,,1.0,1.0,1.0,,,1.0,,,,0.1731,0.3634,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,
12513658,home,Sporting CP,Biel,Gabriel,Teixeira Aragão,biel,Biel,F,20,169,2151,M,1106140,EUR,986083200,F,30,30,True,3.0,2.0,,0.0,,1.0,3.0,,,15.0,6.0,6.6,3.0,0.00244144,0,,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Matheus Reis,,,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,True,,,,0.0,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Franco Israel,,,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Iván Fresneda,,,ivan-fresneda,I. Fresneda,D,22,183,1941,M,1167818,EUR,1096243200,D,22,22,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Ricardo Esgaio,,,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,D,47,47,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513658,home,Sporting CP,Eduardo Felicíssimo,Eduardo Felicíssimo,,eduardo-felicissimo,E. Felicíssimo,M,73,186,644,M,1586645,EUR,1168214400,M,73,73,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513658,away,Gil Vicente,Andrew,,,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,31.0,12.0,30.0,0.0,3.0,7.0,24.0,12.0,,90.0,40.0,6.4,19.0,0.00953813,0,-0.7614,11.0,9.0,,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,,,
