match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_fouls,stat_accurateCross,stat_aerialLost,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_dispossessed,stat_interceptionWon,stat_wonTackle,captain,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,player_sofascoreId
14035918,home,KVC Westerlo,Andreas Jungdal,,,andreas-jungdal,A. Jungdal,G,99,195.0,289,M,963038,EUR,1014336000,G,99,99,False,25.0,20.0,16.0,11.0,0.0,15.0,15.0,5.0,10.0,1.0,5.0,2.0,2.0,90.0,31.0,7.6,5.0,0.00134761,0.4597,0,0.8218,0.05,0.0,-0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035918,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,426,M,862075,EUR,993686400,D,22,22,False,57.0,43.0,3.0,1.0,0.0,12.0,13.0,31.0,44.0,2.0,1.0,,,90.0,72.0,6.8,21.0,0.144408,,0,,0.32,0.16,-0.18,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035918,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193.0,768,M,997153,EUR,1049241600,D,40,40,False,65.0,53.0,9.0,5.0,0.0,33.0,37.0,20.0,28.0,6.0,5.0,,,90.0,80.0,7.3,13.0,0.151082,,1,,0.33,0.21,-0.22,,2.0,3.0,1.0,7.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0292,0.0114,2.0,-0.11,,,,,,,,,,,,,,,
14035918,home,KVC Westerlo,Seiji Kimura,,,seiji-kimura,S. Kimura,D,5,186.0,246,M,939399,EUR,998611200,D,5,5,False,71.0,61.0,9.0,6.0,0.0,41.0,44.0,20.0,27.0,5.0,3.0,,,90.0,86.0,6.8,10.0,0.036551,,2,,0.3,0.05,-0.09,,1.0,2.0,3.0,3.0,,,1.0,3.0,,,,,,,,1.0,0.1289,,1.0,-0.31,2.0,,,,,,,,,,,,,,
14035918,home,KVC Westerlo,Josimar Alcócer,,,josimar-alcocer,J. Alcócer,M,77,185.0,655,M,1131598,EUR,1089158400,D,77,77,False,34.0,31.0,2.0,1.0,0.0,9.0,11.0,22.0,23.0,1.0,7.0,,,88.0,68.0,6.5,16.0,0.0752934,,1,,-0.12,0.15,-0.15,,2.0,,6.0,6.0,5.0,1.0,,,1.0,,,,1.0,,3.0,4.0,0.0488,,,0.02,1.0,1.0,3.0,1.0,,,,,,,,,,,
14035918,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177.0,454,M,846087,EUR,950227200,M,34,34,False,48.0,40.0,11.0,7.0,0.0,16.0,18.0,24.0,30.0,,4.0,,,90.0,73.0,7.5,19.0,0.628585,,0,,0.58,0.05,-0.13,,15.0,,5.0,5.0,1.0,2.0,7.0,3.0,1.0,1.0,,,1.0,,3.0,3.0,,,8.0,,,,2.0,,True,,,,,,,,,,
14035918,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186.0,202,M,1149123,EUR,1107216000,M,46,46,False,65.0,57.0,2.0,,0.0,36.0,37.0,21.0,28.0,1.0,5.0,,,90.0,77.0,6.6,14.0,0.0259544,,0,,0.16,0.18,-0.06,,2.0,,5.0,3.0,1.0,2.0,,1.0,,,,,3.0,,3.0,,,,,,,,,3.0,,1.0,,,,,,,,,
14035918,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182.0,1519,M,905474,EUR,993772800,M,7,7,False,12.0,9.0,,,0.0,2.0,3.0,7.0,9.0,,2.0,,,74.0,32.0,6.1,11.0,0.124434,,1,,0.22,0.03,-0.16,,4.0,,9.0,1.0,2.0,1.0,2.0,4.0,,1.0,1.0,,,,3.0,1.0,0.1926,0.1231,3.0,-0.2,,,,,,2.0,1.0,,,,,,,,
14035918,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179.0,112,M,997164,EUR,988156800,M,39,39,False,35.0,27.0,1.0,,0.0,11.0,13.0,16.0,22.0,,5.0,,,84.0,48.0,7.8,12.0,0.0815939,,4,,0.24,0.35,-0.07,,1.0,,3.0,2.0,,1.0,,,,,1.0,,1.0,,2.0,1.0,0.1363,0.0762,1.0,0.52,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,
14035918,home,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174.0,492,M,1126245,EUR,1061856000,M,13,13,False,27.0,23.0,2.0,2.0,1.0,6.0,6.0,17.0,21.0,,2.0,,,90.0,42.0,6.8,10.0,0.081806,,4,,-0.19,0.55,-0.05,,,,3.0,3.0,2.0,,,,,,1.0,,2.0,,3.0,1.0,0.6252,0.7317,1.0,-0.61,2.0,1.0,,2.0,,,1.0,1.0,,,1.0,,,,
