match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_totalContest,stat_totalOffside,captain,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceMissed,stat_errorLeadToAShot,stat_crossNotClaimed,stat_goals
14109784,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,54.0,47.0,23.0,16.0,0.0,38.0,41.0,9.0,13.0,5.0,1.0,2.0,1.0,1.0,90.0,60.0,7.4,7.0,0.00975722,95.984695341705,13.0,43.900898342756,0.1553,1.0,0,-0.3678,0.14,0.03,-0.07,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109784,home,Kasımpaşa,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173.0,57,M,124728,EUR,696902400,D,22,22,False,29.0,25.0,3.0,,0.0,17.0,18.0,8.0,11.0,4.0,,,,,90.0,43.0,6.4,7.0,0.0151647,72.964615327326,6.0,57.860487813701,,,0,,0.04,0.09,-0.17,,,,2.0,1.0,1.0,1.0,1.0,1.0,21.109020634355,45.250488867093,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109784,home,Kasımpaşa,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191.0,1867,M,880207,EUR,822009600,D,50,50,False,68.0,58.0,9.0,4.0,0.0,52.0,55.0,6.0,13.0,2.0,,,,,90.0,74.0,7.0,10.0,0.00901098,270.91465329214,32.0,175.94060838768,,,0,,0.04,0.1,0.46,,,,,6.0,3.0,,1.0,4.0,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14109784,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,78.0,72.0,4.0,3.0,0.0,56.0,57.0,16.0,21.0,4.0,,,,,90.0,92.0,7.1,7.0,0.00754516,554.21240755988,45.0,435.38148227758,,1.0,1,,0.13,0.3,0.27,,,,,3.0,4.0,,2.0,1.0,36.539925448599,160.41418235217,6.0,1.0,1.0,6.0,1.0,,1.0,1.0,1.0,1.0,0.0183,-0.07,,,,,,,,,,,,,,,
14109784,home,Kasımpaşa,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,931743,EUR,924652800,D,21,21,False,47.0,40.0,5.0,4.0,0.0,28.0,32.0,12.0,15.0,4.0,,,,,90.0,64.0,6.5,11.0,0.0037824,110.70187155643,16.0,-4.6856489645523,,1.0,0,,-0.08,0.02,-0.18,,,,3.0,3.0,2.0,,1.0,,10.172158500547,17.545202449673,1.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
14109784,home,Kasımpaşa,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187.0,234,M,932856,EUR,1010620800,M,16,16,False,41.0,31.0,4.0,1.0,0.0,21.0,23.0,10.0,18.0,3.0,,,,,90.0,46.0,6.3,10.0,0.00941975,73.080092185374,8.0,25.755835633262,,,1,,0.0,0.05,-0.09,,,,,5.0,3.0,,1.0,4.0,,,,1.0,2.0,,,1.0,,1.0,,,0.0448,-0.07,,,,,,,,,,,,,,,
14109784,home,Kasımpaşa,Fousseni Diabaté,fousseni-diabate,F. Diabaté,M,34,175.0,1077,M,796374,EUR,813974400,M,34,34,False,14.0,12.0,,,0.0,7.0,8.0,5.0,6.0,1.0,,,,,63.0,28.0,6.8,7.0,0.0476286,43.751977145881,6.0,28.977145791699,,1.0,1,,0.02,0.15,0.13,,,,,1.0,3.0,4.0,1.0,,9.8118896288063,20.012458654139,2.0,,,,,,1.0,1.0,2.0,1.0,0.0321,-0.16,,,1.0,,,,,,,,,,,,
14109784,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,32.0,29.0,1.0,,0.0,14.0,15.0,15.0,17.0,1.0,,,,,76.0,41.0,6.8,6.0,0.0235324,98.47604048968,9.0,30.507924071837,,,0,,-0.06,0.05,-0.01,,,,3.0,2.0,3.0,,3.0,2.0,23.122539746075,27.377551461005,1.0,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,
14109784,home,Kasımpaşa,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180.0,4224,M,226986,EUR,805766400,M,71,71,False,41.0,31.0,3.0,2.0,0.0,18.0,21.0,13.0,20.0,6.0,,,,,85.0,59.0,7.6,14.0,0.524362,103.00404950955,13.0,10.332191855097,,1.0,2,,0.58,0.03,0.13,,,,6.0,4.0,6.0,1.0,5.0,3.0,19.198760664873,31.043871108636,2.0,1.0,,,1.0,,,,1.0,1.0,0.0615,-0.07,,,,,irfankahveci,3.0,1.0,1.0,1.0,0.0683,,,,,
14109784,home,Kasımpaşa,Ali Yavuz Kol,ali-yavuz-kol,A. Y. Kol,M,11,175.0,109,M,910091,EUR,980726400,M,11,11,False,30.0,25.0,,,0.0,9.0,9.0,16.0,21.0,6.0,,,,,63.0,43.0,6.2,12.0,0.0802463,149.58645734859,17.0,88.866299390526,,,2,,0.03,0.34,-0.09,,,,1.0,7.0,4.0,3.0,,3.0,27.22604489666,75.764583212592,4.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,0.27,-0.53,2.0,2.0,,,,,,1.0,,,2.0,1.0,,,
