match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_onTargetScoringAttempt,captain,stat_accurateCross,stat_challengeLost,player_sofascoreId,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_expectedGoalsOnTarget,stat_totalOffside,stat_errorLeadToAShot,stat_crossNotClaimed,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_hitWoodwork
14771903,home,Damac FC,Yakou Méïté,yakou-meite,Y. Méïté,F,11,184.0,239,M,352922,EUR,823996800,F,11,11,False,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,,,,55.0,8.0,6.1,2.0,0.00227449,,0,,-0.01,-0.05,-0.07,,1.0,5.0,1.0,,,,,,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
14771903,home,Damac FC,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175.0,374,M,873049,EUR,919296000,F,10,10,True,14.0,10.0,,,0.0,4.0,4.0,6.0,10.0,,,,,,,45.0,20.0,6.2,7.0,0.00881778,,1,,-0.11,,-0.06,,3.0,2.0,,,,,,,,1.0,,,,,,,,0.0604,-0.16,,,,,,1.0,,1.0,,,,,,,,,,
14771903,home,Damac FC,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,1095802,EUR,979171200,F,90,90,True,7.0,6.0,1.0,1.0,0.0,,1.0,6.0,6.0,,,,,,,35.0,11.0,6.2,3.0,0.00573547,,2,,-0.07,-0.14,-0.01,,,1.0,1.0,,,,,2.0,,1.0,,1.0,,,1.0,1.0,,0.3652,-0.53,Hazzaa Ahmed Al-Ghamdi,,,,,,,1.0,,,,,,,,,,
14771903,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200,D,12,12,True,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,1.0,,,,,,21.0,16.0,6.9,2.0,0.017715,,0,,0.13,0.01,0.15,,1.0,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,Alhwsawi Sanousi Mohammed,,,,1.0,,,,1.0,,,,,,,,,
14771903,home,Damac FC,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,home,Damac FC,Abdulrahman Al-Obaid,abdulrahman-al-obaid,A. Al-Obaid,D,13,172.0,51,M,818705,EUR,736128000,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,home,Damac FC,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170.0,26,M,871619,EUR,810345600,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,home,Damac FC,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,home,Damac FC,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,home,Damac FC,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800,F,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Waled Al Enazi,waled-al-enazi,W. A. Enazi,G,87,191.0,13,M,818123,EUR,836611200,G,87,87,False,28.0,12.0,20.0,4.0,0.0,9.0,10.0,3.0,18.0,1.0,10.0,1.0,2.0,,,90.0,39.0,6.7,17.0,0.00079172,0.0723,0,0.1512,0.06,-0.07,-0.04,0.08,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,
14771903,away,Al-Najma SC,Khalid Al-Shammari,khalid-al-shammari,K. Al-Shammari,D,6,181.0,12,,1914895,EUR,947116800,D,6,6,False,33.0,19.0,11.0,4.0,0.0,15.0,19.0,4.0,14.0,4.0,6.0,,,,,90.0,50.0,7.1,17.0,0.00392698,,0,,0.05,0.01,0.33,,,1.0,4.0,,1.0,2.0,,,1.0,,,,2.0,1.0,,,1.0,,,Khalid Al-Shammari,,,,,,,,1.0,,,,,,,,,
14771903,away,Al-Najma SC,Nasser Al Haleel,nasser-al-haleel,N. A. Haleel,D,4,170.0,17,M,1549093,EUR,949795200,D,4,4,False,16.0,16.0,1.0,1.0,0.0,14.0,14.0,2.0,2.0,9.0,3.0,,,,,90.0,36.0,8.3,2.0,0.00034934,,2,,0.04,0.02,0.84,,,1.0,6.0,,2.0,1.0,,2.0,2.0,,1.0,3.0,,,,1.0,,0.0871,-0.26,Nasser Al Haleel,,,,,,,1.0,,,,,,,,,1.0,
14771903,away,Al-Najma SC,Samir Caetano,samir-caetano,S. Caetano,D,3,188.0,361,M,331405,EUR,786585600,D,3,3,False,15.0,11.0,5.0,2.0,0.0,10.0,11.0,1.0,4.0,5.0,1.0,,,,,90.0,29.0,7.3,7.0,0.0003378,,0,,0.01,0.0,0.49,,,1.0,4.0,,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,,1.0,,,,,,True,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Fahad Al Abdulrazzaq,fahad-al-abdulrazzaq,F. A. Abdulrazzaq,D,19,170.0,23,M,1521216,EUR,956534400,M,19,19,False,9.0,8.0,,,0.0,5.0,6.0,3.0,3.0,2.0,5.0,,,,,90.0,32.0,7.0,7.0,0.0171266,,0,,0.16,0.05,0.25,,4.0,1.0,3.0,,1.0,3.0,1.0,2.0,,1.0,,,,,,,3.0,,,Fahad Al Abdulrazzaq,,,,1.0,,,,1.0,,,1.0,,,,,,
14771903,away,Al-Najma SC,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,8,172.0,38,M,931838,EUR,917136000,M,8,8,False,29.0,21.0,2.0,2.0,0.0,9.0,12.0,12.0,17.0,,5.0,,,,,89.0,43.0,6.7,14.0,0.182622,,1,,0.25,0.26,-0.15,,2.0,8.0,4.0,2.0,,1.0,,,2.0,2.0,1.0,1.0,1.0,,,1.0,,0.0436,0.02,,,,,1.0,2.0,,,2.0,,,,,,,,,1.0
14771903,away,Al-Najma SC,Deybi Flores,deybi-flores,D. Flores,M,,179.0,432,M,791600,EUR,834883200,M,20,20,False,31.0,23.0,8.0,4.0,0.0,11.0,13.0,12.0,18.0,1.0,3.0,,,,,90.0,39.0,7.1,8.0,0.0163825,,0,,0.28,0.14,-0.05,,,3.0,4.0,,,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,2.0,,,1.0,,,,,,,,,
14771903,away,Al-Najma SC,Rakan Al-Tulayhi,rakan-al-tulayhi,R. Al-Tulayhi,M,23,173.0,75,,1862895,EUR,1037750400,M,23,23,False,13.0,11.0,1.0,1.0,0.0,7.0,8.0,4.0,5.0,1.0,3.0,,,,,67.0,29.0,7.1,6.0,0.036036,,1,,0.01,-0.14,0.3,,2.0,3.0,6.0,2.0,,3.0,2.0,,3.0,,,,1.0,,,,,0.0949,-0.01,Rakan Al-Tulayhi,,,,1.0,,,1.0,,,,,,,,,,
14771903,away,Al-Najma SC,Vitor Vargas,vitor-vargas,V. Vargas,D,2,182.0,49,M,1473258,EUR,1078704000,M,2,2,False,13.0,10.0,4.0,2.0,0.0,4.0,4.0,6.0,9.0,5.0,3.0,,,,,90.0,28.0,6.8,7.0,0.00859634,,1,,0.12,0.18,0.22,,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0227,-0.09,,,1.0,,,1.0,,,,,0.2315,,,,,,,
14771903,away,Al-Najma SC,Romell Quioto,romell-quioto,R. Quioto,F,66,180.0,785,M,238974,EUR,681696000,F,9,9,False,6.0,4.0,,,0.0,1.0,2.0,3.0,4.0,,3.0,,,,,67.0,15.0,5.9,6.0,0.00041587,,2,,-0.04,0.02,0.13,,,7.0,,1.0,,,,2.0,,1.0,4.0,,1.0,,,2.0,,0.1201,-0.52,,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Ali Jasim,elaibi-ali-jasim,A. Jasim,M,14,182.0,8482,M,1066729,EUR,1074556800,F,14,14,False,14.0,10.0,1.0,,0.0,3.0,4.0,7.0,10.0,,1.0,,,,,87.0,27.0,6.6,10.0,0.103098,,2,,-0.05,0.15,0.13,,4.0,3.0,3.0,1.0,,3.0,2.0,1.0,,2.0,,,,,,1.0,,0.0669,-0.02,Ali Jasim Elaibi,,,,1.0,,ali_jasim.7,1.0,2.0,,,2.0,,,,,,
14771903,away,Al-Najma SC,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172.0,465,M,769163,EUR,904348800,F,98,98,True,8.0,5.0,1.0,,0.0,1.0,3.0,4.0,5.0,,4.0,,,,,23.0,19.0,6.4,9.0,0.0278652,,0,,-0.05,0.23,-0.02,,,6.0,3.0,2.0,1.0,,,3.0,2.0,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,
14771903,away,Al-Najma SC,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,18,18,True,1.0,,1.0,,0.0,,,,1.0,2.0,1.0,,,,,23.0,7.0,6.7,1.0,,,1,,0.01,-0.04,0.14,,,1.0,3.0,,,,,,2.0,1.0,,1.0,,,,1.0,1.0,0.0989,-0.24,Abdulaziz Al Harabi,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,77,175.0,35,M,1653046,EUR,1001462400,F,77,77,True,,,,,0.0,,,,,,,,,,,11.0,1.0,6.4,1.0,,,0,,,,0.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Faisal Al Mutairi,faisal-al-mutairi,F. A. Mutairi,M,18,168.0,13,M,1549100,EUR,832723200,F,10,10,True,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,,,,,,,1.0,2.0,,1.0,6.18e-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,Faisal Al Mutairi,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Khalid Al Muqiatyb,khalid-al-muqiatyb,K. A. Muqiatyb,G,22,191.0,11,M,818747,EUR,707529600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,D,50,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Nawaf Al-Hawsawi,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Abdulwahid Al-Nakhli,abdulwahid-al-nakhli,A. Al-Nakhli,M,22,,13,M,1579847,EUR,867715200,M,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Abdulwahid Al-Nakhli,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Marin Prekodravac,marin-prekodravac,M. Prekodravac,M,44,178.0,162,M,1152916,EUR,1109808000,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Marin Prekodravac,,,,,,,,,,,,,,,,,
14771903,away,Al-Najma SC,Ammar Al Najjar,ammar-al-najjar,A. A. Najjar,F,90,166.0,17,M,869269,EUR,856742400,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
