match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_challengeLost,stat_interceptionWon,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,captain,player_sofascoreId,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot
11204748,home,Columbus Crew,Evan Bush,evan-bush,E. Bush,G,188,29,M,223944,EUR,510451200,G,24,24,False,25.0,22.0,2.0,1.0,22.0,24.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,90.0,33.0,7.7,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204748,home,Columbus Crew,Steven Moreira,steven-moreira,S. Moreira,D,180,150,M,287833,EUR,776736000,D,31,31,False,101.0,94.0,7.0,4.0,35.0,36.0,67.0,2.0,8.0,,,,,,90.0,112.0,8.2,9.0,0,12,1.0,59.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11204748,home,Columbus Crew,Philip Quinton,quinton-philip,P. Quinton,D,196,18,M,1172487,EUR,942710400,D,2,2,False,96.0,93.0,6.0,5.0,54.0,54.0,42.0,2.0,9.0,,,,,,90.0,102.0,7.0,4.0,1,26,,39.0,,6.0,1.0,1.0,,,,,1.0,Philip Quinton,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11204748,home,Columbus Crew,Miloš Degenek,milos-degenek,M. Degenek,D,187,448,M,155961,EUR,767491200,D,5,5,False,57.0,47.0,4.0,,24.0,27.0,30.0,3.0,9.0,,,,,,90.0,75.0,6.8,12.0,1,5,,23.0,,4.0,3.0,,,,,,1.0,,,1.0,3.0,,1.0,3.0,3.0,,,,,,,,,,,,,,
11204748,home,Columbus Crew,Sean Zawadzki,sean-zawadzki,S. Zawadzki,D,175,128,M,1176604,EUR,956275200,M,25,25,False,42.0,35.0,,,13.0,15.0,27.0,1.0,3.0,,,,,,90.0,57.0,7.0,9.0,1,25,,22.0,,2.0,6.0,1.0,1.0,,1.0,,,Sean Zawadzki,,,2.0,,,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,
11204748,home,Columbus Crew,Maximilian Arfsten,arfsten-maximilian,M. Arfsten,M,185,401,M,1471659,EUR,987638400,M,27,27,False,33.0,23.0,2.0,1.0,3.0,4.0,32.0,1.0,3.0,,,,,,77.0,54.0,7.2,16.0,1,27,,20.0,3.0,6.0,6.0,3.0,1.0,1.0,1.0,,2.0,Maximilian Arfsten,,2.0,1.0,,,1.0,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,
11204748,home,Columbus Crew,Isaiah Parente,isaiah-parente,I. Parente,M,179,42,M,1108925,EUR,953164800,M,16,16,False,43.0,36.0,2.0,1.0,3.0,3.0,52.0,,6.0,,,,,,90.0,79.0,8.1,18.0,1,16,,40.0,12.0,5.0,7.0,2.0,2.0,1.0,,,4.0,Isaiah Parente,,,,1.0,,1.0,2.0,,2.0,2.0,3.0,1.0,7.0,4.0,1.0,1.0,,,,,
11204748,home,Columbus Crew,Darlington Nagbe,darlington-nagbe,D. Nagbe,M,175,118,M,149026,EUR,648345600,M,6,6,False,35.0,33.0,,,7.0,7.0,29.0,,9.0,,,,,,66.0,45.0,7.2,6.0,2,6,,26.0,1.0,2.0,4.0,2.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,,,2.0,2.0,,2.0,,,2.0,,True,,,,
11204748,home,Columbus Crew,Yaw Yeboah,yaw-yeboah,Y. Yeboah,M,175,533,M,796323,EUR,859507200,M,14,14,False,41.0,34.0,2.0,,4.0,5.0,41.0,,5.0,,,,,,67.0,61.0,7.1,16.0,3,,,30.0,5.0,3.0,7.0,7.0,6.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,
11204748,home,Columbus Crew,Cucho Hernández,cucho-hernandez,C. Hernández,F,175,8925,M,887055,EUR,924566400,F,9,9,False,19.0,12.0,3.0,2.0,3.0,3.0,16.0,1.0,2.0,,,,,,45.0,35.0,7.2,12.0,5,19,,9.0,,3.0,5.0,3.0,2.0,1.0,,,1.0,,,,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,cuchohernandez,,,
