match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_interceptionWon,stat_wonTackle,player_firstName,player_lastName,stat_fouls,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_clearanceOffLine,stat_bigChanceMissed
13981507,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,1,1,False,30.0,22.0,14.0,7.0,0.0,19.0,22.0,3.0,8.0,1.0,1.0,1.0,13.0,1.0,1.0,5.0,7.0,1.0,1.0,90.0,45.0,6.9,8.0,0.00194256,0.2885,0,0.3818,0.03,0.03,-0.31,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981507,home,Como,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,355486,EUR,863568000,D,27,27,False,45.0,36.0,4.0,,0.0,17.0,18.0,19.0,27.0,2.0,7.0,4.0,1.0,,2.0,,,,,78.0,76.0,7.2,17.0,0.0140826,,1,,-0.4,0.08,-0.09,,3.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,0.1779,0.3764,0.51,,,,,,,,,,,,,,,,,,,
13981507,home,Como,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13079,M,1403348,EUR,1104969600,D,14,14,False,83.0,77.0,3.0,1.0,0.0,38.0,41.0,39.0,42.0,4.0,6.0,7.0,6.0,,,,,,,90.0,96.0,7.4,7.0,0.0281174,,0,,0.37,0.2,-0.02,,,1.0,1.0,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
13981507,home,Como,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,604232,EUR,732153600,D,34,34,False,62.0,59.0,4.0,3.0,0.0,34.0,35.0,25.0,27.0,7.0,9.0,10.0,2.0,,,,,,,90.0,81.0,7.3,4.0,0.0119994,,0,,0.23,0.07,0.22,,,5.0,6.0,,,,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
13981507,home,Como,Álex Valle,valle-alex,Á. Valle,D,3,178,6518,M,1142238,EUR,1082851200,D,3,3,False,69.0,58.0,3.0,1.0,1.0,23.0,28.0,35.0,41.0,2.0,5.0,3.0,4.0,,,,,,,90.0,96.0,6.7,17.0,0.15293,,1,,-0.17,0.05,-0.16,,4.0,,1.0,,,,,3.0,1.0,0.3284,,-0.05,2.0,1.0,,,1.0,alexxv_5,1.0,1.0,1.0,2.0,,,,,,,,,
13981507,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,911848,EUR,992044800,M,33,33,False,81.0,78.0,3.0,3.0,0.0,25.0,26.0,53.0,55.0,,,1.0,6.0,,,,,,,90.0,94.0,7.5,6.0,0.149928,,1,,0.66,0.28,0.18,,4.0,,2.0,1.0,,,,,,0.011,,-0.06,2.0,,,,1.0,,2.0,,1.0,1.0,True,,,,,,,,
13981507,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,91.0,83.0,2.0,,1.0,25.0,27.0,58.0,64.0,3.0,12.0,,6.0,1.0,5.0,,,,,89.0,112.0,7.8,12.0,0.495324,,1,,0.69,0.3,-0.43,,1.0,2.0,8.0,1.0,,,,3.0,1.0,0.0233,,-0.11,3.0,2.0,,,1.0,,1.0,1.0,1.0,2.0,,2.0,4.0,2.0,,,,,
13981507,home,Como,Nicolas-Gerrit Kühn,nicolas-gerrit-kuhn,N. Kühn,F,19,174,2326,M,877835,EUR,946684800,M,19,19,False,26.0,23.0,1.0,1.0,0.0,2.0,3.0,21.0,23.0,,,,1.0,,,,,,,79.0,37.0,6.0,11.0,0.0393487,,0,,-0.19,0.22,-0.07,,1.0,1.0,7.0,3.0,,,,,2.0,,,,1.0,,,,2.0,,,,,1.0,,,1.0,,1.0,,,,
13981507,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,1171451,EUR,1094601600,M,10,10,False,48.0,41.0,3.0,1.0,0.0,13.0,14.0,28.0,34.0,2.0,11.0,,8.0,,3.0,,,,,90.0,83.0,7.7,21.0,0.0365385,,6,,0.18,0.14,0.46,,4.0,3.0,9.0,2.0,1.0,,1.0,1.0,5.0,0.4661,0.3875,-0.13,,1.0,,,2.0,nicopaz1o,,,2.0,,,,7.0,5.0,,3.0,1.0,1.0,
13981507,home,Como,Assane Diao,assane-diao,A. Diao,F,38,185,18044,M,1493689,EUR,1126051200,M,38,38,False,19.0,15.0,,,0.0,3.0,5.0,12.0,14.0,,2.0,,,,2.0,,,,,54.0,28.0,6.4,9.0,0.0150336,,0,,-0.09,0.28,-0.12,,2.0,,3.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,
