match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_errorLeadToAGoal,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_wonTackle,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_dispossessed,stat_outfielderBlock,stat_bigChanceCreated
14131924,home,Casa Pia,Daniel Azevedo,azevedo-daniel,D. Azevedo,G,22,195,26,M,878493,EUR,887241600,G,22,22,False,32.0,22.0,22.0,12.0,0.0,16.0,17.0,6.0,15.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,90.0,40.0,6.9,10.0,0.00214634,0.4007,0,-0.1609,0.06,-0.02,-0.25,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131924,home,Casa Pia,Kaique Rocha,kaique-rocha,K. Rocha,D,27,195,458,M,963990,EUR,983318400,D,27,27,False,36.0,27.0,7.0,2.0,0.0,17.0,20.0,10.0,16.0,8.0,4.0,,,,,,88.0,52.0,7.3,10.0,0.00348511,,2,,0.06,0.03,-0.27,,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.1619,0.6554,0.48,,,,,,,,,,,,,,,,,
14131924,home,Casa Pia,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,35.0,29.0,1.0,,0.0,24.0,27.0,5.0,8.0,8.0,3.0,,,,,,90.0,48.0,6.0,7.0,0.00176981,,0,,-0.04,0.05,-0.56,,5.0,5.0,6.0,5.0,,,,,,,1.0,,,,,True,1.0,2.0,,,,,,,,,,,,,,
14131924,home,Casa Pia,David Sousa,david-sousa,David Sousa,D,43,190,146,M,1015932,EUR,994204800,D,43,43,False,50.0,41.0,6.0,3.0,0.0,31.0,33.0,10.0,17.0,2.0,8.0,,,,,,90.0,65.0,6.5,11.0,0.00577528,,1,,-0.04,0.17,-0.36,,,2.0,3.0,5.0,,1.0,,,2.0,,2.0,,0.023,0.0394,0.09,,,,1.0,1.0,1.0,,,,,,,,,,,
14131924,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,40.0,32.0,4.0,2.0,0.0,14.0,15.0,18.0,25.0,5.0,8.0,,,,,,90.0,72.0,7.3,17.0,0.14858,,1,,0.08,0.29,-0.02,,,4.0,3.0,8.0,,1.0,,1.0,1.0,1.0,1.0,,0.1126,0.2702,0.1,,,2.0,,3.0,1.0,4.0,1.0,1.0,,,,,,,,
14131924,home,Casa Pia,Renato Nhaga,renato-nhaga,R. Nhaga,M,74,172,1735,M,2119726,EUR,1174953600,M,74,74,False,27.0,19.0,2.0,,0.0,9.0,12.0,10.0,15.0,1.0,4.0,,,,,,73.0,40.0,6.5,11.0,0.0246964,,0,,-0.19,0.16,-0.01,,3.0,,3.0,4.0,,,,,2.0,1.0,,,,,,,,2.0,,,,2.0,,2.0,Renato Nhaga,,,,,,,
14131924,home,Casa Pia,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,42,42,False,54.0,50.0,4.0,3.0,0.0,23.0,23.0,27.0,31.0,1.0,2.0,,,,,,88.0,66.0,7.3,4.0,0.0373504,,1,,0.34,0.1,-0.03,,2.0,,2.0,4.0,,,,3.0,4.0,,,,0.0377,,-0.01,,,,,,,,,3.0,,,1.0,1.0,,,,
14131924,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,M,18,18,False,28.0,22.0,3.0,1.0,0.0,11.0,14.0,11.0,14.0,5.0,,,,,,,90.0,53.0,6.6,15.0,0.114443,,0,,0.16,-0.42,-0.09,,1.0,,4.0,2.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,3.0,1.0,2.0,1.0,,,,,1.0,,,,
14131924,home,Casa Pia,Jérémy Livolant,jeremy-livolant,J. Livolant,F,29,175,282,M,826054,EUR,884304000,F,29,29,False,27.0,19.0,1.0,,1.0,7.0,7.0,12.0,20.0,1.0,7.0,,,,,,90.0,55.0,8.7,17.0,0.481496,,3,,0.56,-0.25,0.15,,2.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.2328,0.6114,0.58,,,3.0,,2.0,1.0,12.0,5.0,,,,,4.0,1.0,,,
14131924,home,Casa Pia,Dailon Rocha Livramento,dailon-rocha-livramento,D. R. Livramento,F,10,185,1923,M,1155358,EUR,988934400,F,10,10,False,13.0,7.0,,,0.0,1.0,1.0,6.0,12.0,1.0,2.0,,,,,,73.0,25.0,6.0,10.0,0.00871951,,3,,-0.12,0.2,0.0,,4.0,5.0,5.0,6.0,2.0,,,,,3.0,1.0,,0.368,,-0.72,,,,,1.0,1.0,,,,,,1.0,,,1.0,,
14131924,home,Casa Pia,Miguel Sousa,miguel-sousa,M. Sousa,M,20,176,28,M,936367,EUR,906163200,F,14,14,False,24.0,18.0,1.0,,0.0,6.0,6.0,12.0,18.0,,3.0,,,,,,63.0,41.0,6.6,13.0,0.0821833,,0,,0.17,0.06,-0.03,,,1.0,5.0,6.0,,,,1.0,3.0,2.0,3.0,,,,,,,2.0,,2.0,,3.0,1.0,2.0,,,,2.0,,,,
14131924,home,Casa Pia,Tiago Morais,tiago-morais,T. Morais,F,21,168,233,M,1067284,EUR,1062547200,F,21,21,True,8.0,7.0,2.0,2.0,0.0,2.0,2.0,5.0,6.0,,3.0,,,,,,27.0,14.0,7.5,4.0,0.224346,,0,,0.58,0.26,0.2,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,
14131924,home,Casa Pia,Iyad Mohamed,mohamed-iyad,I. Mohamed,M,24,191,113,M,1131015,EUR,983750400,M,24,24,True,5.0,3.0,1.0,,0.0,,,3.0,5.0,1.0,2.0,,,,,,17.0,10.0,6.6,3.0,0.00093111,,0,,0.07,-0.01,-0.14,,,1.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,
14131924,home,Casa Pia,Cassiano,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,90,90,True,3.0,1.0,,,0.0,1.0,2.0,,1.0,1.0,,,,,,,17.0,7.0,6.6,3.0,1.547e-05,,0,,-0.06,0.01,0.19,,,1.0,2.0,2.0,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,
