match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_fouls,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,captain,player_lastName,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals,stat_outfielderBlock
12117086,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,24.0,22.0,3.0,1.0,0.0,22.0,23.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,90.0,38.0,7.0,2.0,0.00011128,0,0.8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117086,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,37.0,37.0,1.0,1.0,0.0,12.0,12.0,27.0,5.0,3.0,3.0,,,,64.0,55.0,6.8,7.0,0.0495257,1,,25.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.3234,1.0,,,,,,,,,,,,,,,,,,
12117086,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,67.0,66.0,3.0,3.0,0.0,40.0,41.0,26.0,6.0,2.0,4.0,,,,90.0,80.0,7.3,1.0,0.0227273,0,,26.0,,6.0,,1.0,,,2.0,4.0,3.0,,,,,Gabriel Xavier,5.0,1.0,1.0,1.0,,,,,,,,,,,,,
12117086,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,59.0,56.0,5.0,4.0,0.0,33.0,34.0,25.0,1.0,3.0,,,,,90.0,62.0,6.6,3.0,0.0144232,0,,23.0,,4.0,,,,,,2.0,,,,,,,2.0,1.0,,3.0,1.0,,,,,,,,,,,,
12117086,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,68.0,60.0,5.0,2.0,0.0,25.0,27.0,45.0,3.0,7.0,,,,,90.0,80.0,7.2,11.0,0.393711,2,,37.0,4.0,3.0,,,,,1.0,1.0,,,1.0,0.0591,3.0,,,2.0,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,
12117086,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,93.0,88.0,4.0,4.0,0.0,36.0,38.0,57.0,3.0,1.0,1.0,,,,90.0,105.0,7.1,10.0,0.0816553,0,,53.0,2.0,3.0,1.0,,,,,,,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,
12117086,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,93.0,85.0,4.0,4.0,0.0,25.0,27.0,67.0,9.0,3.0,3.0,,,,90.0,109.0,8.2,10.0,0.375822,0,,61.0,1.0,2.0,,1.0,,,1.0,3.0,2.0,1.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,evertonri,True,,,,,,
12117086,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,39.0,35.0,3.0,3.0,0.0,4.0,4.0,40.0,,1.0,,,,,65.0,53.0,7.1,13.0,0.257713,3,,33.0,5.0,6.0,1.0,3.0,,2.0,,,,2.0,,0.2954,3.0,,,,,2.0,,2.0,,,1.0,,,,1.0,1.0,0.2648,,
12117086,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,26.0,24.0,,,0.0,6.0,7.0,20.0,3.0,2.0,1.0,,,,72.0,35.0,6.5,6.0,0.0448261,1,,18.0,1.0,6.0,2.0,2.0,,,,,,,1.0,0.0547,,,,,1.0,1.0,2.0,,,,,,,,1.0,,0.0692,,
12117086,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,16.0,12.0,1.0,1.0,1.0,2.0,2.0,15.0,1.0,1.0,,,,,88.0,21.0,7.0,7.0,0.0125799,1,,10.0,1.0,3.0,1.0,,,1.0,,,,1.0,1.0,0.146,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,
