match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_interceptionWon,player_firstName,stat_outfielderBlock,player_lastName,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_errorLeadToAShot
14109646,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,30.0,14.0,19.0,3.0,0.0,11.0,12.0,3.0,18.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,38.0,5.6,16.0,0.00113445,0.1647,0,-0.7111,0.05,0.0,-0.42,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,184,M,155998,EUR,766368000,D,2,2,False,20.0,11.0,6.0,1.0,0.0,4.0,4.0,7.0,16.0,3.0,5.0,3.0,2.0,,,,,,,,90.0,42.0,6.5,15.0,0.0887188,,3,,0.27,0.09,-0.13,,4.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0591,1.0,-0.26,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,39.0,35.0,6.0,4.0,0.0,30.0,30.0,5.0,9.0,1.0,4.0,4.0,5.0,,,,,,,,90.0,47.0,6.9,4.0,0.00341251,,0,,0.12,0.08,-0.09,,,,,1.0,,1.0,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
14109646,home,Kasımpaşa,Adem Arous,adem-arous,A. Arous,D,4,188.0,619,M,2018238,EUR,1090022400,D,4,4,False,40.0,35.0,5.0,4.0,0.0,30.0,32.0,5.0,8.0,2.0,4.0,5.0,2.0,,,,,,,,78.0,50.0,7.0,5.0,0.00674648,,0,,0.05,0.02,0.14,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,1.0,Adem Arous,1.0,,,,,,,,,
14109646,home,Kasımpaşa,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,931743,EUR,924652800,D,21,21,False,21.0,17.0,2.0,,0.0,10.0,10.0,7.0,11.0,,4.0,5.0,2.0,,,,,,,,90.0,46.0,7.4,6.0,0.26914,,0,,0.41,0.0,0.32,,2.0,1.0,,3.0,1.0,,,,4.0,4.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,
14109646,home,Kasımpaşa,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187.0,234,M,932856,EUR,1010620800,M,16,16,False,18.0,11.0,2.0,1.0,0.0,6.0,11.0,5.0,7.0,,7.0,4.0,4.0,,,,,,,,90.0,39.0,7.3,10.0,0.00937526,,1,,0.02,0.26,0.43,,,,,2.0,1.0,,1.0,,5.0,4.0,2.0,2.0,1.0,,0.0332,2.0,-0.15,,,,,1.0,,,,,,,,,
14109646,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,22.0,18.0,,,1.0,3.0,4.0,15.0,18.0,,4.0,4.0,4.0,,,,,,,,89.0,45.0,7.3,9.0,0.42993,,1,,0.47,-0.3,0.19,,2.0,1.0,2.0,5.0,1.0,2.0,1.0,,,,1.0,3.0,1.0,,0.2145,2.0,-0.14,,1.0,3.0,,,,,,,,,,,
14109646,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179.0,1215,M,254979,EUR,761529600,M,10,10,False,40.0,32.0,4.0,1.0,0.0,12.0,12.0,20.0,28.0,,5.0,2.0,7.0,,,,,,,,90.0,62.0,7.7,16.0,0.159612,,3,,0.28,0.08,-0.03,,6.0,1.0,2.0,6.0,,1.0,2.0,,3.0,2.0,2.0,1.0,3.0,,0.4063,4.0,0.51,1.0,1.0,,,,,True,1.0,1.0,1.0,1.0,0.7329,,
14109646,home,Kasımpaşa,Cafú,cafu,Cafú,M,8,185.0,212,M,110956,EUR,730684800,M,8,8,False,18.0,14.0,3.0,1.0,0.0,6.0,6.0,8.0,12.0,,1.0,,5.0,,,,,,,,45.0,24.0,5.5,5.0,0.00703578,,0,,0.09,-0.06,-0.03,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
14109646,home,Kasımpaşa,Ali Yavuz Kol,ali-yavuz-kol,A. Y. Kol,M,11,175.0,109,M,910091,EUR,980726400,M,11,11,False,7.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,1.0,4.0,,2.0,,,,,,,,62.0,29.0,6.4,10.0,0.00862577,,2,,0.04,0.08,-0.08,,1.0,,,8.0,2.0,6.0,,2.0,2.0,2.0,1.0,,,1.0,0.0422,2.0,0.0,1.0,1.0,1.0,,,,,1.0,,,,,,
14109646,home,Kasımpaşa,Pape Habib Gueye,pape-habib-gueye,P. H. Gueye,F,77,188.0,366,M,880778,EUR,937785600,F,77,77,False,13.0,10.0,,,0.0,3.0,4.0,7.0,9.0,4.0,10.0,,2.0,,,,,,,,90.0,37.0,6.3,14.0,0.0091608,,6,,-0.07,0.46,-0.06,,1.0,,7.0,18.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,,0.5824,1.0,-0.67,2.0,,,,,,,,1.0,1.0,,0.2825,,
14109646,home,Kasımpaşa,Fousseni Diabaté,fousseni-diabate,F. Diabaté,M,34,175.0,1077,M,796374,EUR,813974400,F,34,34,True,10.0,8.0,,,0.0,3.0,3.0,5.0,7.0,1.0,1.0,,,,,,,,,,28.0,11.0,6.7,2.0,0.0118405,,1,,0.11,0.04,0.13,,,,,,,,,1.0,,,,,,,0.0429,1.0,-0.14,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Cem Üstündag,cem-ustundag,C. Üstündag,M,6,,49,M,1387006,EUR,979948800,M,6,6,True,1.0,,,,0.0,,,,1.0,,1.0,1.0,,,,,,,,,12.0,3.0,6.6,1.0,,,0,,-0.02,,0.15,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184.0,380,M,822228,EUR,694137600,F,7,7,True,1.0,,,,0.0,,1.0,,,,,1.0,,,,,,,,,8.0,4.0,6.4,2.0,,,0,,-0.02,0.02,0.17,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Ali Emre Yanar,ali-emre-yanar,A. E. Yanar,G,25,190.0,31,M,840297,EUR,895190400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Taylan Utku Aydın,aydin-taylan-utku,T. U. Aydın,D,29,180.0,50,M,1498789,EUR,1139529600,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176.0,74,M,190191,EUR,807840000,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177.0,133,M,929098,EUR,919814400,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Atakan Mujde,mujde-atakan,A. Mujde,M,4,182.0,17,M,1134704,EUR,1067040000,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109646,home,Kasımpaşa,Yasin Eratilla,yasin-eratilla,Y. Eratilla,F,72,,4,M,2214554,EUR,1081123200,F,72,72,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yasin Eratilla,,,,,,,,,,
14109646,home,Kasımpaşa,Kubilay Kanatsızkuş,kubilay-kanatsizkus,K. Kanatsızkuş,F,17,190.0,94,M,828953,EUR,859507200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109646,away,Fenerbahçe,Ederson,ederson,Ederson,G,31,188.0,48446,M,254491,EUR,745545600,G,31,31,False,33.0,24.0,15.0,7.0,0.0,24.0,28.0,,5.0,,,,6.0,,,1.0,1.0,,,,90.0,39.0,7.1,9.0,0.00013212,0.3997,0,0.0155,0.03,-0.08,-0.17,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ederson93,1.0
14109646,away,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7755,M,252821,EUR,753408000,D,27,27,False,32.0,30.0,5.0,4.0,0.0,12.0,12.0,18.0,20.0,,5.0,1.0,2.0,,,,,,,,59.0,51.0,7.2,9.0,0.0111974,,0,,-0.25,0.19,0.53,,,,,4.0,1.0,5.0,,,2.0,2.0,1.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,nelsonsemedo50,
14109646,away,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187.0,9862,M,187205,EUR,792460800,D,37,37,False,96.0,90.0,4.0,2.0,0.0,50.0,52.0,40.0,44.0,4.0,10.0,6.0,3.0,,,,,,,,90.0,115.0,7.7,8.0,0.0182996,,1,,0.33,0.14,-0.01,,2.0,,2.0,2.0,,,1.0,,4.0,2.0,,2.0,,,0.0104,,-0.1,,,1.0,,1.0,,True,,,,,,milanskriniar,
