match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bigChanceMissed,stat_hitWoodwork,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_bigChanceCreated,stat_penaltyWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_blockedScoringAttempt,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded,stat_outfielderBlock,stat_lastManTackle,stat_totalOffside
14062166,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,30.0,25.0,11.0,6.0,0.0,20.0,21.0,5.0,9.0,10.0,1.0,2.0,4.0,1.0,1.0,90.0,41.0,7.5,5.0,0.0239058,58.682107930569,9.0,15.33,7.56,0.4815,0,0.4877,0.19,0.06,-0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062166,home,TSG Hoffenheim,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1730,M,138024,EUR,714441600,D,34,34,False,,54.0,45.0,3.0,1.0,0.0,22.0,26.0,23.0,28.0,6.0,,,,,,90.0,85.0,7.4,18.0,0.335412,166.6764528443,23.0,-8.2950000000001,16.485,,2,,0.41,0.12,-0.13,,,,5.0,2.0,2.0,7.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,0.0563,3.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,
14062166,home,TSG Hoffenheim,Robin Hranáč,robin-hranac,R. Hranáč,D,2,189,292,M,957615,EUR,949104000,D,2,2,False,,66.0,60.0,5.0,2.0,0.0,41.0,45.0,19.0,21.0,3.0,,,,,,90.0,76.0,6.7,7.0,0.0452308,69.523326473167,10.0,9.135,10.185,,0,,0.14,0.04,-0.14,,,,,,1.0,4.0,1.0,1.0,,3.0,,1.0,1.0,,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14062166,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,101.0,88.0,7.0,2.0,0.0,61.0,62.0,27.0,39.0,6.0,,,,,,90.0,116.0,7.0,14.0,0.0369832,151.28791906252,21.0,77.805,18.06,,1,,0.4,0.13,-0.09,,,,,,5.0,7.0,,,1.0,10.0,1.0,1.0,1.0,0.1161,,-0.33,3.0,6.0,1.0,1.0,4.0,1.0,1.0,18.121854651222,1.0,,,,,,,,,,,,,,,
14062166,home,TSG Hoffenheim,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,13,13,False,,65.0,56.0,6.0,2.0,0.0,24.0,27.0,32.0,38.0,4.0,,,,,,76.0,84.0,6.8,15.0,0.170513,108.16715643379,15.0,68.985,26.775,,0,,0.25,0.09,-0.13,,,,3.0,,1.0,2.0,,,,2.0,2.0,,,,,,,,1.0,1.0,,,,26.777158643142,1.0,,,,,,,,,,,,,,,
14062166,home,TSG Hoffenheim,Wouter Burger,wouter-burger,W. Burger,M,18,190,820,M,916946,EUR,982281600,M,18,18,False,,46.0,40.0,4.0,3.0,0.0,14.0,15.0,26.0,31.0,1.0,,,,,,64.0,62.0,8.3,9.0,0.231245,146.26440676219,15.0,79.485,29.4,,0,,0.51,0.38,0.24,,,,3.0,2.0,2.0,6.0,,,,3.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,,,39.52199068343,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14062166,home,TSG Hoffenheim,Leon Avdullahu,avdullahu-leon,L. Avdullahu,M,7,185,842,M,1493305,EUR,1077494400,M,7,7,False,,102.0,91.0,6.0,4.0,0.0,49.0,52.0,42.0,50.0,8.0,,,,,,90.0,114.0,6.6,12.0,0.102247,168.08120153535,24.0,17.22,10.5,,1,,0.25,0.14,-0.06,,,,,,1.0,1.0,,,1.0,3.0,1.0,,,0.0205,,-0.11,2.0,6.0,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,
14062166,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,M,22,22,False,,28.0,22.0,1.0,,0.0,8.0,8.0,14.0,20.0,4.0,,,,,,64.0,46.0,6.9,13.0,0.0397134,146.68530294803,14.0,38.955,16.59,,1,,0.07,0.35,0.21,,,,,,1.0,6.0,,,,1.0,,3.0,2.0,0.2073,,0.05,1.0,5.0,3.0,2.0,1.0,,,28.764953107122,2.0,3.0,,,,1.0,0.7536,,,,,,,,,
14062166,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,42.0,34.0,3.0,3.0,0.0,16.0,16.0,18.0,26.0,7.0,,,,,,90.0,60.0,9.2,13.0,0.138366,118.34714789777,14.0,-4.725,13.44,,7,,-0.15,0.19,-0.11,,,,,,1.0,4.0,3.0,2.0,1.0,,,2.0,1.0,2.0772,1.0,0.97,,4.0,,,,2.0,,13.740099562958,1.0,2.0,,,1.0,6.0,3.1831,andrejkramaric,3.0,,,,,,,
14062166,home,TSG Hoffenheim,Fisnik Asllani,fisnik-asllani,F. Asllani,F,11,186,3700,M,1010117,EUR,1028764800,F,11,11,False,,33.0,24.0,,,1.0,9.0,10.0,15.0,23.0,4.0,,,,,,83.0,42.0,6.9,16.0,0.13011,64.633214361342,7.0,42.315,19.74,,1,,0.54,0.33,-0.08,,,,,,1.0,1.0,,,,,,5.0,,0.0392,1.0,-0.1,3.0,7.0,,,2.0,,,36.87876853216,2.0,2.0,1.0,,,,,,,1.0,,,,,,
