match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_unsuccessfulTouch,captain,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_outfielderBlock,player_sofascoreId,stat_penaltyWon,stat_goalAssist
10913505,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193.0,156,M,838439,EUR,597888000.0,G,1,1,False,28.0,16.0,18.0,7.0,11.0,14.0,5.0,14.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,39.0,6.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,Omar Al-Oudah,,,omar-al-oudah,O. Al-Oudah,D,22,174.0,4,,2266015,EUR,914889600.0,D,2,2,False,37.0,28.0,6.0,1.0,13.0,16.0,15.0,21.0,1.0,2.0,4.0,,,,,,,,,90.0,58.0,6.5,10.0,0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,Mohammed Al-Khabrani,,,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800.0,D,3,3,False,32.0,30.0,6.0,6.0,25.0,26.0,5.0,6.0,2.0,2.0,5.0,,2.0,,,,,,,90.0,37.0,6.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,Izuchukwu Jude Anthony,,,izuchukwu-jude-anthony,I. J. Anthony,D,16,187.0,51,M,834130,EUR,878515200.0,D,25,25,False,41.0,34.0,4.0,1.0,28.0,31.0,6.0,10.0,,4.0,5.0,,,,,,,,,90.0,49.0,6.1,9.0,0,,1.0,2.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,Hussain Al-Nuweqi,Hussain Al-Nuweqi,,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800.0,D,27,27,False,3.0,3.0,,,3.0,3.0,,,,1.0,,,,,,,,,,12.0,6.0,6.6,,0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173.0,385,M,177103,EUR,725846400.0,M,15,15,False,38.0,29.0,3.0,1.0,12.0,14.0,17.0,28.0,9.0,3.0,7.0,,1.0,,,,,,,90.0,68.0,6.3,22.0,1,,,6.0,8.0,4.0,,2.0,2.0,,1.0,,4.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
10913505,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186.0,38,M,311608,EUR,647049600.0,M,8,8,False,64.0,55.0,15.0,10.0,29.0,31.0,26.0,33.0,2.0,2.0,8.0,,,,,,,,,82.0,75.0,7.0,10.0,1,2.0,,4.0,2.0,2.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,
10913505,home,Al-Khaleej,Morato,,,morato,Morato,M,12,170.0,60,M,866468,EUR,715305600.0,M,10,10,False,21.0,20.0,,,12.0,12.0,9.0,12.0,7.0,,5.0,,2.0,,,,,,,82.0,38.0,5.9,8.0,2,,,1.0,2.0,1.0,,,,,1.0,,3.0,1.0,3.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,,
10913505,home,Al-Khaleej,Ahmad Zain,,,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800.0,F,49,49,False,20.0,14.0,3.0,1.0,8.0,8.0,7.0,14.0,3.0,,5.0,,,,,,,,,64.0,31.0,6.5,10.0,0,,,1.0,1.0,,1.0,,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,
10913505,home,Al-Khaleej,Sokol Cikalleshi,,,sokol-cikalleshi,S. Cikalleshi,F,,185.0,338,M,81138,EUR,646444800.0,F,9,9,False,20.0,17.0,,,6.0,7.0,11.0,14.0,10.0,,2.0,,1.0,,,,,,,90.0,33.0,6.6,9.0,2,5.0,3.0,7.0,2.0,1.0,1.0,,,3.0,1.0,,1.0,,3.0,,1.0,,,,,1.0,1.0,,,,,,
10913505,home,Al-Khaleej,Fábio Martins,,,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000.0,F,93,93,False,27.0,25.0,,,12.0,12.0,13.0,15.0,6.0,,2.0,,,,,,,,,82.0,39.0,6.7,6.0,2,,,2.0,2.0,1.0,1.0,,,1.0,,,,2.0,3.0,,2.0,1.0,,,,,1.0,,,,,,
10913505,home,Al-Khaleej,Hani Al-Subayani,,,hani-al-subayani,H. Al-Subayani,D,3,175.0,4,M,974169,EUR,900979200.0,D,24,24,True,33.0,31.0,3.0,1.0,17.0,17.0,14.0,18.0,1.0,1.0,1.0,,,,,,,,,78.0,43.0,6.1,5.0,0,,,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,Hamad Al Abdan,,,hamad-al-abdan,H. A. Abdan,M,,165.0,13,M,1019294,EUR,959299200.0,M,99,99,True,13.0,13.0,1.0,1.0,2.0,2.0,11.0,11.0,,,1.0,,,,,,,,,26.0,15.0,6.4,1.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,Khaled Al-Semeiry,,,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800.0,M,6,6,True,12.0,11.0,5.0,4.0,4.0,4.0,7.0,10.0,2.0,,,,1.0,,,,,,,8.0,17.0,6.7,3.0,0,,,3.0,1.0,1.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,
10913505,home,Al-Khaleej,Ayman Al-Hujaili,,,ayman-al-hujaili,A. Al-Hujaili,M,10,165.0,16,M,990188,EUR,900460800.0,M,58,58,True,5.0,4.0,,,,,4.0,6.0,2.0,,,,1.0,,,,,,,8.0,7.0,6.3,3.0,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
