match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,captain,player_sofascoreId,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside,stat_punches
12436475,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,42.0,32.0,16.0,6.0,0.0,30.0,31.0,2.0,11.0,1.0,12.0,1.0,3.0,3.0,1.0,1.0,90.0,51.0,7.5,10.0,0.00180435,0,0.9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436475,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,False,43.0,41.0,6.0,5.0,0.0,19.0,19.0,22.0,26.0,5.0,5.0,,,,,,88.0,72.0,7.7,8.0,0.0305107,1,,2.0,2.0,4.0,4.0,9.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0596,,,,,,,,,,,,,,,,,,,
12436475,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,76.0,64.0,8.0,3.0,0.0,37.0,39.0,27.0,38.0,3.0,6.0,,,,,,90.0,90.0,7.8,14.0,0.0507731,0,,1.0,1.0,6.0,3.0,10.0,,,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12436475,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,69.0,62.0,7.0,3.0,0.0,40.0,42.0,22.0,27.0,3.0,7.0,,,,,,90.0,73.0,7.0,7.0,0.0498189,1,,,1.0,,2.0,,,1.0,,,,,,,0.0153,1.0,,1.0,True,,,,,,,,,,,,,,,
12436475,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,41.0,35.0,1.0,1.0,0.0,10.0,13.0,26.0,31.0,,7.0,,,,,,90.0,60.0,7.1,11.0,0.031926,0,,3.0,1.0,,3.0,3.0,1.0,,,2.0,3.0,2.0,,,,1.0,1.0,,,pervisestupinan,1.0,,,,,,,,,,,,,
12436475,home,Brighton & Hove Albion,Matt O'Riley,matt-oriley,M. O'Riley,M,33,187,5045,M,891829,EUR,974764800,M,33,33,False,35.0,29.0,,,0.0,15.0,15.0,15.0,22.0,,4.0,,,,,,67.0,49.0,7.5,9.0,0.166216,4,,2.0,,,2.0,3.0,,1.0,,2.0,2.0,2.0,,,0.2252,,,3.0,,,1.0,3.0,1.0,1.0,2.0,0.1872,,,,,,,,
12436475,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,20,20,False,40.0,34.0,3.0,1.0,0.0,19.0,19.0,15.0,21.0,2.0,5.0,,,,,,90.0,56.0,7.1,8.0,0.0418003,1,,,1.0,1.0,1.0,3.0,,,1.0,,2.0,1.0,,,0.0359,,2.0,,,carlos_baleba,,,,1.0,,0.1379,,,,,,,,
12436475,home,Brighton & Hove Albion,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2810,M,1198075,EUR,1085961600,M,8,8,False,30.0,23.0,2.0,1.0,0.0,,2.0,24.0,30.0,,4.0,,,,,,67.0,46.0,7.8,10.0,0.263423,1,,2.0,,,3.0,6.0,1.0,,,1.0,1.0,1.0,3.0,1.0,0.0793,,,5.0,,,1.0,3.0,2.0,1.0,,0.2093,Brajan Gruda,,,,,,,
12436475,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,M,10,10,False,29.0,21.0,2.0,,0.0,5.0,7.0,16.0,25.0,,4.0,,,,,,78.0,47.0,7.1,16.0,0.0474509,8,,3.0,3.0,3.0,7.0,4.0,3.0,4.0,,,,,1.0,,0.5028,1.0,2.0,,,julioenciso.33,,,,3.0,1.0,0.1505,,,1.0,1.0,,,,
12436475,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,27.0,21.0,1.0,,0.0,5.0,5.0,17.0,25.0,,3.0,,,,,,67.0,43.0,7.3,14.0,0.209679,2,,3.0,,2.0,4.0,5.0,,2.0,,,1.0,1.0,,1.0,0.0604,1.0,3.0,2.0,,KaoruM,1.0,4.0,2.0,,,,,,,,1.0,,,
