match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_challengeLost,stat_punches,stat_hitWoodwork
10408330,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,27.0,22.0,11.0,6.0,16.0,19.0,6.0,8.0,10.0,1.0,1.0,3.0,4.0,90.0,38.0,6.4,5.0,0.0,0.0,0.00121065,0,0.4514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408330,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,76.0,64.0,2.0,1.0,22.0,24.0,42.0,56.0,4.0,,,,,88.0,99.0,7.1,18.0,0.0534,0.0,0.303501,1,,,,4.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
10408330,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,63.0,58.0,9.0,5.0,39.0,40.0,19.0,23.0,8.0,,,,,90.0,79.0,8.0,6.0,0.3125,0.1747,0.0122046,2,,,,,,2.0,12.0,1.0,2.0,2.0,,4.0,1.0,,6.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
10408330,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,45.0,42.0,4.0,3.0,29.0,29.0,13.0,16.0,7.0,,,,,90.0,50.0,6.7,3.0,0.0,0.0,0.00465997,0,,,,,,1.0,,,,,,,1.0,,,,,,3.0,,2.0,,,,,,,,,,,,
10408330,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,54.0,46.0,1.0,1.0,17.0,19.0,29.0,35.0,5.0,,,,,90.0,66.0,7.3,8.0,0.0,0.0,0.0434513,0,,,,,,,10.0,,,,,4.0,,2.0,2.0,,,,1.0,,,4.0,4.0,,,,,,,,,,
10408330,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,89.0,79.0,6.0,4.0,23.0,23.0,57.0,70.0,4.0,,,,,85.0,107.0,7.3,17.0,0.9403,0.0,0.111094,3,,,,4.0,1.0,3.0,6.0,2.0,3.0,1.0,3.0,,1.0,1.0,2.0,,,,,1.0,,2.0,1.0,True,1.0,1.0,1.0,,,,,,
10408330,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,18,18,False,74.0,73.0,,,33.0,33.0,40.0,42.0,3.0,,,,,90.0,91.0,7.4,3.0,0.0492,0.0,0.0260071,2,,,,1.0,1.0,2.0,5.0,2.0,5.0,3.0,1.0,,1.0,1.0,,,,,5.0,,,,,,,,,,,,,,
10408330,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,96.0,89.0,14.0,11.0,32.0,34.0,59.0,69.0,8.0,,,,,90.0,113.0,9.4,12.0,0.057,0.1664,0.390372,2,,,,7.0,1.0,1.0,4.0,1.0,3.0,2.0,,1.0,,4.0,,,1.0,1.0,,,1.0,,,,2.0,,,1.0,1.0,,,,
10408330,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,F,15,15,False,72.0,64.0,5.0,4.0,12.0,12.0,52.0,60.0,5.0,,,,,90.0,92.0,7.6,12.0,0.373,0.0,0.164397,3,,,,,,,4.0,2.0,1.0,1.0,3.0,,,3.0,,,,,,,1.0,3.0,3.0,,,,1.0,,,,,,
10408330,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,21,21,False,28.0,24.0,,,2.0,3.0,22.0,25.0,2.0,,,,,82.0,44.0,6.8,14.0,0.1309,0.1286,0.0197829,3,,,,,,5.0,4.0,1.0,,,5.0,,2.0,,3.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,,
