match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_totalOffside,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,player_sofascoreId,stat_errorLeadToAShot,stat_penaltyWon
12528270,home,Gaziantep FK,Sokratis Dioudis,sokratis-dioudis,S. Dioudis,G,13,189,266,M,173933,EUR,728697600,G,1,1,False,23.0,21.0,5.0,3.0,0.0,20.0,21.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,29.0,6.6,2.0,0.00022672,0,0.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528270,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185,88,M,355004,EUR,855792000,D,5,5,False,21.0,16.0,4.0,3.0,0.0,11.0,13.0,5.0,8.0,2.0,,1.0,,1.0,,,,,,63.0,36.0,6.9,5.0,0.00387077,0,,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12528270,home,Gaziantep FK,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,36,36,False,40.0,36.0,6.0,3.0,1.0,26.0,30.0,10.0,10.0,3.0,2.0,3.0,,1.0,,,,,,90.0,49.0,7.1,4.0,0.00824728,0,,1.0,1.0,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12528270,home,Gaziantep FK,Enric Saborit,enric-saborit,E. Saborit,D,26,186,78,M,253303,EUR,704332800,D,13,13,False,56.0,44.0,11.0,4.0,0.0,29.0,31.0,15.0,25.0,3.0,5.0,6.0,,1.0,,,,,,90.0,70.0,7.0,14.0,0.011612,0,,5.0,1.0,2.0,2.0,1.0,,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,
12528270,home,Gaziantep FK,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,190191,EUR,807840000,D,3,3,False,24.0,12.0,9.0,2.0,0.0,5.0,6.0,8.0,20.0,3.0,3.0,1.0,,1.0,,,,,,90.0,40.0,7.1,14.0,0.2737,0,,1.0,1.0,,3.0,1.0,,,2.0,,2.0,,,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
12528270,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,31.0,24.0,1.0,,0.0,10.0,12.0,14.0,19.0,5.0,1.0,5.0,,,,,,,,90.0,49.0,6.8,9.0,0.0164683,0,,10.0,4.0,,4.0,3.0,1.0,,,4.0,,,,1.0,,,3.0,,2.0,1.0,,,,,,,,,,,,,
12528270,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175,703,M,797602,EUR,872812800,M,18,18,False,27.0,16.0,2.0,1.0,0.0,8.0,11.0,8.0,18.0,4.0,1.0,6.0,,,,,,,,90.0,43.0,6.8,17.0,0.0107004,2,,3.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,0.2874,,,,,,,,,,
12528270,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,17.0,12.0,1.0,1.0,0.0,4.0,7.0,8.0,10.0,10.0,1.0,5.0,,3.0,,,,,,67.0,36.0,6.5,12.0,0.008928,1,,5.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,,,3.0,,1.0,1.0,3.0,,0.0734,1.0,0.4461,,,,,,,,
12528270,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,43.0,35.0,2.0,,0.0,18.0,19.0,19.0,29.0,5.0,,5.0,,1.0,,,,,,90.0,64.0,7.9,15.0,0.170457,2,,5.0,2.0,,1.0,2.0,2.0,1.0,,1.0,2.0,,,,5.0,2.0,3.0,,2.0,3.0,,1.0,0.4541,1.0,0.8944,True,1.0,,,,,,
12528270,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180,197,M,883355,EUR,962668800,M,11,11,False,10.0,6.0,,,0.0,1.0,2.0,5.0,8.0,12.0,1.0,2.0,,4.0,,,,,,85.0,23.0,6.0,10.0,0.00220931,2,,2.0,,,,,,3.0,,2.0,,,,,,,1.0,,,,4.0,,0.047,1.0,0.0297,,,1.0,,,,,
