match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_interceptionWon,stat_totalCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle,stat_errorLeadToAShot
12514065,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,24.0,14.0,16.0,6.0,0.0,13.0,15.0,1.0,9.0,1.0,1.0,3.0,8.0,2.0,1.0,1.0,1.0,90.0,34.0,6.5,10.0,0.00015242,0,-0.4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514065,home,Rio Ave,Patrick William,,,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,False,46.0,35.0,7.0,1.0,0.0,23.0,25.0,12.0,21.0,1.0,3.0,3.0,3.0,,,,,90.0,56.0,5.8,13.0,0.00509682,0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12514065,home,Rio Ave,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,53.0,41.0,9.0,3.0,0.0,30.0,33.0,11.0,20.0,2.0,4.0,3.0,5.0,,,,,90.0,62.0,6.5,13.0,0.00853546,1,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,True,1.0,1.0,0.0204,,,,,,,,,,,,,,,,,
12514065,home,Rio Ave,Omar Richards,,,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,98,98,False,37.0,33.0,7.0,3.0,0.0,19.0,20.0,14.0,17.0,1.0,8.0,3.0,3.0,,,,,90.0,59.0,6.9,5.0,0.0326773,0,,,2.0,1.0,,,5.0,3.0,,1.0,2.0,,,1.0,,3.0,,,,,,,,,,,,,,,,
12514065,home,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,M,17,17,False,34.0,21.0,4.0,1.0,0.0,10.0,14.0,11.0,26.0,2.0,10.0,,6.0,,,,,90.0,71.0,6.8,26.0,0.0188204,2,,1.0,7.0,,1.0,,3.0,1.0,,1.0,2.0,,1.0,2.0,0.0797,1.0,6.0,6.0,3.0,1.0,,,,,,,,,,,,
12514065,home,Rio Ave,Martim Neto,,,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,47.0,39.0,3.0,1.0,1.0,15.0,16.0,24.0,31.0,1.0,5.0,,5.0,,,,,85.0,63.0,8.5,13.0,0.281079,2,,,5.0,3.0,1.0,1.0,2.0,1.0,,2.0,,,,1.0,0.0476,,,2.0,2.0,1.0,2.0,1.0,1.0,0.0724,2.0,,,,,,,
12514065,home,Rio Ave,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2293,M,1142613,EUR,1092700800,M,34,34,False,37.0,31.0,2.0,,0.0,18.0,20.0,13.0,17.0,,3.0,1.0,6.0,,,,,59.0,46.0,6.6,7.0,0.0164502,0,,1.0,3.0,,,,1.0,1.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
12514065,home,Rio Ave,Fábio Ronaldo,,,fabio-ronaldo,F. Ronaldo,F,11,178,236,M,1134514,EUR,988416000,M,77,77,False,22.0,15.0,2.0,1.0,0.0,5.0,6.0,10.0,16.0,1.0,4.0,2.0,5.0,,,,,86.0,49.0,6.7,13.0,0.0240571,1,,,3.0,,1.0,,,,,2.0,1.0,,1.0,1.0,0.0919,1.0,,3.0,2.0,,,,,,,,,,,,,
12514065,home,Rio Ave,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,F,19,19,False,24.0,16.0,1.0,,0.0,3.0,4.0,13.0,21.0,,2.0,,3.0,,,,,81.0,35.0,6.7,13.0,0.0595684,0,,,3.0,,2.0,,,,,,2.0,,,,,2.0,1.0,1.0,,,,,,,3.0,,,,,,,
12514065,home,Rio Ave,Clayton,,,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,9,9,False,14.0,12.0,,,1.0,4.0,4.0,8.0,10.0,2.0,4.0,2.0,1.0,,,,,90.0,36.0,7.7,7.0,0.0563485,4,,2.0,9.0,1.0,,,,,,3.0,1.0,,,5.0,0.6688,1.0,,3.0,1.0,1.0,,3.0,1.0,0.7687,2.0,1.0,4.0,,,,,
12514065,home,Rio Ave,Tiago Morais,,,tiago-morais,T. Morais,F,21,168,233,M,1067284,EUR,1062547200,F,11,11,False,25.0,18.0,,,0.0,2.0,3.0,16.0,23.0,1.0,9.0,,4.0,,,,,90.0,49.0,6.6,16.0,0.033455,2,,,9.0,1.0,1.0,,1.0,1.0,,,4.0,,,,0.0448,,1.0,10.0,3.0,1.0,,1.0,,0.1193,,,,,,,,
12514065,home,Rio Ave,Amine Oudrhiri,,,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,10,10,True,17.0,14.0,1.0,,0.0,8.0,9.0,6.0,8.0,,,,2.0,,,,,31.0,20.0,6.5,4.0,0.00439134,0,,,2.0,2.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
12514065,home,Rio Ave,Ole Pohlmann,,,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,M,80,80,True,5.0,3.0,1.0,,0.0,1.0,1.0,3.0,6.0,,1.0,,2.0,,,,,9.0,12.0,6.7,5.0,0.0433284,0,,,2.0,,1.0,1.0,,,,,1.0,,,,,,2.0,1.0,,,,,,,1.0,,,1.0,,,,
