match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalContest,player_firstName,player_lastName,stat_wonContest,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot
12625007,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,32.0,18.0,25.0,11.0,0.0,14.0,18.0,4.0,14.0,1.0,1.0,1.0,11.0,1.0,4.0,1.0,90.0,45.0,6.9,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625007,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,34.0,28.0,2.0,1.0,0.0,10.0,12.0,19.0,26.0,,2.0,4.0,1.0,,,,90.0,54.0,6.6,12.0,0,True,4.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12625007,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,33.0,29.0,3.0,2.0,0.0,24.0,26.0,5.0,7.0,2.0,2.0,5.0,4.0,,,,90.0,40.0,6.9,4.0,0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12625007,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,46.0,39.0,9.0,6.0,0.0,34.0,36.0,5.0,10.0,,2.0,4.0,2.0,,,,90.0,55.0,7.1,7.0,0,,,,,,,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
12625007,home,Al-Fayha,Vinicius Rangel,rangel-vinicius,V. Rangel,D,2,177.0,64,M,1170706,EUR,1083283200,D,3,3,False,37.0,31.0,6.0,5.0,0.0,23.0,24.0,8.0,16.0,,2.0,2.0,3.0,,,,90.0,61.0,6.7,14.0,0,,3.0,,2.0,,1.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,,,,,,,,,,
12625007,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,30.0,28.0,1.0,,0.0,18.0,19.0,10.0,11.0,,3.0,1.0,2.0,,,,67.0,37.0,6.7,4.0,0,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,
12625007,home,Al-Fayha,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,358890,EUR,835401600,M,20,20,False,57.0,46.0,3.0,1.0,0.0,30.0,33.0,17.0,26.0,1.0,2.0,1.0,2.0,,,,90.0,67.0,6.9,14.0,0,,2.0,1.0,3.0,,,1.0,,,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,,,,,,,,
12625007,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,M,10,10,False,24.0,21.0,3.0,2.0,0.0,7.0,8.0,14.0,16.0,,6.0,,5.0,,,,90.0,40.0,6.8,10.0,0,,,,9.0,3.0,4.0,1.0,4.0,,2.0,,,2.0,1.0,1.0,3.0,,,1.0,1.0,fashionjr10,1.0,,,,,,
12625007,home,Al-Fayha,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170.0,264,M,153964,EUR,685238400,M,8,8,False,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,,,9.0,4.0,6.5,1.0,0,,,,1.0,,1.0,,,,,,,,,,1.0,Alejandro,Pozuelo,1.0,,,,,,,,,
12625007,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,False,23.0,19.0,4.0,3.0,0.0,11.0,13.0,8.0,12.0,,6.0,2.0,3.0,,,,83.0,39.0,6.9,10.0,1,,2.0,,3.0,,,2.0,2.0,1.0,,,,,3.0,3.0,3.0,,,1.0,,,,1.0,,,,,
