match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_totalCross,stat_fouls,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,stat_goodHighClaim,stat_punches
11401946,home,AFC Ajax,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,40,40,False,49.0,36.0,21.0,8.0,31.0,36.0,5.0,13.0,4.0,1.0,1.0,1.0,1.0,90.0,54.0,6.2,14.0,0.00118127,0,-0.7297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401946,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,2,2,False,81.0,74.0,4.0,3.0,32.0,35.0,42.0,46.0,2.0,,,,,90.0,91.0,7.0,11.0,0.500177,0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401946,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4308,M,954836,EUR,951696000,D,37,37,False,103.0,100.0,2.0,1.0,74.0,76.0,26.0,27.0,12.0,,,,,90.0,113.0,7.0,3.0,0.00968343,0,,,2.0,2.0,6.0,,2.0,,,,1.0,1.0,,,josip.sutalo,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11401946,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,4,4,False,114.0,104.0,9.0,6.0,71.0,74.0,33.0,40.0,6.0,,,,,90.0,133.0,8.2,10.0,0.0402712,1,,,2.0,2.0,9.0,,,,1.0,,,1.0,,,,4.0,,3.0,5.0,1.0,1.0,1.0,3.0,0.071,,,,,,,,,,,,,
11401946,home,AFC Ajax,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3743,M,357584,EUR,885340800,D,25,25,False,42.0,39.0,4.0,3.0,19.0,20.0,20.0,26.0,3.0,,,,,45.0,56.0,6.7,8.0,0.0180441,0,,,1.0,5.0,1.0,2.0,1.0,,,,1.0,,,,BornaSosa,,,1.0,,,,,,,4.0,1.0,,,,,,,,,,,
11401946,home,AFC Ajax,Benjamin Tahirović,benjamin-tahirovic,B. Tahirović,M,8,191,1907,M,1102659,EUR,1046649600,M,33,33,False,85.0,77.0,8.0,6.0,38.0,38.0,39.0,47.0,8.0,,,,,90.0,90.0,7.4,9.0,0.157351,0,,1.0,1.0,3.0,2.0,,1.0,1.0,,,,1.0,,,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,
11401946,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,34.0,29.0,2.0,1.0,14.0,14.0,15.0,20.0,5.0,,,,,80.0,44.0,6.8,7.0,0.233877,2,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,3.0,1.0,1.0,,,1.0,0.2282,,,1.0,1.0,1.0,,,,,,,,
11401946,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,M,23,23,False,62.0,49.0,7.0,6.0,13.0,15.0,39.0,57.0,3.0,,,,,90.0,84.0,7.7,20.0,0.259439,5,,,,1.0,3.0,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,2.0,,,1.0,0.1925,10.0,1.0,,1.0,,True,3.0,2.0,0.1425,,,,
11401946,home,AFC Ajax,Chuba Akpom,chuba-akpom,C. Akpom,F,29,186,1664,M,190867,EUR,813196800,M,10,10,False,29.0,26.0,2.0,2.0,7.0,7.0,19.0,22.0,7.0,,,,,90.0,49.0,7.2,9.0,0.152024,1,,,5.0,8.0,7.0,,4.0,,,1.0,2.0,3.0,,,,1.0,2.0,1.0,2.0,,,,1.0,0.1126,,,,1.0,1.0,,,,,1.0,,,
11401946,home,AFC Ajax,ArJany Martha,martha-arjany,A. Martha,D,11,180,259,M,1004277,EUR,1062633600,M,42,42,False,49.0,41.0,3.0,,15.0,19.0,27.0,34.0,11.0,,,,,90.0,71.0,6.7,17.0,0.334752,1,,,1.0,6.0,5.0,1.0,6.0,1.0,,1.0,,2.0,,,,2.0,2.0,1.0,1.0,,,,,0.0366,4.0,,,1.0,,,1.0,,,,,,
