match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_totalCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_penaltyConceded,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,player_sofascoreId,stat_accurateCross,stat_goalAssist,stat_goals,stat_totalOffside,stat_penaltyWon,stat_penaltyMiss
11406880,home,Genoa,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,1,1,False,28.0,18.0,18.0,9.0,13.0,15.0,5.0,13.0,7.0,1.0,3.0,1.0,1.0,4.0,90.0,35.0,7.7,10.0,0.00104509,0,0.8831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406880,home,Genoa,Koni De Winter,de-winter-koni,K. De Winter,D,5,191,3255,M,1001828,EUR,1023840000,D,4,4,False,39.0,37.0,4.0,4.0,25.0,25.0,12.0,14.0,3.0,,,,,,90.0,52.0,7.0,3.0,0.00396204,0,,,,3.0,2.0,5.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11406880,home,Genoa,Mattia Bani,mattia-bani,M. Bani,D,13,188,270,M,250547,EUR,755481600,D,13,13,False,40.0,36.0,3.0,2.0,26.0,29.0,10.0,11.0,6.0,,,,,,90.0,59.0,7.0,5.0,0.0015937,2,,,,2.0,6.0,4.0,1.0,6.0,1.0,,,2.0,1.0,True,2.0,2.0,1.0,2.0,3.0,0.2279,,,,,,,,,,,,,,,,,,,
11406880,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185,4788,M,889785,EUR,909014400,D,22,22,False,23.0,13.0,5.0,1.0,6.0,9.0,7.0,15.0,,,,,,,90.0,44.0,7.5,14.0,0.0019221,3,,,,2.0,4.0,7.0,,2.0,,2.0,2.0,3.0,2.0,,1.0,1.0,,,1.0,0.2246,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.1108,1.0,,,,,,,,,,
11406880,home,Genoa,Alessandro Vogliacco,alessandro-vogliacco,A. Vogliacco,D,4,186,344,M,807295,EUR,905731200,M,14,14,False,38.0,31.0,4.0,2.0,17.0,19.0,14.0,19.0,8.0,,,,,,89.0,58.0,6.7,12.0,0.0405024,0,,,,3.0,1.0,7.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,
11406880,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189,697,M,280991,EUR,831254400,M,2,2,False,13.0,9.0,,,4.0,5.0,5.0,8.0,1.0,,,,,,45.0,19.0,6.6,5.0,0.00327745,0,,,,3.0,3.0,5.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11406880,home,Genoa,Ruslan Malinovskyi,ruslan-malinovskyi,R. Malinovskyi,M,17,181,4666,M,195850,EUR,736473600,M,17,17,False,43.0,36.0,6.0,1.0,20.0,20.0,16.0,24.0,7.0,,,,,,90.0,60.0,7.2,10.0,0.0334607,6,,,,3.0,4.0,8.0,1.0,,1.0,2.0,1.0,3.0,2.0,,,1.0,,4.0,1.0,0.1058,1.0,,,2.0,1.0,1.0,,,1.0,,,,malinovskyi18,,,,,,
11406880,home,Genoa,Kevin Strootman,kevin-strootman,K. Strootman,M,,186,405,M,34221,EUR,634867200,M,8,8,False,48.0,42.0,5.0,2.0,26.0,27.0,18.0,23.0,6.0,,,,,,90.0,57.0,7.3,6.0,0.198886,0,,,,,4.0,5.0,,,,5.0,4.0,,,,2.0,2.0,,,,,2.0,,,,,,,,3.0,,,,,2.0,,,,,
11406880,home,Genoa,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,945798,EUR,965779200,M,90,90,False,12.0,8.0,3.0,,4.0,5.0,4.0,7.0,2.0,,,,,,45.0,20.0,6.4,8.0,0.00774348,0,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,,
11406880,home,Genoa,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186,15837,M,914501,EUR,925344000,F,19,19,False,18.0,11.0,,,3.0,6.0,8.0,14.0,3.0,,,,,,89.0,36.0,8.2,13.0,0.111542,4,,,,2.0,6.0,3.0,1.0,4.0,,,,,1.0,,2.0,2.0,,1.0,,0.6962,2.0,,2.0,1.0,,3.0,,1.0442,1.0,1.0,1.0,,mateoretegui,,1.0,1.0,1.0,,
