match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,player_firstName,player_lastName,stat_wonTackle,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_hitWoodwork
12224393,home,Memphis 901 FC,Tyler Deric,tyler-deric,T. Deric,G,16,191.0,2,M,48990,EUR,588902400.0,G,1,1,False,22.0,13.0,13.0,4.0,9.0,11.0,4.0,11.0,6.0,2.0,3.0,5.0,90.0,32.0,8.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12224393,home,Memphis 901 FC,Oscar Jimenez,oscar-jimenez,O. Jimenez,D,,172.0,1,M,882389,EUR,626054400.0,D,19,19,False,30.0,23.0,6.0,3.0,13.0,14.0,10.0,17.0,2.0,,,,77.0,51.0,6.9,9.0,0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12224393,home,Memphis 901 FC,Carson Vom Steeg,carson-vom-steeg,C. V. Steeg,D,,183.0,1,M,1190451,EUR,917827200.0,D,3,3,False,56.0,50.0,10.0,8.0,37.0,39.0,13.0,17.0,4.0,,,,90.0,68.0,7.4,7.0,0,,1.0,3.0,2.0,,8.0,1.0,,1.0,Carson Vom Steeg,,1.0,3.0,,,,,,,,,,,,,,,,,,
12224393,home,Memphis 901 FC,Abdoulaye Cissoko,abdoulaye-cissoko,A. Cissoko,D,91,191.0,19,M,1025355,EUR,946252800.0,D,91,91,False,66.0,56.0,4.0,2.0,43.0,48.0,13.0,18.0,3.0,,,,90.0,81.0,7.4,10.0,0,,3.0,2.0,6.0,,7.0,,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12224393,home,Memphis 901 FC,Akeem Ward,akeem-ward,A. Ward,D,3,170.0,4,M,974771,EUR,820886400.0,D,14,14,False,37.0,29.0,11.0,5.0,18.0,20.0,12.0,18.0,4.0,,,,90.0,76.0,7.0,18.0,1,1.0,2.0,6.0,5.0,2.0,5.0,1.0,2.0,,,,,1.0,,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,,
12224393,home,Memphis 901 FC,Leston Paul,leston-paul,L. Paul,M,,163.0,7,M,841045,EUR,637113600.0,M,23,23,False,49.0,39.0,7.0,3.0,19.0,20.0,20.0,29.0,3.0,,,,90.0,62.0,6.8,14.0,1,,,3.0,4.0,,1.0,,1.0,,,,,2.0,,2.0,1.0,,,,2.0,3.0,1.0,True,1.0,,,,,,,
12224393,home,Memphis 901 FC,Emerson Hyndman,emerson-hyndman,E. Hyndman,M,,170.0,33,M,583558,EUR,828835200.0,M,4,4,False,45.0,41.0,5.0,1.0,17.0,18.0,24.0,27.0,7.0,,,,76.0,62.0,7.8,8.0,2,,,1.0,7.0,,,,,2.0,,,2.0,1.0,,2.0,2.0,,,,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,
12224393,home,Memphis 901 FC,Luiz Fernando,luiz-fernando,L. Fernando,M,9,191.0,17,M,884294,EUR,867024000.0,M,9,9,False,14.0,9.0,2.0,1.0,1.0,3.0,8.0,11.0,2.0,,,,45.0,21.0,6.6,9.0,1,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,1.0,,,
12224393,home,Memphis 901 FC,Noe Meza,noe-meza,N. Meza,M,7,,1,M,1196713,EUR,887328000.0,M,7,7,False,25.0,21.0,1.0,,5.0,5.0,16.0,20.0,3.0,,,,76.0,43.0,6.9,12.0,2,,2.0,4.0,6.0,,,,,1.0,Noe Meza,,,1.0,,2.0,1.0,,2.0,2.0,5.0,2.0,4.0,,,,,,2.0,1.0,,
12224393,home,Memphis 901 FC,Marlon,marlon,Marlon,F,29,173.0,99,M,867994,EUR,799113600.0,M,11,11,False,24.0,19.0,2.0,,5.0,7.0,14.0,18.0,6.0,,,,76.0,39.0,6.6,11.0,0,1.0,1.0,7.0,6.0,3.0,,,1.0,1.0,,,1.0,2.0,,2.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,
