match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_ownGoals,stat_expectedGoals,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_totalContest,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_wonContest,stat_totalOffside,stat_saves,stat_hitWoodwork,player_sofascoreId
11813181,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,14.0,3.0,14.0,3.0,1.0,2.0,2.0,12.0,1.0,1.0,4.0,1.0,1.0,90.0,18.0,6.0,11.0,0.00019411,0,-1.8297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11813181,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,25.0,17.0,8.0,2.0,6.0,8.0,11.0,18.0,,4.0,4.0,1.0,,90.0,54.0,7.0,14.0,0.0196224,0,,True,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11813181,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,16.0,11.0,5.0,1.0,9.0,10.0,2.0,6.0,4.0,4.0,2.0,,,90.0,25.0,6.1,6.0,0.00072281,2,,,,4.0,,,5.0,,,,,,4.0,1.0,1.0,1.0,0.1036,,,,,,,,,,,,,,,,,
11813181,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,18.0,14.0,3.0,1.0,9.0,9.0,5.0,9.0,4.0,6.0,1.0,,,90.0,30.0,6.7,5.0,0.00098802,0,,,,4.0,,,7.0,1.0,,2.0,1.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,
11813181,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,15.0,10.0,2.0,1.0,2.0,4.0,8.0,11.0,2.0,6.0,4.0,3.0,,81.0,34.0,6.1,7.0,0.00652792,1,,,,7.0,,,2.0,,2.0,1.0,,,1.0,1.0,,,0.0241,1.0,4.0,2.0,1.0,,,,,,,,,,,,,
11813181,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,33.0,25.0,7.0,2.0,8.0,12.0,17.0,22.0,1.0,3.0,5.0,2.0,,90.0,44.0,6.4,10.0,0.0250962,2,,,1.0,5.0,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,,0.0573,,1.0,2.0,,,,1.0,0.4526,,,,,,,,,
11813181,home,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,24.0,19.0,3.0,1.0,8.0,11.0,11.0,13.0,,4.0,7.0,1.0,,68.0,34.0,6.3,8.0,0.021701,0,,,,10.0,1.0,,1.0,,,3.0,2.0,,1.0,,,,,1.0,5.0,2.0,1.0,,,,,,,,,,,,,
11813181,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,11.0,9.0,1.0,1.0,6.0,6.0,4.0,6.0,,4.0,5.0,3.0,,90.0,24.0,7.2,5.0,0.0954403,2,,,1.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,,0.7563,,,1.0,1.0,,,1.0,0.9675,1.0,1.0,1.0,,,,,,
11813181,home,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,27,27,False,10.0,7.0,2.0,1.0,1.0,3.0,9.0,10.0,,5.0,3.0,1.0,,68.0,24.0,8.4,7.0,1.08611,2,,,3.0,4.0,,2.0,,,,1.0,1.0,4.0,2.0,,1.0,,0.0902,2.0,,,5.0,Calebe,,1.0,0.5829,3.0,,,2.0,3.0,,,,
11813181,home,Fortaleza,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,29,29,False,24.0,16.0,1.0,,5.0,5.0,12.0,21.0,2.0,6.0,2.0,1.0,,85.0,42.0,6.9,14.0,0.0687765,2,,,2.0,6.0,,,1.0,,,3.0,2.0,,2.0,,1.0,,0.7468,,,2.0,2.0,,,1.0,0.7465,1.0,,1.0,,,,,,
