match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_interceptionWon,stat_totalCross,stat_outfielderBlock,player_firstName,player_lastName,stat_keyPass,captain,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_clearanceOffLine,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_penaltyWon
13981521,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,34.0,27.0,14.0,7.0,0.0,24.0,25.0,3.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,39.0,5.7,7.0,0.00248883,-0.0002,0,-0.6571,0.06,-0.01,-0.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981521,home,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9985,M,973437,EUR,978566400,D,3,3,False,48.0,46.0,3.0,3.0,0.0,25.0,25.0,21.0,23.0,2.0,,1.0,,1.0,,,,,45.0,53.0,6.5,3.0,0.0087499,,0,,0.17,0.06,-0.19,,odilonkossounou,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981521,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,101.0,93.0,6.0,3.0,0.0,65.0,67.0,28.0,34.0,3.0,,6.0,,1.0,,,,,90.0,109.0,6.4,11.0,0.0150201,,0,,0.14,0.1,-0.59,,,,6.0,,,2.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
13981521,home,Atalanta,Honest Ahanor,honest-ahanor,H. Ahanor,D,69,184,1976,M,1634980,EUR,1203724800,D,69,69,False,57.0,54.0,1.0,,0.0,36.0,36.0,18.0,21.0,2.0,2.0,2.0,,,,,,,90.0,69.0,6.3,4.0,0.0219094,,0,,-0.07,0.2,-0.48,,,1.0,6.0,1.0,,,3.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
13981521,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,16,16,False,47.0,45.0,1.0,1.0,0.0,16.0,17.0,29.0,30.0,1.0,,1.0,,,,,,,90.0,65.0,6.7,9.0,0.0151075,,0,,-0.13,0.05,-0.02,,,1.0,3.0,,,1.0,,,,3.0,,,,6.0,1.0,,,,,,,,,,,,,,,,,,
13981521,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,41.0,39.0,3.0,3.0,0.0,14.0,14.0,25.0,27.0,2.0,,3.0,,,,,,,45.0,50.0,6.8,5.0,0.0125414,,0,,0.05,0.13,-0.05,,ederson99,,3.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
13981521,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,M,8,8,False,102.0,93.0,5.0,2.0,0.0,37.0,39.0,56.0,63.0,4.0,,6.0,,3.0,,,,,90.0,110.0,6.9,11.0,0.163322,,1,,0.36,0.3,-0.21,,pasalicmario,,4.0,,,2.0,2.0,1.0,,2.0,2.0,,,,,,,3.0,True,1.0,0.1382,-0.5,,,,,,,,,,,
13981521,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,33.0,28.0,,,0.0,8.0,10.0,20.0,23.0,5.0,,4.0,,,,,,,83.0,69.0,7.1,14.0,0.541641,,2,,0.46,0.22,-0.12,,,,4.0,6.0,3.0,1.0,,,2.0,1.0,1.0,,,4.0,,,,4.0,,,0.035,0.02,2.0,2.0,1.0,,,,,,,,
13981521,home,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,F,10,10,False,61.0,50.0,11.0,8.0,0.0,12.0,14.0,38.0,47.0,8.0,,6.0,,,,,,,90.0,83.0,6.8,21.0,0.062469,,1,,0.15,0.12,-0.13,,lakisamar10,2.0,4.0,6.0,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,4.0,,,,1.0,,1.0,0.0418,-0.2,1.0,,,,,,,,,,
13981521,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,15.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,12.0,1.0,,1.0,,,,,,,78.0,24.0,6.7,9.0,0.041912,,3,,0.02,0.28,-0.01,,molalookman,,1.0,1.0,,1.0,,,,1.0,1.0,,,3.0,,,,,,,0.1557,-0.22,,1.0,1.0,2.0,0.0365,,,,,,
