match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,player_firstName,player_lastName,stat_totalCross,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_accurateCross,stat_totalOffside,stat_lastManTackle,stat_penaltyConceded
11369347,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,18.0,11.0,9.0,2.0,11.0,13.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,90.0,26.0,6.7,8.0,0.0,0.0,2.022e-05,0,-0.0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369347,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,42.0,33.0,11.0,3.0,25.0,30.0,12.0,,3.0,1.0,,,,3.0,7.0,,,,79.0,55.0,6.7,13.0,0.0,0.0,0.0409636,0,,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369347,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,28.0,23.0,6.0,2.0,20.0,21.0,7.0,2.0,,2.0,,,,3.0,3.0,,,,90.0,35.0,6.7,5.0,0.1627,0.0,0.00194358,1,,3.0,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369347,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,41.0,27.0,16.0,6.0,20.0,25.0,17.0,5.0,3.0,7.0,2.0,1.0,1.0,4.0,4.0,,,,90.0,60.0,7.0,17.0,0.0,0.0,0.00566791,0,,7.0,,,2.0,,,1.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
11369347,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,M,16,16,False,35.0,19.0,11.0,5.0,8.0,20.0,16.0,1.0,6.0,7.0,,2.0,1.0,2.0,8.0,,,,90.0,66.0,6.7,23.0,0.0,0.0,0.0158629,0,,11.0,1.0,,,3.0,1.0,2.0,,,,,,,1.0,,4.0,2.0,2.0,,,,,,,,,,,
11369347,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,17.0,9.0,,,5.0,7.0,10.0,1.0,2.0,3.0,2.0,1.0,1.0,,1.0,,,,72.0,25.0,6.7,11.0,0.0299,0.0,0.0540364,1,,4.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
11369347,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,47.0,39.0,2.0,1.0,23.0,25.0,22.0,1.0,8.0,3.0,2.0,1.0,,2.0,3.0,,,,90.0,55.0,7.1,11.0,0.0,0.0,0.290742,0,,16.0,4.0,1.0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,,True,1.0,,,,,,,,
11369347,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,26.0,23.0,2.0,1.0,14.0,14.0,13.0,1.0,2.0,7.0,1.0,4.0,3.0,,7.0,,,,72.0,45.0,7.9,8.0,0.2162,0.0901,0.281753,3,,9.0,,1.0,,2.0,2.0,,1.0,,2.0,1.0,,,1.0,,2.0,,,,,,1.0,,,,,,,
11369347,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,27.0,20.0,6.0,4.0,14.0,20.0,7.0,,3.0,3.0,1.0,1.0,,3.0,6.0,,,,79.0,43.0,7.3,10.0,0.197,0.4609,0.0252005,1,,6.0,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,
11369347,home,Atlético Madrid,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,ÁMorata,125407,EUR,719798400,F,19,19,False,19.0,15.0,2.0,1.0,5.0,7.0,12.0,5.0,6.0,10.0,4.0,2.0,2.0,3.0,6.0,,,,90.0,37.0,7.4,9.0,0.2079,0.092,0.0469887,3,,10.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,2.0,1.0,,1.0,,,1.0,,,,,,,
