match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyMiss,captain,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_goals,stat_totalOffside,stat_penaltyConceded
14015648,home,SG Dynamo Dresden,Tim Schreiber,,,tim-schreiber,T. Schreiber,G,1,191,113,M,980615,EUR,1019606400,G,1,1,False,50.0,26.0,32.0,10.0,0.0,17.0,24.0,9.0,26.0,1.0,16.0,5.0,5.0,1.0,90.0,61.0,8.1,24.0,1.0809,0,0.1,0.01,-0.04,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015648,home,SG Dynamo Dresden,Konrad Faber,,,konrad-faber,K. Faber,D,2,176,61,M,939622,EUR,878601600,D,2,2,False,57.0,41.0,10.0,4.0,0.0,22.0,27.0,19.0,30.0,2.0,8.0,,,,90.0,95.0,6.9,22.0,,0,0.17,0.01,-0.17,,3.0,1.0,2.0,7.0,11.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,
14015648,home,SG Dynamo Dresden,Lukas Boeder,,,lukas-boeder,L. Boeder,D,29,184,39,M,295111,EUR,861321600,D,29,29,False,62.0,52.0,12.0,5.0,0.0,35.0,37.0,17.0,25.0,,1.0,,,,90.0,69.0,6.6,11.0,,0,0.29,0.01,-0.18,,,,,3.0,4.0,1.0,,1.0,,,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,
14015648,home,SG Dynamo Dresden,Lars Bünning,,,lars-bunning,L. Bünning,D,23,187,40,M,888731,EUR,888537600,D,23,23,False,46.0,34.0,12.0,6.0,0.0,24.0,28.0,10.0,18.0,4.0,1.0,,,,90.0,59.0,7.5,14.0,,1,0.26,0.04,0.21,,,,5.0,5.0,11.0,1.0,,,,,,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,-0.04,,,,,,,,,,,,
14015648,home,SG Dynamo Dresden,Sascha Risch,,,sascha-risch,S. Risch,D,28,178,29,M,1064672,EUR,955584000,D,28,28,False,33.0,21.0,6.0,1.0,0.0,13.0,20.0,8.0,13.0,2.0,1.0,,,,90.0,51.0,6.3,18.0,,1,0.06,-0.2,-0.17,,3.0,1.0,1.0,3.0,4.0,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,-0.14,,,,,,,,,,,,
14015648,home,SG Dynamo Dresden,Kofi Jeremy Amoako,,,amoako-kofi-jeremy,K. J. Amoako,M,6,186,164,M,1467703,EUR,1115337600,M,6,6,False,27.0,18.0,1.0,,0.0,10.0,12.0,8.0,15.0,1.0,4.0,,,,90.0,41.0,6.8,11.0,,2,-0.05,0.13,-0.02,,,,3.0,5.0,8.0,1.0,2.0,,,,1.0,5.0,4.0,,1.0,,1.0,,,-0.21,2.0,,,,,,,,,,,
14015648,home,SG Dynamo Dresden,Vinko Šapina,,,vinko-sapina,V. Šapina,M,5,194,57,M,566918,EUR,804384000,M,5,5,False,35.0,23.0,10.0,2.0,0.0,12.0,14.0,11.0,21.0,,8.0,,,,84.0,52.0,6.7,15.0,,0,-0.04,0.03,0.29,,1.0,,,4.0,5.0,,2.0,,,,3.0,4.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
14015648,home,SG Dynamo Dresden,Jakob Lemmer,,,jakob-lemmer,J. Lemmer,F,10,179,97,M,992144,EUR,956620800,M,10,10,False,23.0,18.0,3.0,2.0,0.0,4.0,5.0,14.0,18.0,2.0,4.0,,,,90.0,51.0,5.8,21.0,,4,0.15,0.52,-0.14,,3.0,,3.0,12.0,6.0,1.0,4.0,6.0,2.0,,,,,1.0,1.0,3.0,2.0,2.0,5.0,-1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,
14015648,home,SG Dynamo Dresden,Niklas Hauptmann,,,niklas-hauptmann,N. Hauptmann,M,27,176,54,M,798154,EUR,835315200,M,27,27,False,13.0,8.0,1.0,1.0,0.0,1.0,2.0,7.0,11.0,,2.0,,,,64.0,17.0,6.6,6.0,,1,-0.09,0.08,-0.06,,,,2.0,2.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,-0.18,1.0,,1.0,,,True,,,,,,
14015648,home,SG Dynamo Dresden,Dominik Kother,,,dominik-kother,D. Kother,M,31,180,80,M,987600,EUR,953164800,M,11,11,False,18.0,14.0,1.0,,0.0,5.0,8.0,9.0,10.0,1.0,7.0,,,,78.0,30.0,6.6,9.0,,1,0.21,0.22,0.15,,3.0,1.0,1.0,4.0,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,2.0,,,-0.19,1.0,1.0,,,,,,,,,,
