match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_fouls,captain,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_dispossessed,stat_hitWoodwork
11396448,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,29.0,20.0,22.0,13.0,12.0,12.0,8.0,17.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,45.0,7.9,10.0,0.0,0.0,0.00468654,0,0.2981,,,,,,,,,,,,,,,,,,,,,,,,,,
11396448,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,43.0,30.0,6.0,1.0,17.0,20.0,13.0,24.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,,,,,,,89.0,78.0,7.2,25.0,0.0636,0.4444,0.0162744,3,,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
11396448,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,56.0,52.0,13.0,11.0,37.0,38.0,15.0,18.0,1.0,3.0,8.0,6.0,,,,,,,,,,89.0,72.0,7.1,5.0,0.0,0.0,0.0130632,0,,,6.0,7.0,,3.0,2.0,,,,,3.0,,,,,,,,,,,,,,,
11396448,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,25,25,False,49.0,46.0,3.0,2.0,38.0,40.0,8.0,9.0,1.0,5.0,7.0,2.0,4.0,3.0,1.0,,,,,,,90.0,65.0,7.5,4.0,0.0,0.0,0.00230289,0,,,1.0,1.0,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,
11396448,home,VfL Wolfsburg,Rogério,rogerio,Rogério,D,13,178,291,M,830551,EUR,884649600,D,13,13,False,48.0,43.0,6.0,5.0,26.0,28.0,18.0,22.0,1.0,2.0,,5.0,,,2.0,,,,,,,90.0,71.0,6.5,11.0,0.0386,0.0,0.04417,1,,2.0,4.0,7.0,,2.0,,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,
11396448,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,41.0,34.0,10.0,5.0,20.0,21.0,14.0,22.0,1.0,3.0,3.0,3.0,,,,,,,,,,90.0,49.0,6.6,10.0,0.0,0.0,0.0136328,0,,2.0,2.0,3.0,,1.0,,,,,,,2.0,,,,,,,,True,,,,,,
11396448,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,37.0,27.0,6.0,3.0,18.0,22.0,10.0,16.0,2.0,7.0,1.0,2.0,5.0,4.0,,,,,,,,90.0,50.0,7.4,10.0,0.0362,0.046,0.0416656,1,,1.0,1.0,4.0,1.0,,,,1.0,,,3.0,,,1.0,,,1.0,,2.0,,1.0,,,,,
11396448,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,16.0,7.0,1.0,,4.0,8.0,3.0,10.0,2.0,7.0,1.0,4.0,3.0,2.0,3.0,,,,,,,72.0,30.0,7.0,14.0,0.0,0.0,0.00731487,0,,2.0,,1.0,,,,,,,,,2.0,,1.0,,,,,1.0,,,1.0,,,,
11396448,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,19,19,False,28.0,20.0,1.0,,4.0,8.0,17.0,21.0,1.0,2.0,1.0,3.0,,,3.0,,,,,,,72.0,39.0,6.9,12.0,0.0339,0.0,0.0846338,1,,1.0,1.0,2.0,,1.0,1.0,,,1.0,,,,,2.0,,,1.0,,,,,,lovromajer,1.0,1.0,
11396448,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,22.0,14.0,4.0,3.0,7.0,9.0,8.0,15.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,,,,,,,90.0,36.0,6.9,11.0,0.0,0.0,0.0250849,0,,2.0,1.0,3.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,
