match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyConceded,stat_totalOffside,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_penaltyWon,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist
10433890,home,Konyaspor,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,13,13,False,True,38.0,32.0,13.0,7.0,30.0,31.0,2.0,7.0,2.0,3.0,9.0,2.0,1.0,2.0,1.0,3.0,90.0,50.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433890,home,Konyaspor,Ahmet Oğuz,ahmet-oguz,A. Oğuz,D,22,175.0,120,M,603902,EUR,727142400,D,22,22,False,,55.0,39.0,13.0,2.0,25.0,29.0,15.0,27.0,1.0,12.0,10.0,6.0,,,,,90.0,100.0,6.9,21.0,0,,,1.0,1.0,1.0,5.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10433890,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182.0,168,M,787949,EUR,881712000,D,4,4,False,,62.0,58.0,10.0,7.0,51.0,54.0,7.0,8.0,1.0,3.0,3.0,1.0,,,,,90.0,73.0,6.9,5.0,1,,,,,2.0,2.0,,,,2.0,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10433890,home,Konyaspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181.0,677,M,156400,EUR,710553600,D,15,15,False,,39.0,34.0,5.0,2.0,25.0,27.0,9.0,12.0,2.0,2.0,3.0,,,,,,88.0,54.0,6.5,8.0,0,,,,,1.0,4.0,,3.0,,4.0,3.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10433890,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179.0,254,M,224112,EUR,638928000,D,12,12,False,,39.0,31.0,8.0,5.0,20.0,22.0,12.0,23.0,1.0,3.0,6.0,1.0,,,,,90.0,64.0,6.8,14.0,1,,,6.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
10433890,home,Konyaspor,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179.0,1356,M,795421,EUR,857779200,M,18,18,False,,66.0,54.0,9.0,5.0,31.0,36.0,23.0,32.0,,2.0,4.0,,,,,,90.0,79.0,8.5,15.0,3,,,2.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,,3.0,2.0,,,,,,,,,
10433890,home,Konyaspor,Konrad Michalak,konrad-michalak,K. Michalak,M,71,174.0,588,M,851243,EUR,874627200,M,77,77,False,,21.0,18.0,2.0,,9.0,10.0,10.0,14.0,1.0,4.0,3.0,2.0,,,,,90.0,40.0,6.7,11.0,1,Konrad,Michalak,3.0,1.0,,5.0,1.0,3.0,1.0,,,1.0,,3.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,
10433890,home,Konyaspor,Domagoj Pavičić,domagoj-pavicic,D. Pavičić,M,24,178.0,120,M,94239,EUR,763171200,M,10,10,False,,12.0,9.0,2.0,,4.0,5.0,5.0,7.0,,1.0,1.0,,,,,,45.0,15.0,6.5,4.0,0,,,,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10433890,home,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179.0,82,M,847782,EUR,746841600,M,14,14,False,,18.0,13.0,3.0,1.0,12.0,13.0,1.0,6.0,,6.0,3.0,2.0,,,,,69.0,29.0,6.9,7.0,0,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,3.0,3.0,,,,,,1.0,,,,,,1.0,,,,,,,,
10433890,home,Konyaspor,Zymer Bytyqi,zymer-bytyqi,Z. Bytyqi,M,,176.0,255,M,226784,EUR,842400000,M,7,7,False,,15.0,11.0,1.0,,8.0,9.0,3.0,10.0,,,1.0,,,,,,77.0,26.0,6.1,12.0,0,,,4.0,,1.0,4.0,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
