match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_totalContest,stat_wonTackle,stat_totalOffside,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAShot,stat_punches,stat_goals,stat_bigChanceCreated
14131946,home,CD Nacional,Kaique,Kaique,,kaique,Kaique,G,1,190,577,M,1167067,EUR,1050451200,G,1,1,False,31.0,25.0,13.0,7.0,0.0,20.0,20.0,5.0,11.0,1.0,2.0,4.0,2.0,1.0,3.0,90.0,36.0,7.1,6.0,0.0017204,0.7834,0,-0.1345,0.06,0.04,0.15,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131946,home,CD Nacional,João Aurélio,,,joao-aurelio,J. Aurélio,D,2,185,24,M,44684,EUR,587779200,D,2,2,False,26.0,22.0,3.0,2.0,0.0,8.0,9.0,14.0,17.0,3.0,5.0,4.0,1.0,,,77.0,46.0,6.9,8.0,0.0677575,,1,,-0.12,0.3,-0.21,,True,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0293,1.0,-0.14,,,,,,,,,,,,,,,,,
14131946,home,CD Nacional,Léo Santos,,,leo-santos,L. Santos,D,34,186,158,M,822509,EUR,913161600,D,34,34,False,34.0,26.0,7.0,3.0,0.0,16.0,17.0,10.0,17.0,4.0,5.0,4.0,1.0,,,90.0,51.0,6.9,8.0,0.00602072,,0,,0.0,0.11,0.41,,,,5.0,,,12.0,1.0,,4.0,,,,1.0,3.0,,,,,,,,,,,,,,,
14131946,home,CD Nacional,Ze Vitor,,,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,31.0,25.0,3.0,1.0,0.0,14.0,16.0,11.0,15.0,3.0,4.0,2.0,,,,63.0,49.0,5.6,7.0,0.00275736,,0,,0.06,0.07,-0.13,,,,5.0,,,9.0,3.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14131946,home,CD Nacional,José Gomes,,,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,D,5,5,False,15.0,11.0,3.0,1.0,0.0,4.0,4.0,7.0,11.0,2.0,5.0,4.0,2.0,,,78.0,30.0,6.5,10.0,0.006446,,0,,0.06,0.12,-0.17,,,3.0,4.0,1.0,,1.0,,1.0,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,
14131946,home,CD Nacional,Matheus Dias,,,dias-matheus,Matheus Dias,M,6,187,228,M,1020610,EUR,1020902400,M,6,6,False,17.0,15.0,1.0,,0.0,14.0,15.0,1.0,2.0,,4.0,1.0,1.0,,,90.0,35.0,6.8,5.0,0.00046195,,1,,-0.04,0.01,0.2,,,,5.0,3.0,1.0,4.0,2.0,2.0,1.0,0.0144,,-0.16,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,
14131946,home,CD Nacional,Liziero,,,liziero,Liziero,M,28,175,757,M,822510,EUR,886809600,M,28,28,False,38.0,27.0,7.0,4.0,0.0,18.0,19.0,9.0,19.0,1.0,2.0,3.0,1.0,,,87.0,53.0,6.8,16.0,0.0908055,,0,,0.29,0.06,0.19,,,6.0,1.0,,,1.0,2.0,,1.0,,1.0,,,1.0,,,,1.0,,,2.0,,,,,,,,
14131946,home,CD Nacional,Witi,,,witi,Witi,M,7,178,442,M,786269,EUR,841017600,M,7,7,False,13.0,7.0,3.0,1.0,0.0,1.0,2.0,6.0,11.0,3.0,7.0,5.0,2.0,,,70.0,32.0,6.9,16.0,0.0103761,,1,,0.08,0.3,-0.01,,,3.0,4.0,,,1.0,,2.0,1.0,0.0217,,-0.18,,,2.0,1.0,,3.0,1.0,,,1.0,0.0331,,,,,,
14131946,home,CD Nacional,Filipe Soares,,,filipe-soares,F. Soares,M,22,180,145,M,851030,EUR,927158400,M,22,22,False,26.0,23.0,,,0.0,6.0,6.0,17.0,20.0,1.0,3.0,9.0,,,,87.0,39.0,6.6,11.0,0.0128033,,0,,0.12,0.11,0.22,,,,5.0,,,,1.0,1.0,1.0,,,,,1.0,4.0,1.0,,3.0,1.0,1.0,,,,,,,,,
14131946,home,CD Nacional,Paulinho Bóia,,,paulinho-boia,Paulinho Bóia,M,11,171,270,M,912781,EUR,898819200,M,11,11,False,13.0,7.0,1.0,,0.0,2.0,3.0,5.0,10.0,,10.0,8.0,5.0,,,90.0,39.0,6.8,14.0,0.0108006,,3,,-0.26,0.33,-0.06,,,2.0,5.0,1.0,1.0,,,4.0,2.0,0.1551,1.0,-0.27,,,4.0,4.0,,2.0,,1.0,,1.0,0.0396,1.0,,,,,
