match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,captain,stat_fouls,stat_challengeLost,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt
10389913,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,29.0,12.0,23.0,6.0,8.0,11.0,4.0,18.0,1.0,8.0,3.0,4.0,90.0,38.0,7.8,17.0,0.0,0.0,0.000684824,0,0.3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389913,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,27.0,18.0,3.0,2.0,15.0,20.0,3.0,8.0,1.0,7.0,,,88.0,47.0,6.9,13.0,0.0,0.0,0.00670888,0,,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10389913,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,30.0,22.0,9.0,4.0,19.0,19.0,3.0,11.0,,5.0,,,90.0,40.0,7.3,8.0,0.0,0.0,0.0012499,0,,,2.0,1.0,3.0,6.0,,,2.0,5.0,1.0,,,,,True,1.0,,,,,,,,,,,,,,
10389913,home,Stade Brestois,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,23,23,False,27.0,21.0,4.0,1.0,16.0,21.0,5.0,6.0,8.0,7.0,,,90.0,42.0,7.3,6.0,0.0,0.0,0.00066311,0,,,,1.0,2.0,4.0,,1.0,1.0,,,2.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,
10389913,home,Stade Brestois,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,26.0,17.0,3.0,1.0,12.0,19.0,5.0,8.0,1.0,8.0,,,88.0,56.0,6.1,19.0,0.0,0.0,0.00509052,0,,1.0,,2.0,9.0,3.0,4.0,1.0,2.0,1.0,,,,,,,4.0,,,,1.0,,,,,,,,,,
10389913,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,20.0,15.0,1.0,,8.0,8.0,7.0,12.0,2.0,4.0,,,90.0,35.0,7.0,8.0,0.0,0.0,0.0102806,0,,,2.0,,4.0,3.0,,1.0,3.0,1.0,,1.0,,,,,2.0,,1.0,,3.0,,,,,,,,,,
10389913,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,29.0,21.0,7.0,2.0,16.0,18.0,5.0,12.0,3.0,6.0,,,90.0,41.0,6.9,9.0,0.0185,0.0,0.00415585,1,,1.0,,,2.0,2.0,,,3.0,2.0,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
10389913,home,Stade Brestois,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177,1877,M,580642,EUR,759715200,M,7,7,False,21.0,16.0,4.0,1.0,11.0,12.0,5.0,9.0,,7.0,,,90.0,36.0,6.8,8.0,0.0,0.0,0.00155503,0,,,1.0,,6.0,5.0,1.0,,2.0,3.0,2.0,2.0,1.0,,,,2.0,2.0,,,2.0,,,,,,,,,,
10389913,home,Stade Brestois,Franck Honorat,franck-honorat,F. Honorat,M,9,180,724,M,280453,EUR,839721600,F,9,9,False,22.0,16.0,,,8.0,11.0,9.0,18.0,1.0,6.0,,,89.0,36.0,7.0,14.0,0.0247,0.0,0.218194,1,,7.0,2.0,,3.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,
10389913,home,Stade Brestois,Steve Mounié,steve-mounie,S. Mounié,F,9,190,6052,M,345035,EUR,780796800,F,15,15,False,14.0,5.0,,,1.0,3.0,4.0,11.0,4.0,4.0,,,76.0,36.0,6.6,16.0,0.2871,0.0,0.00162796,3,,,6.0,3.0,11.0,7.0,2.0,,1.0,3.0,1.0,1.0,,,,,1.0,2.0,,1.0,5.0,3.0,,,1.0,1.0,,,,,
