match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_clearanceOffLine
11450102,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,35.0,23.0,22.0,11.0,18.0,20.0,5.0,15.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,90.0,44.0,7.6,12.0,0.0108603,0,0.3193,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450102,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,,138152,EUR,784425600,D,23,23,False,,48.0,39.0,11.0,5.0,25.0,27.0,15.0,22.0,2.0,1.0,,2.0,7.0,,,,,90.0,59.0,7.4,10.0,0.14337,0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
11450102,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,38.0,31.0,5.0,2.0,20.0,22.0,11.0,17.0,8.0,1.0,1.0,2.0,4.0,,,,,90.0,60.0,7.8,10.0,0.00343369,0,,1.0,,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
11450102,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,36.0,34.0,2.0,2.0,25.0,25.0,9.0,11.0,3.0,,,3.0,3.0,,,,,59.0,41.0,6.7,3.0,0.00356149,0,,,,2.0,3.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
11450102,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2127,M,,992912,EUR,885686400,D,18,18,False,,48.0,35.0,8.0,4.0,18.0,22.0,18.0,27.0,4.0,,,,5.0,,,,,90.0,65.0,7.0,14.0,0.0581198,1,,1.0,1.0,,1.0,,4.0,1.0,,,,,,,,1.0,1.0,0.0165,,,,,,,,,,
11450102,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2104,M,,142619,EUR,741657600,M,8,8,False,,43.0,32.0,7.0,2.0,17.0,19.0,15.0,29.0,3.0,,,1.0,4.0,,,,,88.0,60.0,6.9,19.0,0.0118817,1,,5.0,,2.0,4.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0141,,,,,,,,,,
11450102,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,40.0,34.0,5.0,3.0,18.0,19.0,16.0,21.0,6.0,1.0,,1.0,5.0,,,,,87.0,52.0,7.0,8.0,0.019367,1,,,,,4.0,,5.0,4.0,1.0,1.0,1.0,,,1.0,2.0,,,0.1119,,,1.0,,,,,,,
11450102,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,32.0,22.0,2.0,,5.0,8.0,17.0,26.0,7.0,3.0,1.0,1.0,6.0,,,,,90.0,58.0,8.3,21.0,0.664488,3,,2.0,,2.0,11.0,,4.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,,0.3383,,,1.0,2.0,2.0,1.0,0.6038,,,
11450102,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,21.0,15.0,1.0,1.0,3.0,4.0,12.0,20.0,4.0,4.0,2.0,,4.0,,,,,73.0,37.0,7.4,14.0,0.173111,4,,3.0,,,5.0,,,,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,0.3862,,,,,3.0,1.0,0.4866,1.0,1.0,
11450102,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,7.0,5.0,,,1.0,2.0,4.0,5.0,3.0,1.0,1.0,,2.0,,,,,45.0,20.0,6.7,10.0,0.0862804,0,,,,,6.0,,2.0,1.0,1.0,2.0,1.0,,7.0,,2.0,1.0,,,,,,,,,,,1.0,
