match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_unsuccessfulTouch,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,player_sofascoreId
10434046,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187,62,M,94540,EUR,647568000,G,35,35,False,25.0,9.0,24.0,8.0,3.0,5.0,6.0,20.0,1.0,1.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,90.0,33.0,7.0,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434046,home,Sivasspor,Erdoğan Yeşilyurt,erdogan-yesilyurt,E. Yeşilyurt,D,178,77,M,142541,EUR,752544000,D,17,17,False,27.0,12.0,7.0,1.0,3.0,5.0,9.0,24.0,,6.0,7.0,,3.0,8.0,3.0,,,,,90.0,66.0,7.3,29.0,1,17,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
10434046,home,Sivasspor,Dimitris Goutas,dimitris-goutas,D. Goutas,D,189,261,M,257497,EUR,765417600,D,6,6,False,24.0,14.0,8.0,3.0,11.0,15.0,3.0,9.0,1.0,1.0,3.0,,10.0,4.0,,,,,,90.0,43.0,7.5,10.0,1,6,,,,,,1.0,4.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,
10434046,home,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,182,35,M,135941,EUR,569203200,D,88,88,False,12.0,7.0,2.0,,7.0,9.0,,3.0,,3.0,3.0,,2.0,2.0,,,,,,59.0,20.0,6.9,5.0,0,20,,,,,,,2.0,3.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,
10434046,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180,65,M,142850,EUR,704937600,D,3,3,False,28.0,18.0,4.0,1.0,6.0,9.0,12.0,20.0,1.0,7.0,3.0,2.0,4.0,9.0,,,,,,90.0,61.0,6.4,22.0,1,58,1.0,,4.0,1.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,
10434046,home,Sivasspor,Hakan Arslan,hakan-arslan,H. Arslan,M,186,42,M,60646,EUR,585187200,M,37,37,False,34.0,25.0,5.0,4.0,10.0,11.0,15.0,23.0,5.0,9.0,9.0,,2.0,7.0,1.0,,,,,90.0,48.0,7.3,11.0,1,,,,,,,1.0,1.0,3.0,3.0,3.0,,,6.0,2.0,True,1.0,,,,,,,,,,,
10434046,home,Sivasspor,Isaac Cofie,isaac-cofie,I. Cofie,M,180,58,M,45926,EUR,685324800,M,5,5,False,37.0,29.0,6.0,3.0,15.0,19.0,14.0,18.0,3.0,7.0,6.0,2.0,2.0,8.0,1.0,,,,,90.0,51.0,6.6,12.0,2,,,1.0,1.0,1.0,,2.0,,1.0,,1.0,,,3.0,2.0,,,,,,,,,,,,,
10434046,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,177,130,M,317297,EUR,789868800,M,15,15,False,28.0,22.0,2.0,1.0,6.0,9.0,16.0,19.0,2.0,4.0,11.0,1.0,1.0,7.0,3.0,,,,,90.0,45.0,7.3,11.0,0,8,,,1.0,1.0,,,1.0,5.0,5.0,1.0,,,2.0,5.0,,,,,,,,,,,,,
10434046,home,Sivasspor,Samu Sáiz,samu-saiz,S. Sáiz,M,174,123,M,99527,EUR,664502400,F,24,24,False,24.0,20.0,3.0,2.0,5.0,5.0,15.0,19.0,,6.0,3.0,1.0,,4.0,3.0,,,,,89.0,41.0,7.3,11.0,1,,,2.0,,,,,,,,1.0,3.0,1.0,2.0,5.0,,,,,1.0,1.0,,,,,,,
10434046,home,Sivasspor,Jordy Caicedo,jordy-caicedo,J. Caicedo,F,185,1235,M,804770,EUR,879811200,F,30,30,False,2.0,2.0,,,,,2.0,2.0,,9.0,3.0,1.0,,,1.0,,,,,36.0,17.0,6.4,8.0,0,9,,1.0,3.0,,,,,2.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,,,1.0,,,,,,
10434046,home,Sivasspor,Max Gradel,max-gradel,M. Gradel,M,177,1287,M,16590,EUR,565228800,F,7,7,False,29.0,17.0,3.0,1.0,4.0,7.0,17.0,32.0,,7.0,12.0,,,6.0,1.0,,,,,89.0,68.0,7.7,29.0,1,,10.0,3.0,10.0,8.0,,,1.0,3.0,3.0,3.0,,4.0,,3.0,,,,,,,,4.0,1.0,,,,
10434046,home,Sivasspor,Karol Angielski,karol-angielski,K. Angielski,F,181,346,M,297324,EUR,827280000,F,19,19,True,16.0,10.0,,,2.0,2.0,8.0,14.0,3.0,4.0,8.0,,1.0,,5.0,,,,,54.0,30.0,6.5,10.0,1,24,,,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,3.0,,,,,1.0,,,,,1.0,,,
10434046,home,Sivasspor,Samba Camara,samba-camara,S. Camara,D,190,68,M,837301,EUR,721699200,D,14,14,True,15.0,9.0,5.0,1.0,6.0,7.0,3.0,8.0,1.0,1.0,4.0,,4.0,5.0,,,,,,31.0,26.0,6.8,9.0,0,14,,,,,,,,3.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,
10434046,home,Sivasspor,Aaron Appindangoyé,aaron-appindangoye,A. Appindangoyé,D,185,334,M,785850,EUR,698544000,D,4,4,True,,,,,,,,,,,,,,,,,,,,1.0,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434046,home,Sivasspor,Ziya Erdal,ziya-erdal,Z. Erdal,D,182,28,M,138312,EUR,568339200,D,58,58,True,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,2.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434046,home,Sivasspor,Emre Satılmış,satilmis-emre,E. Satılmış,G,198,9,M,863607,EUR,845164800,G,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434046,home,Sivasspor,Muammer Yıldırım,muammer-yildirim,M. Yıldırım,G,190,33,M,130582,EUR,653270400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434046,home,Sivasspor,Mehmet Albayrak,mehmet-albayrak,M. Albayrak,D,189,18,M,1141652,EUR,1073260800,D,96,96,True,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,Mehmet Albayrak,,,,,,,,,,
10434046,home,Sivasspor,Kader Keïta,kader-keita,K. Keïta,M,178,285,M,991653,EUR,973468800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
