match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_bigChanceMissed,stat_clearanceOffLine,stat_bigChanceCreated
11068548,home,Konyaspor,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,13,13,False,True,28.0,26.0,4.0,3.0,25.0,26.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,90.0,34.0,7.1,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068548,home,Konyaspor,Ahmet Oğuz,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,D,22,22,False,,47.0,39.0,2.0,2.0,17.0,21.0,23.0,31.0,5.0,3.0,8.0,,,,,90.0,80.0,7.4,20.0,0,,,5.0,1.0,9.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11068548,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,,69.0,63.0,8.0,5.0,44.0,45.0,19.0,24.0,5.0,,9.0,,,,,90.0,75.0,6.9,8.0,1,,,,,1.0,1.0,,2.0,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11068548,home,Konyaspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,15,15,False,,74.0,69.0,10.0,10.0,44.0,45.0,25.0,29.0,9.0,3.0,6.0,,,,,90.0,88.0,7.0,8.0,0,,,,,7.0,3.0,1.0,3.0,2.0,2.0,,2.0,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,
11068548,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,,47.0,41.0,1.0,,17.0,18.0,24.0,35.0,3.0,1.0,3.0,,,,,90.0,71.0,7.0,16.0,1,,,6.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,
11068548,home,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,14,14,False,,47.0,45.0,6.0,5.0,18.0,18.0,28.0,30.0,2.0,,3.0,,,,,74.0,52.0,6.9,4.0,0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
11068548,home,Konyaspor,Andreas Bouchalakis,andreas-bouchalakis,A. Bouchalakis,M,41,185,233,M,211116,EUR,733881600,M,32,32,False,,80.0,67.0,10.0,5.0,29.0,33.0,38.0,47.0,2.0,1.0,9.0,,,,,90.0,86.0,7.2,15.0,1,,,,,1.0,,,,,,1.0,1.0,1.0,4.0,,,,,2.0,,1.0,,,,,,,,,
11068548,home,Konyaspor,Marlos Moreno,marlos-moreno,M. Moreno,F,7,173,1658,M,818942,EUR,843177600,M,70,70,False,,34.0,29.0,1.0,,5.0,6.0,26.0,30.0,6.0,2.0,5.0,,,,,80.0,54.0,7.2,11.0,5,,,2.0,2.0,6.0,5.0,3.0,,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,2.0,2.0,,,,,,,,
11068548,home,Konyaspor,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170,264,M,153964,EUR,685238400,M,24,24,False,,38.0,34.0,,,11.0,11.0,24.0,29.0,1.0,,4.0,,,,,59.0,48.0,7.1,9.0,1,Alejandro,Pozuelo,2.0,1.0,3.0,3.0,2.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
11068548,home,Konyaspor,Mahir Emreli,mahir-emreli,M. Emreli,F,10,188,4990,M,286071,EUR,867715200,M,19,19,False,,33.0,28.0,2.0,2.0,13.0,16.0,15.0,18.0,4.0,,3.0,,,,,58.0,40.0,6.7,9.0,2,,,1.0,,1.0,,,,1.0,1.0,2.0,,1.0,,2.0,,1.0,1.0,,,,1.0,emreli11,,,,,,,
