match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_clearanceOffLine,stat_totalOffside,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork
10913456,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,28.0,15.0,21.0,8.0,9.0,12.0,6.0,16.0,2.0,8.0,3.0,3.0,1.0,90.0,38.0,6.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913456,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,31.0,21.0,3.0,1.0,13.0,18.0,8.0,13.0,2.0,8.0,,,,90.0,67.0,6.7,18.0,0,1.0,11.0,13.0,4.0,1.0,10.0,5.0,1.0,3.0,7.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10913456,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,19,19,False,19.0,16.0,4.0,1.0,14.0,15.0,2.0,4.0,3.0,5.0,,,,90.0,34.0,7.2,3.0,0,1.0,3.0,5.0,2.0,,,,1.0,2.0,3.0,1.0,,1.0,,True,1.0,,,,,,,,,,,,,,,,,
10913456,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400,D,12,12,False,18.0,12.0,8.0,2.0,9.0,11.0,3.0,7.0,4.0,3.0,,,,90.0,29.0,6.9,7.0,0,2.0,3.0,3.0,,1.0,,,5.0,,1.0,,,,,,,Mohammed,Salem,2.0,,,,,,,,,,,,,,
10913456,home,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800,D,28,28,False,25.0,15.0,9.0,3.0,10.0,15.0,5.0,10.0,9.0,3.0,,,,90.0,41.0,6.5,10.0,0,1.0,4.0,4.0,2.0,,,,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
10913456,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,24.0,15.0,8.0,3.0,7.0,13.0,8.0,11.0,,6.0,,,,90.0,38.0,6.8,10.0,0,,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,
10913456,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,15.0,9.0,4.0,1.0,5.0,6.0,4.0,10.0,,5.0,,,,90.0,25.0,6.4,11.0,0,,8.0,2.0,3.0,1.0,1.0,,,,2.0,,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,
10913456,home,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600,M,44,44,False,36.0,27.0,6.0,3.0,15.0,19.0,12.0,17.0,2.0,9.0,,,,90.0,50.0,7.1,10.0,0,,2.0,4.0,,,3.0,2.0,,3.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
10913456,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600,M,82,82,False,17.0,9.0,2.0,1.0,3.0,3.0,6.0,15.0,,3.0,,,,61.0,37.0,7.0,15.0,2,,9.0,5.0,2.0,1.0,6.0,2.0,,2.0,3.0,1.0,1.0,2.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,
10913456,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,F,11,11,False,31.0,24.0,3.0,2.0,12.0,14.0,13.0,18.0,1.0,4.0,,,,86.0,50.0,7.8,10.0,3,3.0,3.0,7.0,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,3.0,,,2.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,
10913456,home,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800,F,17,17,False,22.0,12.0,3.0,1.0,4.0,6.0,8.0,16.0,6.0,1.0,,,,90.0,44.0,8.3,16.0,1,6.0,8.0,9.0,1.0,,2.0,1.0,,1.0,,,5.0,,3.0,,2.0,,,6.0,,,,1.0,1.0,1.0,,1.0,,,,,,
10913456,home,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200,M,18,18,True,11.0,7.0,1.0,,3.0,6.0,4.0,6.0,,4.0,,,,29.0,16.0,6.3,5.0,1,1.0,4.0,3.0,2.0,,2.0,2.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,
