match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_clearanceOffLine,stat_wasFouled,stat_penaltyWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_lastManTackle
11124830,home,Sint-Truidense VV,Daniel Schmidt,daniel-schmidt,D. Schmidt,G,1,196,258,M,997499,EUR,697075200,G,21,21,False,30.0,21.0,23.0,14.0,11.0,13.0,10.0,17.0,1.0,9.0,1.0,2.0,2.0,90.0,40.0,7.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Daiki Hashioka,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,D,4,4,False,51.0,37.0,6.0,2.0,17.0,23.0,21.0,29.0,6.0,9.0,1.0,,,87.0,72.0,7.4,18.0,1,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Matte Smets,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,55.0,43.0,10.0,5.0,34.0,41.0,9.0,14.0,2.0,7.0,1.0,,,90.0,64.0,7.1,13.0,0,,,,,,3.0,1.0,4.0,,,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Jorge Teixeira,jorge-teixeira,J. Teixeira,D,5,188,34,M,58826,EUR,525484800,D,26,26,False,55.0,43.0,13.0,8.0,38.0,46.0,5.0,9.0,8.0,5.0,,,,90.0,67.0,8.1,13.0,1,,,,,,2.0,7.0,2.0,1.0,1.0,,,7.0,1.0,,1.0,,,,,True,1.0,1.0,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Robert Bauer,robert-bauer,R. Bauer,D,,183,117,M,253871,EUR,797385600,D,20,20,False,53.0,42.0,11.0,4.0,29.0,37.0,13.0,16.0,6.0,10.0,,,,90.0,74.0,7.7,15.0,0,,,,,,1.0,3.0,3.0,,,,,5.0,1.0,,,1.0,,,2.0,,,,1.0,1.0,3.0,,,,,,,,
11124830,home,Sint-Truidense VV,Eric Bocat,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,D,77,77,False,13.0,6.0,3.0,1.0,4.0,7.0,2.0,8.0,4.0,4.0,,,,45.0,25.0,6.5,13.0,0,,,,2.0,,1.0,,9.0,7.0,3.0,,,,,,,3.0,,1.0,,,,,,,1.0,1.0,,,,,,,
11124830,home,Sint-Truidense VV,Shinji Okazaki,shinji-okazaki,S. Okazaki,F,,174,435,M,19303,EUR,513993600,M,30,30,False,39.0,34.0,1.0,,20.0,21.0,14.0,18.0,9.0,6.0,3.0,,,90.0,58.0,7.2,12.0,0,,,1.0,,,2.0,1.0,6.0,2.0,2.0,,,2.0,,3.0,5.0,1.0,1.0,1.0,,,,,2.0,,3.0,,,,,,,,
11124830,home,Sint-Truidense VV,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,13,13,False,37.0,24.0,10.0,7.0,9.0,14.0,15.0,24.0,6.0,10.0,3.0,,,81.0,51.0,8.4,16.0,3,,,,1.0,,,,2.0,4.0,3.0,,,,,3.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Frank Boya,frank-boya,F. Boya,M,34,190,311,M,865796,EUR,836179200,M,27,27,False,49.0,37.0,4.0,,32.0,34.0,6.0,16.0,13.0,15.0,5.0,,,90.0,77.0,6.6,19.0,3,,,,1.0,1.0,3.0,5.0,8.0,5.0,2.0,,,4.0,1.0,1.0,3.0,1.0,,1.0,,,2.0,,1.0,,1.0,,2.0,1.0,,,,,
11124830,home,Sint-Truidense VV,Daichi Hayashi,hayashi-daichi,D. Hayashi,F,9,178,201,M,991872,EUR,864345600,F,8,8,False,9.0,6.0,,,1.0,1.0,5.0,8.0,2.0,,,,,45.0,18.0,6.1,6.0,1,,,,,,,,6.0,,,,,,,,2.0,6.0,,1.0,,,,,1.0,,2.0,,1.0,1.0,,,,,
11124830,home,Sint-Truidense VV,Gianni Bruno,gianni-bruno,G. Bruno,F,9,180,179,M,100680,EUR,682560000,F,91,91,False,27.0,21.0,1.0,1.0,7.0,8.0,18.0,26.0,3.0,2.0,,,,89.0,49.0,9.3,15.0,2,,,1.0,7.0,4.0,2.0,1.0,7.0,6.0,2.0,2.0,,,,,1.0,,4.0,,,,2.0,2.0,1.0,,,,,,1.0,,,,
11124830,home,Sint-Truidense VV,Aboubakary Koita,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,F,7,7,True,15.0,13.0,2.0,2.0,6.0,8.0,8.0,8.0,3.0,2.0,1.0,,,45.0,23.0,6.8,4.0,2,,,,1.0,1.0,,,2.0,3.0,1.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
11124830,home,Sint-Truidense VV,Taichi Hara,taichi-hara,T. Hara,F,18,191,400,M,925790,EUR,925862400,F,9,9,True,11.0,7.0,2.0,2.0,,,7.0,11.0,4.0,,,,,45.0,21.0,6.9,8.0,4,,,1.0,,,2.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,3.0,,3.0,,,,1.0,,1.0,,1.0,,2.0,2.0,,,,,
11124830,home,Sint-Truidense VV,Olivier Dumont,olivier-dumont,O. Dumont,M,14,182,41,M,1127338,EUR,1015372800,M,14,14,True,5.0,5.0,2.0,2.0,,,5.0,5.0,,2.0,,,,9.0,6.0,7.4,,1,Olivier Dumont,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Wolke Janssens,janssens-wolke,W. Janssens,D,22,185,37,M,794418,EUR,789782400,D,22,22,True,8.0,8.0,,,4.0,4.0,4.0,6.0,,1.0,,,,3.0,11.0,,2.0,0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Fatih Kaya,fatih-kaya,F. Kaya,F,29,183,257,M,930697,EUR,942364800,F,11,11,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Jo Coppens,jo-coppens,J. Coppens,G,12,190,48,M,45854,EUR,661737600,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124830,home,Sint-Truidense VV,Stan Van Dessel,van-dessel-stan,S. V. Dessel,M,8,162,53,M,990146,EUR,995932800,M,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
