match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoalsOnTarget,stat_totalCross,stat_dispossessed,stat_fouls,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_clearanceOffLine,stat_hitWoodwork,stat_interceptionWon,player_sofascoreId
12499538,home,Holstein Kiel,Thomas Dähne,,,thomas-dahne,T. Dähne,G,21,193,74,M,126346,EUR,757641600,G,21,21,False,44.0,40.0,5.0,1.0,0.0,39.0,39.0,1.0,5.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,90.0,57.0,6.1,4.0,0.00331229,0,-0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499538,home,Holstein Kiel,Timo Becker,,,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,D,17,17,False,22.0,17.0,5.0,2.0,0.0,11.0,13.0,6.0,9.0,6.0,1.0,,,,,,90.0,40.0,6.4,9.0,0.003803,0,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499538,home,Holstein Kiel,Carl Johansson,,,carl-johansson,C. Johansson,D,5,185,82,M,347116,EUR,769651200,D,5,5,False,52.0,47.0,4.0,3.0,0.0,36.0,39.0,11.0,13.0,8.0,2.0,,,,,,79.0,64.0,7.3,5.0,0.140015,0,,9.0,4.0,10.0,,,,True,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12499538,home,Holstein Kiel,David Zec,,,zec-david,D. Zec,D,26,185,265,M,887911,EUR,947030400,D,26,26,False,88.0,80.0,6.0,3.0,0.0,66.0,71.0,14.0,17.0,4.0,3.0,,,,,,90.0,102.0,6.5,9.0,0.0078797,1,,3.0,4.0,5.0,1.0,1.0,1.0,,3.0,,,,,1.0,1.0,1.0,0.0154,,,,,,,,,,,,,,,
12499538,home,Holstein Kiel,Lasse Rosenboom,,,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,M,23,23,False,8.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,6.0,3.0,1.0,,,,,,61.0,17.0,7.1,7.0,0.00268906,2,,2.0,1.0,3.0,,1.0,1.0,,,,,,,1.0,,,0.5694,1.0,1.0,1.0,1.0,0.2838,,,,,,,,,,
12499538,home,Holstein Kiel,Armin Gigović,,,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,False,25.0,21.0,1.0,,0.0,17.0,19.0,4.0,7.0,2.0,7.0,,,,,,79.0,39.0,6.4,10.0,0.305702,0,,1.0,6.0,3.0,,,3.0,,2.0,,,2.0,2.0,,,,,,,,,,1.0,1.0,3.0,,,,,,,
12499538,home,Holstein Kiel,Magnus Knudsen,,,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,54.0,48.0,5.0,4.0,0.0,36.0,40.0,12.0,15.0,,4.0,,,,,,90.0,67.0,6.9,10.0,0.0171769,1,,1.0,4.0,4.0,,2.0,2.0,,3.0,,,1.0,1.0,,,1.0,0.0076,,,,2.0,,1.0,1.0,,,,,,,,
12499538,home,Holstein Kiel,John Tolkin,,,john-tolkin,J. Tolkin,M,47,170,602,M,1015186,EUR,1028073600,M,47,47,False,49.0,35.0,6.0,,0.0,27.0,34.0,9.0,17.0,12.0,5.0,,,,,,71.0,76.0,6.6,18.0,0.112725,1,,5.0,5.0,9.0,,3.0,,,1.0,,,1.0,,1.0,,1.0,0.0148,,,,2.0,,2.0,2.0,1.0,1.0,,,,,,
12499538,home,Holstein Kiel,Steven Skrzybski,,,steven-skrzybski,S. Skrzybski,F,7,173,278,M,122573,EUR,722044800,F,7,7,False,35.0,26.0,5.0,2.0,0.0,16.0,19.0,11.0,19.0,,3.0,,,,,,90.0,54.0,6.6,17.0,0.0757849,3,,,5.0,3.0,,,3.0,,,,,3.0,1.0,1.0,,1.0,0.0625,,2.0,,,,3.0,3.0,1.0,1.0,2.0,,,,,
12499538,home,Holstein Kiel,Alexander Bernhardsson,,,alexander-bernhardsson,A. Bernhardsson,F,11,184,445,M,980916,EUR,905126400,F,11,11,False,18.0,10.0,3.0,,0.0,3.0,3.0,8.0,20.0,5.0,1.0,,,,,,90.0,40.0,6.8,16.0,0.0344995,1,,2.0,5.0,4.0,,1.0,3.0,,4.0,,,1.0,,,,,0.0921,1.0,,,,0.0399,5.0,1.0,,1.0,,1.0,,,,
