match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11407501,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,14.0,9.0,8.0,3.0,7.0,7.0,2.0,7.0,5.0,1.0,2.0,90.0,19.0,7.1,5.0,0.00160961,0,0.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407501,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,43.0,36.0,6.0,4.0,18.0,19.0,18.0,25.0,4.0,,,90.0,49.0,7.2,8.0,0.0113726,1,,23,True,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0395,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407501,home,Roma,Diego Llorente,diego-llorente,D. Llorente,D,185,1146,M,,305278,EUR,745459200,D,14,14,False,39.0,33.0,1.0,,29.0,33.0,4.0,6.0,5.0,,,90.0,52.0,7.2,7.0,0.00088401,0,,3,,,,3.0,6.0,,3.0,,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11407501,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,190,9220,M,evanndicka,848287,EUR,935107200,D,5,5,False,38.0,34.0,4.0,2.0,28.0,28.0,7.0,11.0,5.0,,,90.0,47.0,7.5,5.0,0.0328895,0,,5,,1.0,2.0,2.0,2.0,,5.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11407501,home,Roma,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,186,1609,M,,921789,EUR,868579200,M,43,43,False,17.0,9.0,2.0,,5.0,8.0,5.0,12.0,2.0,,,75.0,38.0,6.3,14.0,0.0141854,0,,13,,3.0,,6.0,2.0,,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
11407501,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,53.0,41.0,6.0,3.0,17.0,20.0,24.0,34.0,8.0,,,90.0,65.0,7.7,15.0,0.416449,2,,4,,1.0,3.0,7.0,6.0,2.0,2.0,,3.0,0.0532,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,1.0,1.0,4.0,,,,,,,,,,,
11407501,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,180,25603,M,LeoParedes,255389,EUR,772848000,M,16,16,False,33.0,30.0,3.0,2.0,14.0,15.0,19.0,24.0,7.0,,,71.0,43.0,7.2,6.0,0.408559,0,,5,,6.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,
11407501,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181,2073,M,,986352,EUR,1021507200,M,52,52,False,20.0,15.0,,,6.0,8.0,9.0,12.0,4.0,,,90.0,39.0,7.2,8.0,0.00492289,4,,15,,,3.0,4.0,7.0,3.0,,1.0,1.0,0.735,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,0.8741,,,,,,,
11407501,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,175,16244,M,nico_zale,984184,EUR,1011744000,M,59,59,False,12.0,8.0,2.0,1.0,5.0,6.0,3.0,8.0,3.0,,,71.0,31.0,6.7,11.0,0.00144184,3,,59,,2.0,,3.0,2.0,2.0,2.0,,2.0,0.2009,,,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,
11407501,home,Roma,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,191,56823,M,RLukaku,78893,EUR,737251200,F,90,90,False,21.0,14.0,1.0,1.0,3.0,4.0,11.0,17.0,1.0,,,90.0,33.0,7.6,10.0,0.0331418,4,,9,,,3.0,5.0,5.0,1.0,,,2.0,0.6702,2.0,,2.0,1.0,,1.0,1.0,2.0,,,,,,,,2.0,1.0,2.0,,1.4483,1.0,1.0,1.0,,,,
11407501,home,Roma,Andrea Belotti,andrea-belotti,A. Belotti,F,181,3521,M,gallobelotti,220223,EUR,756345600,F,11,11,False,11.0,8.0,,,2.0,2.0,6.0,9.0,1.0,,,71.0,19.0,6.9,7.0,0.491975,0,,19,,,,4.0,4.0,,,,2.0,,1.0,,1.0,1.0,,,,1.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
11407501,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,M,7,7,True,14.0,14.0,,,6.0,6.0,8.0,9.0,1.0,,,19.0,16.0,7.2,1.0,0.0715765,1,,7,,1.0,,2.0,,,,,1.0,0.0601,,1.0,,,,,,,,,,,,,,,,1.0,,0.3513,,,1.0,,,,
