match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_bigChanceCreated,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_totalOffside,stat_goals,stat_accurateCross,stat_errorLeadToAShot,stat_bigChanceMissed,stat_penaltyWon
12437802,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,34.0,19.0,26.0,11.0,0.0,8.0,10.0,11.0,24.0,2.0,11.0,2.0,1.0,3.0,2.0,2.0,90.0,41.0,7.0,15.0,0.00339641,0,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437802,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,,25.0,23.0,4.0,3.0,0.0,17.0,18.0,6.0,8.0,,2.0,,,,,,90.0,48.0,7.2,6.0,0.0120397,1,,1.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,0.1201,0.1067,1.0,,,,,,,,,,,,,,,,,,,,
12437802,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,,43.0,40.0,9.0,6.0,1.0,22.0,22.0,18.0,21.0,7.0,4.0,,,,,,90.0,57.0,8.1,3.0,0.102985,0,,,1.0,2.0,,,3.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12437802,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,,27.0,23.0,2.0,1.0,0.0,19.0,20.0,4.0,7.0,4.0,3.0,,,,,,90.0,34.0,6.3,4.0,0.00173797,0,,,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,
12437802,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,,825133,EUR,785203200,D,21,21,False,,21.0,18.0,4.0,3.0,0.0,11.0,12.0,7.0,10.0,3.0,,,,,,,59.0,40.0,6.9,9.0,0.00274701,0,,1.0,2.0,6.0,3.0,,,,2.0,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
12437802,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,M,22,22,False,,15.0,12.0,,,0.0,4.0,5.0,8.0,10.0,,2.0,,,,,,78.0,32.0,6.6,8.0,0.0035385,3,,,6.0,5.0,2.0,,,,,,4.0,0.1585,,,3.0,,,,1.0,1.0,,1.0,2.0,3.0,,,,,,,,,,
12437802,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,29.0,24.0,6.0,5.0,0.0,8.0,8.0,16.0,23.0,,2.0,,,,,,78.0,49.0,7.1,12.0,0.0585724,0,,2.0,4.0,8.0,4.0,,,,,,6.0,,,3.0,,,,,1.0,,2.0,,,3.0,,,1.0,,,,,,,
12437802,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,,5.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,,,,,,,,7.0,6.0,3.0,1.0,0.00260876,0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
12437802,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,,1.0,,,,,,10.0,8.0,6.9,1.0,0.00105952,0,,,,4.0,,,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
12437802,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,,27.0,19.0,3.0,2.0,0.0,6.0,7.0,13.0,22.0,1.0,1.0,,,,,,78.0,36.0,6.7,13.0,0.0132433,0,,2.0,4.0,5.0,,,,,2.0,1.0,,,,,2.0,,,,,3.0,,,,1.0,,,1.0,1.0,1.0,,,,,
