match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_keyPass,player_firstName,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
12437789,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,True,20.0,15.0,6.0,1.0,0.0,15.0,16.0,4.0,2.0,9.0,2.0,2.0,4.0,2.0,90.0,33.0,7.5,5.0,6.22e-05,0,0.5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437789,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,False,,59.0,57.0,5.0,3.0,0.0,39.0,39.0,20.0,2.0,5.0,,,,,90.0,64.0,6.7,2.0,0.00719595,0,,18.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437789,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,24,24,False,,70.0,63.0,3.0,1.0,0.0,41.0,43.0,27.0,3.0,2.0,,,,,90.0,81.0,7.2,7.0,0.00774485,1,,22.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0895,,,,,,,,,,,,,,,,,,,,
12437789,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,20,20,False,,84.0,76.0,4.0,1.0,0.0,38.0,39.0,48.0,2.0,4.0,,,,,90.0,97.0,7.0,11.0,0.0947942,1,,39.0,2.0,4.0,1.0,,2.0,2.0,,,1.0,,,,0.0434,marcosalonso28,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12437789,home,Celta Vigo,Sergio Carreira,sergio-carreira,S. Carreira,M,5,170,466,M,1002764,EUR,971395200,M,5,5,False,,21.0,17.0,5.0,3.0,0.0,8.0,8.0,14.0,1.0,3.0,,,,,45.0,35.0,6.5,7.0,0.0200873,0,,9.0,4.0,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,
12437789,home,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,962890,EUR,1042934400,M,6,6,False,,30.0,26.0,3.0,2.0,0.0,6.0,6.0,24.0,,4.0,,,,,65.0,44.0,7.0,7.0,0.0487962,4,,20.0,4.0,4.0,1.0,,1.0,,1.0,2.0,,,2.0,1.0,0.0938,ilaixmk,,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,
12437789,home,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,272,M,1216080,EUR,1047859200,M,25,25,False,,70.0,61.0,6.0,5.0,0.0,32.0,35.0,39.0,2.0,2.0,,,,,90.0,81.0,7.3,12.0,0.230104,1,,30.0,1.0,4.0,1.0,1.0,,,,,,,3.0,2.0,0.0181,,4.0,1.0,,,1.0,,,2.0,,,,,,,,,,,
12437789,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,,63.0,54.0,4.0,2.0,0.0,18.0,19.0,52.0,1.0,6.0,,,,,90.0,82.0,7.1,19.0,0.16599,0,,37.0,1.0,2.0,,,,,1.0,,,,1.0,,,,8.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,
12437789,home,Celta Vigo,Pablo Durán,pablo-duran,P. Durán,F,18,176,741,M,1398524,EUR,990748800,F,18,18,False,,17.0,14.0,,,0.0,5.0,5.0,14.0,1.0,3.0,,,,,65.0,23.0,6.9,5.0,0.0547641,1,,10.0,4.0,1.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,0.0591,,2.0,1.0,,,,1.0,,,Pablo Durán,,,,,,,,,,
12437789,home,Celta Vigo,Alfon González,alfon-gonzalez,A. González,F,17,172,607,M,1468090,EUR,925776000,F,12,12,False,,10.0,7.0,,,0.0,2.0,2.0,8.0,,1.0,,,,,58.0,17.0,6.7,5.0,0.03359,0,,5.0,3.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
