match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_dispossessed,stat_penaltyWon,stat_punches
10382042,home,Fortuna Sittard,Ivor Pandur,ivor-pandur,I. Pandur,G,1,187,669,M,943212,EUR,953942400,G,31,31,False,26.0,13.0,22.0,9.0,6.0,7.0,7.0,19.0,1.0,1.0,10.0,3.0,4.0,1.0,5.0,2.0,2.0,90.0,40.0,6.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382042,home,Fortuna Sittard,Mickael Tirpan,mickael-tirpan,M. Tirpan,D,25,177,59,M,800340,EUR,751334400,D,25,25,False,49.0,39.0,10.0,6.0,28.0,32.0,11.0,17.0,2.0,,4.0,,,,,,,90.0,60.0,6.6,12.0,0,5.0,1.0,8.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10382042,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,49.0,44.0,5.0,2.0,42.0,44.0,2.0,5.0,3.0,1.0,5.0,,,,,,,90.0,63.0,7.4,6.0,1,1.0,,2.0,2.0,,4.0,1.0,,1.0,,,,Rodrigo,Guth,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10382042,home,Fortuna Sittard,Dimitrios Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,46.0,33.0,9.0,3.0,25.0,29.0,9.0,19.0,4.0,3.0,6.0,,,,,,,90.0,63.0,6.8,15.0,1,,3.0,1.0,5.0,,1.0,1.0,1.0,,,,,Dimitrios,Siovas,,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,
10382042,home,Fortuna Sittard,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1224,M,1069244,EUR,931305600,M,77,77,False,35.0,27.0,3.0,2.0,13.0,14.0,16.0,29.0,2.0,,11.0,,,,,,,90.0,65.0,7.4,23.0,2,1.0,,5.0,3.0,,,1.0,1.0,4.0,,,1.0,,,,5.0,2.0,2.0,1.0,8.0,2.0,,2.0,,,,,,,,,
10382042,home,Fortuna Sittard,Deroy Duarte,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,37.0,28.0,5.0,3.0,12.0,16.0,16.0,21.0,,1.0,4.0,,,,,,,90.0,42.0,6.9,9.0,0,1.0,1.0,2.0,3.0,,,2.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,
10382042,home,Fortuna Sittard,Doğan Erdoğan,dogan-erdogan,D. Erdoğan,M,21,182,50,M,257407,EUR,840672000,M,21,21,False,29.0,27.0,4.0,2.0,15.0,16.0,12.0,13.0,1.0,1.0,3.0,,,,,,,45.0,37.0,7.4,3.0,0,,1.0,1.0,4.0,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,2.0,,1.0,,,,,,,
10382042,home,Fortuna Sittard,George Cox,george-cox,G. Cox,M,,171,91,M,920556,EUR,884736000,M,5,5,False,14.0,8.0,5.0,1.0,5.0,7.0,4.0,10.0,,1.0,5.0,,,,,,,74.0,34.0,7.2,11.0,1,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,George,Cox,1.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,
10382042,home,Fortuna Sittard,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,F,10,10,False,26.0,19.0,5.0,2.0,7.0,7.0,14.0,27.0,1.0,1.0,1.0,,,,,,,90.0,45.0,7.3,17.0,2,,,3.0,1.0,,,,,2.0,,,1.0,,,1.0,2.0,1.0,1.0,,8.0,2.0,1.0,2.0,1.0,1.0,True,,,,,,
10382042,home,Fortuna Sittard,Burak Yılmaz,burak-yilmaz,B. Yılmaz,F,,188,1198,,18864,EUR,490233600,F,17,17,False,15.0,10.0,,,4.0,5.0,6.0,11.0,2.0,,1.0,,,,,,,90.0,26.0,6.9,9.0,5,3.0,1.0,3.0,1.0,,,,,3.0,,,,,,,,,3.0,1.0,1.0,,2.0,,,,,1.0,2.0,,,,
10382042,home,Fortuna Sittard,Paul Gladon,paul-gladon,P. Gladon,F,19,188,61,M,148615,EUR,700876800,F,11,11,False,26.0,15.0,1.0,1.0,5.0,7.0,10.0,19.0,1.0,,2.0,,,,,,,90.0,41.0,6.9,15.0,4,7.0,9.0,8.0,11.0,,,,,2.0,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,3.0,,,
10382042,home,Fortuna Sittard,Arianit Ferati,arianit-ferati,A. Ferati,M,10,168,71,M,548088,EUR,873590400,M,19,19,True,12.0,8.0,3.0,2.0,5.0,6.0,3.0,7.0,,,3.0,,,,,,,45.0,17.0,6.1,8.0,0,,1.0,5.0,2.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,2.0,1.0,
10382042,home,Fortuna Sittard,Cole Bassett,cole-bassett,C. Bassett,M,23,180,214,M,945420,EUR,996278400,M,8,8,True,8.0,5.0,1.0,,1.0,1.0,4.0,7.0,,,1.0,,,,,,,16.0,15.0,6.1,5.0,0,1.0,,3.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,
10382042,home,Fortuna Sittard,Yanick van Osch,yanick-van-osch,Y. van Osch,G,1,183,70,M,361764,EUR,859161600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382042,home,Fortuna Sittard,Tom Hendriks,tom-hendriks,T. Hendriks,G,22,186,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382042,home,Fortuna Sittard,Rémy Vita,remy-vita,R. Vita,D,21,170,144,M,1035696,EUR,986083200,D,61,61,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
