match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_challengeLost,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,captain,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim
11392818,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,39.0,23.0,27.0,11.0,17.0,17.0,6.0,22.0,1.0,2.0,2.0,9.0,1.0,4.0,5.0,1.0,90.0,53.0,8.1,16.0,0.00123339,1.0,0,0.8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392818,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,32.0,26.0,4.0,,13.0,15.0,13.0,17.0,,2.0,1.0,7.0,,,,,90.0,54.0,7.3,10.0,0.0130213,,1,,3.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0187,,,,,,,,,,,,,,,,,,,,
11392818,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,32.0,25.0,6.0,1.0,22.0,23.0,3.0,9.0,7.0,10.0,7.0,3.0,2.0,,,,90.0,50.0,8.1,9.0,0.00082055,1.0,1,,,1.0,,,,1.0,2.0,1.0,1.0,0.0616,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11392818,home,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,29.0,25.0,3.0,2.0,20.0,23.0,5.0,6.0,1.0,2.0,2.0,6.0,,,,,86.0,36.0,6.9,4.0,0.0147295,,1,,,2.0,1.0,1.0,,1.0,,,,0.0084,,,1.0,,1.0,Maxime Estève,,1.0,,,,,,,,,,,,
11392818,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,31.0,17.0,2.0,1.0,14.0,20.0,3.0,11.0,4.0,8.0,6.0,5.0,1.0,,,,90.0,63.0,7.4,17.0,0.02736,,1,,2.0,5.0,1.0,1.0,1.0,,4.0,2.0,1.0,0.1399,,,,2.0,2.0,Issiaga,Sylla,1.0,ISylla,,,,,,,,,,,
11392818,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,33.0,28.0,7.0,7.0,14.0,16.0,14.0,19.0,2.0,4.0,1.0,11.0,1.0,,,,84.0,47.0,7.7,9.0,0.269149,2.0,1,,3.0,9.0,,,,,3.0,1.0,1.0,0.0211,1.0,1.0,1.0,2.0,3.0,,,3.0,,2.0,,,,,,,,,,
11392818,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,43.0,32.0,7.0,1.0,20.0,24.0,13.0,20.0,,3.0,,9.0,1.0,,,,90.0,62.0,6.6,16.0,0.0553342,2.0,0,,1.0,7.0,2.0,,,,3.0,2.0,2.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,
11392818,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,M,9,9,False,23.0,15.0,,,5.0,5.0,10.0,18.0,2.0,11.0,,4.0,2.0,,,,84.0,48.0,7.7,16.0,0.0524191,,4,,2.0,6.0,7.0,6.0,,,,1.0,1.0,0.54,,,3.0,4.0,,,,1.0,,,,2.0,1.0,1.0,0.2764,,,,,
11392818,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,48.0,34.0,13.0,5.0,14.0,18.0,22.0,36.0,,4.0,,7.0,2.0,,,,90.0,72.0,7.8,24.0,0.687382,5.0,2,,1.0,7.0,2.0,,,,,2.0,2.0,0.0461,1.0,2.0,1.0,2.0,,,,4.0,,6.0,2.0,,1.0,,0.0665,True,,,,
11392818,home,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,10,172,588,M,1387157,EUR,1086739200,M,22,22,False,10.0,9.0,1.0,1.0,5.0,6.0,4.0,6.0,1.0,3.0,,2.0,1.0,,,,75.0,21.0,7.2,4.0,0.00549429,,2,,3.0,6.0,,,,,,1.0,,0.9105,,,1.0,,2.0,Khalil Fayad,,,,2.0,,1.0,1.0,,0.7083,,1.0,,,
11392818,home,Montpellier,Akor Adams,akor-adams,A. Adams,F,9,190,25542,M,946381,EUR,949104000,F,8,8,False,18.0,10.0,1.0,,4.0,6.0,6.0,12.0,4.0,5.0,,4.0,1.0,,,,90.0,29.0,7.9,14.0,0.00402285,,4,,8.0,13.0,1.0,,1.0,,,,,1.0342,,,,3.0,2.0,,,,,,,2.0,3.0,,1.86,,2.0,1.0,2.0,
11392818,home,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,F,10,10,True,6.0,6.0,1.0,1.0,4.0,4.0,2.0,2.0,,2.0,,4.0,,,,,15.0,10.0,7.1,,0.0177536,2.0,1,,,,1.0,1.0,,,,1.0,,0.0696,,,1.0,,,,,,,,,,,,,,,,,
11392818,home,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,True,5.0,3.0,2.0,,3.0,5.0,,,,2.0,,1.0,,,,,12.0,10.0,6.6,3.0,0.00011747,,0,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11392818,home,Montpellier,Kelvin Yeboah,kelvin-yeboah,K. Yeboah,F,9,185,975,M,940262,EUR,957571200,F,23,23,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,2.0,2.0,,,,12.0,5.0,6.6,,0.00096317,,0,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
11392818,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,True,3.0,3.0,,,3.0,3.0,,,1.0,1.0,,1.0,,,,,10.0,5.0,6.6,,2.216e-05,,1,,,,,,,1.0,,,,0.2201,,,1.0,,,,,,,,,,,,,,,1.0,,
