match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,captain,stat_unsuccessfulTouch,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot
12451021,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,25.0,19.0,,,0.0,9.0,11.0,10.0,14.0,,2.0,,5.0,,,,,,,,90.0,34.0,6.4,9.0,0.0256107,2,,,7.0,3.0,1.0,,2.0,0.3607,,4.0,,,2.0,1.0,,,,,2.0,jodavid,,,,,,1.0,1.0,,
12451021,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,22,22,True,22.0,20.0,,,0.0,9.0,10.0,12.0,13.0,2.0,6.0,4.0,2.0,,2.0,1.0,,,,,45.0,41.0,6.9,9.0,0.0617521,0,,1.0,3.0,2.0,,,1.0,,,1.0,,,1.0,,,,1.0,,2.0,,1.0,,,,,,,,
12451021,home,Lille,Ayyoub Bouaddi,Ayyoub Bouaddi,,bouaddi-ayyoub,A. Bouaddi,M,32,185,5410,M,1564180,EUR,1191283200,M,32,32,True,16.0,15.0,1.0,1.0,1.0,7.0,7.0,8.0,9.0,,6.0,,4.0,,4.0,4.0,,,,,45.0,27.0,7.7,4.0,0.138164,0,,,2.0,3.0,,,,,1.0,,,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,
12451021,home,Lille,Matías Fernández,Matias Fernandez,,fernandez-matias,M. Fernandez,F,7,183,1612,M,1149144,EUR,1107388800,F,19,19,True,4.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,2.0,1.0,1.0,,2.0,1.0,,,,,24.0,10.0,6.6,3.0,0.00032453,0,,1.0,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
12451021,home,Lille,Mitchel Bakker,,,mitchel-bakker,M. Bakker,D,5,185,1246,M,856638,EUR,961459200,D,20,20,True,7.0,7.0,,,0.0,5.0,5.0,2.0,2.0,,,1.0,,,,,,,,,23.0,11.0,7.4,,0.00028141,1,,,1.0,,,1.0,1.0,0.5232,,,,,,,,,,,,,,,1.0,1.0,0.8198,,,,
12451021,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,1.0,,1.0,,1.0,,,,,,9.0,8.0,6.5,3.0,0.00024601,0,,,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
12451021,home,Lille,Vito Mannone,,,vito-mannone,V. Mannone,G,,189,191,M,17053,EUR,573264000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451021,home,Lille,Ousmane Touré,Ousmane,Touré,ousmane-toure,O. Touré,D,36,187,303,M,1513466,EUR,1108684800,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451021,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186,10320,M,122810,EUR,688089600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,aissamandi23,,,,,,,,,
12451021,home,Lille,Mohamed Bayo,,,mohamed-bayo,M. Bayo,F,9,188,4444,M,909318,EUR,896918400,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,mohamedbayo27,,,,,,,,,
12451021,away,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,30.0,21.0,14.0,6.0,0.0,18.0,19.0,3.0,11.0,,,,5.0,,,,,,1.0,,90.0,35.0,6.3,10.0,0.00042779,0,-0.3441,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,D,19,19,False,30.0,25.0,3.0,1.0,0.0,18.0,21.0,9.0,11.0,,6.0,4.0,3.0,,5.0,,,,,,76.0,46.0,6.4,7.0,0.0822354,0,,2.0,3.0,2.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,
12451021,away,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,55.0,51.0,9.0,6.0,0.0,41.0,42.0,10.0,13.0,2.0,3.0,4.0,2.0,,,,,,,,84.0,63.0,7.0,4.0,0.00275626,0,,,1.0,,,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,
12451021,away,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,53.0,49.0,4.0,4.0,0.0,35.0,36.0,14.0,17.0,1.0,1.0,3.0,1.0,,,,,,,,90.0,59.0,6.3,6.0,0.00562121,0,,,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,29.0,20.0,5.0,2.0,0.0,6.0,7.0,14.0,28.0,1.0,5.0,,7.0,,1.0,1.0,,,,,90.0,55.0,6.2,23.0,0.104568,1,,6.0,8.0,3.0,,,,0.4739,1.0,,3.0,2.0,,,,,3.0,,1.0,,,,1.0,,,1.0,,,
12451021,away,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,30.0,23.0,2.0,2.0,0.0,15.0,17.0,8.0,16.0,3.0,7.0,1.0,7.0,,1.0,1.0,,,,,84.0,46.0,7.0,12.0,0.00526188,0,,3.0,6.0,4.0,,3.0,2.0,,1.0,,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,
12451021,away,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,32.0,27.0,1.0,1.0,0.0,15.0,17.0,13.0,21.0,,2.0,3.0,3.0,,1.0,,,,,,90.0,50.0,6.7,13.0,0.164833,1,,6.0,4.0,,1.0,,1.0,0.0231,1.0,3.0,,,,,,,1.0,True,3.0,,1.0,,,,,,,,
12451021,away,Toulouse,Gabriel Suazo,,,gabriel-suazo,G. Suazo,M,12,178,3981,M,818986,EUR,871084800,M,17,17,False,47.0,39.0,3.0,1.0,0.0,18.0,19.0,23.0,31.0,,5.0,,3.0,,4.0,2.0,,,,,90.0,64.0,7.0,10.0,0.083693,0,,3.0,3.0,1.0,,1.0,1.0,,1.0,,2.0,,1.0,,,,,,,,2.0,,,,,,,,
12451021,away,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,7,7,False,12.0,7.0,,,0.0,4.0,4.0,3.0,10.0,1.0,5.0,1.0,1.0,,2.0,1.0,,,,,64.0,23.0,7.4,9.0,0.00133073,1,,2.0,3.0,1.0,,,,0.2558,,2.0,,,,,,,2.0,,1.0,zakariaaboukhlal,,,1.0,1.0,0.3971,,,,
12451021,away,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,10,10,False,12.0,11.0,,,0.0,2.0,2.0,9.0,10.0,,4.0,,2.0,,2.0,,,,,,90.0,36.0,6.6,14.0,0.602825,1,,,11.0,3.0,1.0,,1.0,0.0363,1.0,2.0,1.0,5.0,1.0,,,,1.0,,4.0,,,1.0,,,,,,,
12451021,away,Toulouse,Joshua King,,,joshua-king,J. King,F,7,180,2232,M,100621,EUR,695433600,F,13,13,False,9.0,8.0,,,0.0,1.0,1.0,7.0,9.0,2.0,5.0,1.0,4.0,,1.0,1.0,,,,,64.0,19.0,7.0,3.0,0.00657042,2,,1.0,6.0,2.0,1.0,,,0.1879,,5.0,,,1.0,,,,1.0,,,,,,1.0,,0.6929,,,1.0,
12451021,away,Toulouse,Shavy Warren Babicka,,,babicka-shavy-warren,S. W. Babicka,F,80,180,1188,M,1136280,EUR,959817600,F,80,80,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,,,,,,,,,26.0,5.0,6.2,2.0,0.00203127,0,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0
12451021,away,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,9,9,True,9.0,8.0,,,0.0,,,8.0,9.0,1.0,2.0,1.0,,,,,,,,,26.0,15.0,6.5,3.0,0.0137718,1,,,5.0,,,,,0.1,,2.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,
12451021,away,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,True,18.0,15.0,5.0,3.0,0.0,9.0,9.0,6.0,9.0,2.0,2.0,,,,,,,,,,14.0,19.0,6.7,3.0,0.00459068,1,,,3.0,,1.0,,,0.1405,,3.0,,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Miha Zajc,,,miha-zajc,M. Zajc,M,8,180,1164,M,139256,EUR,773020800,M,21,21,True,4.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,14.0,6.0,6.6,1.0,0.00219736,1,,,1.0,,1.0,1.0,1.0,0.0119,,,,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,D,12,12,True,3.0,3.0,,,0.0,3.0,3.0,,,,,,,,,,,,,,14.0,6.0,6.4,,5.681e-05,0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Alex Domínguez,,,alex-dominguez,A. Domínguez,G,30,187,83,M,909272,EUR,901756800,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Ümit Akdağ,Umit Akdag,,umit-akdag,Ü. Akdağ,D,50,192,604,M,1215071,EUR,1065398400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Jaydee Canvot,Jaydee Canvot,,jaydee-canvot,J. Canvot,D,23,188,804,M,1471671,EUR,1154131200,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451021,away,Toulouse,Denis Genreau,,,denis-genreau,D. Genreau,M,10,170,131,M,862773,EUR,927244800,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
