match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_unsuccessfulTouch,stat_totalContest,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_goals,stat_wonContest,stat_shotOffTarget,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_totalOffside,stat_errorLeadToAGoal
11352548,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,27.0,24.0,7.0,5.0,24.0,26.0,1.0,2.0,2.0,2.0,8.0,1.0,3.0,3.0,90.0,35.0,6.6,3.0,0.00019522,0,-0.7251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352548,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,103.0,98.0,6.0,4.0,29.0,30.0,74.0,1.0,2.0,1.0,8.0,,,,90.0,121.0,7.6,7.0,0.149393,2,,,,True,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0559,0.0648,,,,,,,,,,,,,,,,,,,
11352548,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,106.0,102.0,2.0,1.0,49.0,50.0,57.0,,,,1.0,,,,90.0,111.0,6.8,6.0,0.0347043,0,,,,,54.0,1.0,1.0,2.0,,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
11352548,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,88.0,85.0,1.0,1.0,26.0,26.0,64.0,3.0,6.0,1.0,3.0,,,,90.0,103.0,7.4,6.0,0.126364,0,,,,,59.0,2.0,,3.0,,,,1.0,1.0,1.0,,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
11352548,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,114.0,103.0,11.0,11.0,28.0,28.0,86.0,2.0,5.0,,8.0,,,,90.0,123.0,9.0,13.0,0.406878,2,,,,,75.0,,,4.0,,1.0,1.0,,2.0,1.0,0.1375,0.3247,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,
11352548,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,M,5,5,False,75.0,69.0,6.0,3.0,23.0,23.0,52.0,,1.0,,6.0,,,,90.0,81.0,6.9,8.0,0.0725788,1,,,,,46.0,,,3.0,2.0,,1.0,,,,0.0219,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11352548,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,F,47,47,False,83.0,79.0,4.0,4.0,7.0,8.0,86.0,,5.0,,5.0,,,,89.0,116.0,9.8,16.0,0.727028,9,,,,,74.0,11.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,,0.995,2.0137,2.0,1.0,1.0,4.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,,,
11352548,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,70.0,61.0,3.0,2.0,13.0,14.0,64.0,,5.0,,6.0,,,,90.0,95.0,8.2,17.0,0.394714,1,,,,,50.0,8.0,2.0,6.0,1.0,,1.0,4.0,,,0.0755,,,1.0,5.0,,7.0,,3.0,,2.0,,,5.0,,,,,,,
11352548,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,76.0,64.0,4.0,4.0,5.0,5.0,83.0,1.0,4.0,,3.0,,,,90.0,110.0,8.5,29.0,0.437252,5,,,,,59.0,12.0,,5.0,2.0,,1.0,1.0,,,0.2839,,,1.0,5.0,,6.0,,,1.0,1.0,,,3.0,4.0,,,,,,
11352548,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,F,11,11,False,37.0,31.0,1.0,1.0,3.0,3.0,36.0,,3.0,,1.0,,,,59.0,54.0,7.1,14.0,0.192139,3,,,,,28.0,2.0,,4.0,,1.0,1.0,,,,0.1428,0.4126,,2.0,6.0,1.0,1.0,,,,,,,2.0,1.0,,,,,,
