match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_goals,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_goalAssist,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11693209,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18384,M,RS1,920546,EUR,879811200,G,1,1,False,33.0,26.0,10.0,4.0,25.0,28.0,1.0,5.0,1.0,5.0,1.0,1.0,90.0,39.0,7.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693209,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49440,M,ReeceJ,885908,EUR,944611200,D,24,24,False,52.0,48.0,2.0,1.0,27.0,29.0,21.0,24.0,1.0,5.0,,,61.0,65.0,7.1,7.0,3,,,True,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11693209,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,10088,M,axel_disasi,827243,EUR,889574400,D,2,2,False,132.0,126.0,4.0,3.0,94.0,95.0,32.0,37.0,2.0,6.0,,,90.0,137.0,7.3,6.0,0,,,,,1.0,3.0,,,,,2.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11693209,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10530,M,badiashile,904827,EUR,985564800,D,5,5,False,62.0,59.0,2.0,2.0,45.0,47.0,14.0,15.0,2.0,6.0,,,61.0,69.0,7.8,4.0,2,,,,,,5.0,,,1.0,,2.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,
11693209,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37144,M,cucurella3,794939,EUR,901065600,D,3,3,False,51.0,48.0,1.0,1.0,26.0,27.0,23.0,26.0,,9.0,,,90.0,75.0,7.6,9.0,1,,,,2.0,4.0,5.0,1.0,,,1.0,4.0,3.0,1.0,,,,2.0,1.0,2.0,,1.0,,1.0,2.0,,,,,,,,,,
11693209,home,Chelsea,Lesley Ugochukwu,lesley-ugochukwu,L. Ugochukwu,M,8,188,5003,M,l.ugochukwu8,1048916,EUR,1080259200,M,16,16,False,59.0,56.0,2.0,1.0,32.0,32.0,25.0,28.0,,7.0,,,90.0,73.0,7.3,5.0,0,,,,1.0,4.0,5.0,,,,1.0,4.0,2.0,,,2.0,,1.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,
11693209,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,120639,M,Enzo8,974505,EUR,979689600,M,8,8,False,110.0,102.0,5.0,3.0,44.0,46.0,58.0,64.0,,9.0,,,87.0,131.0,9.0,11.0,3,,,,,2.0,11.0,,1.0,2.0,,6.0,4.0,1.0,5.0,,,,,7.0,,,,,2.0,,,,,,,,,,
11693209,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,364912,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,37.0,30.0,4.0,2.0,6.0,6.0,24.0,34.0,1.0,,,,87.0,56.0,7.8,12.0,4,,,,3.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,,,3.0,,,5.0,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,
11693209,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16542,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,68.0,63.0,,,26.0,26.0,40.0,50.0,,5.0,,,90.0,89.0,7.3,14.0,1,,,,8.0,8.0,1.0,,1.0,,1.0,,,,,3.0,1.0,4.0,1.0,2.0,,,,3.0,1.0,,,1.0,,,,,,,
11693209,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36860,M,Sterling7,138534,EUR,786844800,M,7,7,False,32.0,26.0,,,8.0,8.0,18.0,25.0,,6.0,,,90.0,60.0,8.1,16.0,3,,,,1.0,9.0,8.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,9.0,5.0,2.0,,1.0,1.0,,4.0,,,,,1.0,,,,,
11693209,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89403,M,NJackson11,1085381,EUR,992995200,F,15,15,False,23.0,22.0,,,7.0,8.0,15.0,15.0,1.0,2.0,,,76.0,47.0,6.6,11.0,4,Nicolas Jackson,,,,5.0,4.0,,1.0,,,,,5.0,2.0,,,2.0,1.0,1.0,1.0,3.0,,,4.0,,,,1.0,,1.0,,,,
11693209,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17866,M,LColwill,996911,EUR,1046217600,D,26,26,True,24.0,22.0,3.0,1.0,17.0,18.0,5.0,6.0,4.0,,,,29.0,31.0,7.0,2.0,0,,,,,,3.0,,,,,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,
