match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_challengeLost,stat_totalTackle,player_firstName,player_lastName,stat_interceptionWon,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonTackle,captain,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_fouls,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_totalOffside
11598399,home,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188,518,M,358694,EUR,850435200,G,1,1,False,41.0,38.0,6.0,3.0,35.0,35.0,3.0,6.0,1.0,10.0,2.0,2.0,1.0,90.0,49.0,7.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598399,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2313,M,329417,EUR,818121600,D,21,21,False,58.0,51.0,3.0,1.0,26.0,28.0,25.0,33.0,2.0,4.0,,,,90.0,87.0,6.9,11.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11598399,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,113.0,104.0,9.0,4.0,68.0,71.0,36.0,42.0,3.0,4.0,,,,90.0,120.0,6.9,9.0,0,,,1.0,4.0,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11598399,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8666,M,861972,EUR,946598400,D,3,3,False,79.0,70.0,7.0,4.0,44.0,50.0,26.0,30.0,1.0,4.0,,,,83.0,88.0,7.5,10.0,0,1.0,1.0,1.0,4.0,,2.0,,,4.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,
11598399,home,Fulham,Fodé Ballo-Touré,fode-ballo-toure,F. Ballo-Touré,D,97,177,1464,M,788170,EUR,852249600,D,12,12,False,35.0,30.0,,,11.0,12.0,19.0,28.0,,1.0,,,,69.0,57.0,6.7,16.0,1,5.0,,7.0,3.0,,,2.0,1.0,,3.0,1.0,,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11598399,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,646,M,82566,EUR,664329600,M,10,10,False,54.0,51.0,4.0,3.0,13.0,13.0,40.0,44.0,,,,,,90.0,65.0,7.2,7.0,1,3.0,,4.0,3.0,,,,2.0,,1.0,,,,,3.0,1.0,3.0,1.0,1.0,1.0,,True,2.0,,,,,,,,
11598399,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16474,M,364612,EUR,805248000,M,26,26,False,62.0,58.0,7.0,7.0,28.0,30.0,30.0,33.0,,5.0,,,,90.0,81.0,7.1,8.0,3,1.0,,7.0,9.0,2.0,,1.0,2.0,3.0,4.0,2.0,,,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,,,Palhinha,1.0,1.0,,,,,
11598399,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4930,M,355528,EUR,858988800,M,8,8,False,51.0,44.0,2.0,1.0,11.0,11.0,34.0,45.0,,2.0,,,,90.0,72.0,7.7,18.0,3,5.0,2.0,5.0,2.0,1.0,,5.0,2.0,,1.0,,,,2.0,3.0,1.0,1.0,,1.0,2.0,,,1.0,,,,1.0,,,,
11598399,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8234,M,352770,EUR,831081600,F,22,22,False,49.0,42.0,1.0,,17.0,19.0,26.0,33.0,,5.0,,,,90.0,64.0,7.9,14.0,3,3.0,,1.0,3.0,1.0,,4.0,1.0,,,2.0,,,,,,1.0,,,1.0,1.0,,1.0,alexanderiwobi,,,,1.0,1.0,,
11598399,home,Fulham,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7220,M,891920,EUR,796089600,F,30,30,False,11.0,9.0,,,4.0,4.0,5.0,7.0,,3.0,,,,79.0,17.0,7.1,5.0,3,,,3.0,,1.0,,2.0,,,,,,,,1.0,1.0,,,,1.0,,,,,2.0,2.0,,1.0,1.0,,
